"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
163,1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
39,1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
153,1.51545542,14.14145,0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,"negative"
1,1.51588824,12.87795,3.43036,1.40066,73.282,0.68931,8.04468,0,0.1224,"negative"
91,1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0,0,"negative"
98,1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
13,1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
135,1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
114,1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
41,1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
185,1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
92,1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
154,1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
24,1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
72,1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
36,1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
123,1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
73,1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0,0,"negative"
19,1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
55,1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
63,1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
87,1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
190,1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
95,1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
139,1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
86,1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
9,1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
103,1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
181,1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
166,1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
57,1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
168,1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
37,1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
7,1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
116,1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0,0,"negative"
108,1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
25,1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
49,1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
31,1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
10,1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
140,1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
106,1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0,0.051,"negative"
162,1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
120,1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
8,1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
111,1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
14,1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
46,1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
117,1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0,0.0612,"negative"
189,1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
81,1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0,0,"negative"
99,1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
164,1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
177,1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
145,1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
184,1.51796122,13.50305,3.35852,1.62857,71.938,0.57132,8.80864,0,0.459,"positive"
105,1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
69,1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0,0,"negative"
67,1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0,0,"negative"
4,1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
89,1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
23,1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
104,1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
74,1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0,0.0714,"negative"
88,1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0,0.051,"negative"
85,1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
138,1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
107,1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
167,1.51602492,14.853,0,2.37971,73.282,0,8.75484,0.63945,0.459,"negative"
30,1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
127,1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
17,1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
70,1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
174,1.51509094,15.15225,0,2.25131,73.5004,0,8.3352,0.63,0,"negative"
0,1.51860755409231,13.4872330338681,3.50236118480393,0.880152506558804,72.7412752882123,0.253992581775407,8.8145548969482,0.112355737785436,0.0909546448739245,"positive"
0,1.51993865862908,13.7640821887174,3.60735851527022,0.695489030939855,72.3795597114516,0.145825395033751,9.13175672424676,0.103616419667937,0.083879958778806,"positive"
0,1.51927459858965,13.6427,3.54356184977433,0.744205781995156,72.6663036490012,0.156643053954765,8.89628492570793,0.143869864713773,0.116466080958769,"positive"
0,1.51907719345213,13.6233025208599,3.51577815339379,0.881217686240859,72.5444656234665,0.23285061606209,8.87625764922181,0.12525662232656,0.101398218073882,"positive"
0,1.51919257736329,13.5912822953654,3.54076787746181,0.785838838509605,72.6466314081538,0.190757673118673,8.88766947748352,0.141292574307695,0.114379703010991,"positive"
0,1.51787628526747,13.5433666815901,3.4751161057668,0.962620398533095,72.666943750657,0.355414584668332,8.63658463967734,0.0827598188946024,0.066996043867059,"positive"
0,1.51760570965635,13.4977398018925,3.4458374970845,1.07890398035497,72.64222447167,0.385785517311911,8.74058573650855,0.0570303675452247,0.0461674403937534,"positive"
0,1.51827662244072,13.477801825966,3.55089640727201,1.00609066390703,72.6696877800353,0.323020779706836,8.71101290568359,0.0897366598941386,0.0933756449500099,"positive"
0,1.51925675713185,13.6336769032947,3.53786075377247,0.766081357664429,72.6498466721043,0.172933810764849,8.8785670546519,0.146834963295981,0.118866398858652,"positive"
0,1.52065101153161,14.1035958787419,3.78524254480265,0.803558813606128,71.8691491835534,0.051750065484792,9.29684027279884,0.0484615997850895,0.0392308188736439,"positive"
0,1.51985985704047,13.7478110840209,3.598077193662,0.702666119459495,72.4157045973837,0.147921190940738,9.09998229837835,0.109994928950071,0.0890435139119625,"positive"
0,1.51888943993733,13.6427,3.5710675811703,0.719821859222658,72.7527537339589,0.132295887170769,8.90419481443365,0.106819828303345,0.0864731943408027,"positive"
0,1.51877230697726,13.6016874349548,3.49088208673566,1.02851766130749,72.4277575435331,0.312402927362679,8.85568459974469,0.0963472814256325,0.0779954182969406,"positive"
0,1.51675916338047,13.4681097705151,3.42738309390749,1.12444076138998,72.680386771455,0.50235846175428,8.4410161218016,0.0309081672448665,0.0250208972934634,"positive"
0,1.51891323947919,13.6063529650101,3.51498126670481,0.831741953093053,72.6474509697448,0.217706939044758,8.85607267789773,0.127588091555424,0.103285597925819,"positive"
0,1.52074251988121,13.9180266426344,3.66054013162138,0.830067825312349,71.9988777632255,0.195950304343218,9.01967477263738,0.0748578243786469,0.155875438119681,"positive"
0,1.51828583383781,13.5405200807998,3.53518422756545,0.942124056875408,72.6565230849147,0.291392449486256,8.71179980038106,0.101769176825881,0.0823845717161894,"positive"
0,1.5182257296312,13.5296326868525,3.3927072578497,1.46114761264405,72.0733784954494,0.49330224107862,8.82502551868431,0.0287812549380586,0.394927444364084,"positive"
0,1.5208956082153,14.1902999270637,3.8317314071558,0.813816811362021,71.7224054897994,0.0311113574764877,9.37248741388217,0.029134381583333,0.0235849755674601,"positive"
0,1.51981976953817,13.7395337388764,3.59335565177652,0.706317207687197,72.4340920210803,0.148987352482807,9.08381819061896,0.113239768425934,0.0916702887257561,"positive"
0,1.51851533197409,13.6427,3.59778413832904,0.696137542047903,72.8367234565923,0.108647271408699,8.91187775844331,0.0708328043175861,0.0573408415904269,"positive"
0,1.5192081135683,13.6325841708867,3.52646867661356,0.817966176460423,72.5945807864597,0.198690367263614,8.88509184243621,0.137670470040478,0.111447523366101,"positive"
0,1.51874103588035,13.4445445903021,3.54832448592569,0.89088523307987,72.6393010678474,0.274368432246856,8.86754844133619,0.113018404554203,0.0914910894010216,"positive"
0,1.51710380521478,13.4913271832071,3.44210914390794,1.07451776969727,72.6762394824255,0.457024995523305,8.50135071332579,0.0469048535015434,0.0379705956917256,"positive"
0,1.51806965534873,13.5362785857005,3.47037151038986,0.991204445042922,72.6440789695375,0.326146852856716,8.78156351617252,0.0820660887558013,0.0664344528023154,"positive"
0,1.52074056748036,13.9176403953874,3.6603683921981,0.829954139849027,71.9997900802147,0.195901918960044,9.01949947744447,0.0749649224599823,0.155828476461,"positive"
0,1.51840216731129,13.5473643194502,3.41551141978705,1.34947070512525,72.1636809451701,0.441261518296651,8.83595526400484,0.0479794135401025,0.352188686523819,"positive"
0,1.5180165495685,13.3636108526539,3.47392695956522,0.984416779995027,72.8144905071616,0.327571425417052,8.75081026268217,0.0814680672911927,0.0659503401881084,"positive"
0,1.51972688866859,13.7203555169673,3.58241605985993,0.714776608499752,72.4766948225627,0.151457598955315,9.04636670827007,0.120757909864001,0.0977564032232389,"positive"
0,1.51929793881697,13.6427,3.5418950300896,0.74568342321411,72.6610648607181,0.158118467797749,8.89580559439904,0.146115059692226,0.11828361975085,"positive"
0,1.51828924763853,13.5674406907914,3.45143698671334,1.26189839287337,72.2428463304648,0.438444880870746,8.82308884855507,0.0505435864454135,0.0409162366462871,"positive"
0,1.5183225316823,13.3085430314177,3.55532821090915,0.988245849498054,72.6325070559852,0.351861763466969,8.84889957204096,0.0868129302285612,0.0702771339945495,"positive"
0,1.51850655826496,13.5858261477203,3.50204676464426,0.871322388586188,72.6593592846178,0.272509792496441,8.74692314204562,0.112014187902957,0.0906781521119177,"positive"
0,1.51830811681487,13.5560869706921,3.48298164316844,0.946128135221947,72.6450321549807,0.295493430273277,8.80262551023369,0.0949340922391042,0.0768514080030843,"positive"
0,1.51745373402295,13.3514793233664,3.56068394888843,1.20301550297738,72.6853827242754,0.446786625714898,8.57028157233022,0.0426518271736801,0.0711411406097934,"positive"
0,1.51883735166568,13.5934363602927,3.53670458651553,0.842125748381726,72.6527306527898,0.224103868069947,8.80652933710121,0.127368093669042,0.103107504398748,"positive"
0,1.51800891207713,13.3620132957757,3.47355950696359,0.985764176599288,72.8154366599917,0.328522277332102,8.74998649725496,0.0810689090659842,0.0656272121010348,"positive"
0,1.51863749536702,13.592129895423,3.47987379640006,1.09364927081943,72.3761527480423,0.347578561798856,8.84658781731546,0.0835644421756268,0.0676474055707455,"positive"
0,1.51830912659918,13.3041867735595,3.55555254680828,0.991364401622182,72.6322894373946,0.354343947758451,8.84830223121576,0.0859735442362726,0.0695976310484111,"positive"
0,1.51648430355442,13.4495933474394,3.41563872877692,1.16425550076898,72.683694330282,0.538512948533495,8.39289789099003,0.0181504403410479,0.0146932136094198,"positive"
0,1.51844575333023,13.5675200845165,3.49026002974357,0.920110740003497,72.6455823198564,0.27780071733118,8.81478218911344,0.102361318061873,0.082863924145326,"positive"
0,1.51957919503806,13.6878838332362,3.55821035797992,0.762329111011205,72.5424756698914,0.167120201078975,8.91522631771373,0.138671491682902,0.127893651464442,"positive"
0,1.51860984058747,13.5289545087601,3.54693306739719,0.92634846738663,72.6633323129754,0.272903382320702,8.76800026032012,0.108803061073646,0.102379223284777,"positive"
0,1.51812800254994,13.5253766998978,3.53474913698635,0.970741194920335,72.6576083888091,0.310648841441721,8.68469045953233,0.0944433755384758,0.0764541611501947,"positive"
0,1.51928129616493,13.635715004125,3.52913679012422,0.793022719455166,72.6136272891778,0.181960325165307,8.89041446154729,0.143637297699228,0.139236015836243,"positive"
0,1.51769783609062,13.2969446026824,3.45859311616518,1.04064381019078,72.8539735840678,0.367250595729765,8.71643442753202,0.0648111442213878,0.0524661643696949,"positive"
0,1.51902682444557,13.6427,3.56125639983226,0.728519504255604,72.7219173439717,0.140980421493687,8.9013733896355,0.120035424012132,0.0971715337241068,"positive"
0,1.51923546604504,13.6345233390143,3.52870219348128,0.804751358897351,72.6050510936255,0.191553439507296,8.88693752567841,0.140264032365941,0.113547073820047,"positive"
0,1.51923815479477,13.6060936204626,3.54000513291335,0.775235726653687,72.6473713137787,0.182318218961097,8.88970044292312,0.144146496003494,0.116690020574257,"positive"
0,1.51636435191347,13.4415125909154,3.41051336764417,1.18163106049101,72.685137782803,0.554291136562598,8.37189860263036,0.0125828377598897,0.0101861067580059,"positive"
0,1.51748953501729,13.4880894713212,3.43969404066879,1.1008644425982,72.6417600948606,0.400719377957177,8.73032466750835,0.0507612806176767,0.0410924652619287,"positive"
0,1.51776156744973,13.3987351699847,3.55702253816685,1.12934810564967,72.6795114197776,0.400487195960283,8.6229276026611,0.0602657406672835,0.0794588219817728,"positive"
0,1.51816627776989,13.5290490784396,3.53485464957411,0.963801333579961,72.6573451948263,0.305979028203338,8.69126466923226,0.096219934922643,0.077892328270711,"positive"
0,1.51861537703747,13.5687914688487,3.44306828360351,1.21451878975151,72.2728036709288,0.378374791103932,8.84916291900106,0.0711787331895903,0.300542582066031,"positive"
0,1.51796464191633,13.3527531740328,3.47142959480068,0.993574262588413,72.820920965755,0.334033820997854,8.74521160113229,0.0787552175721154,0.0637542237488553,"positive"
0,1.51887065199925,13.6427,3.57240930353624,0.718632417862888,72.7569707464373,0.131108238758482,8.90458065673185,0.105012537241168,0.0850101491952315,"positive"
0,1.51872605633211,13.598408471306,3.48710540511949,1.05086276166152,72.4100531701477,0.324470847799208,8.85256371085828,0.091961794440262,0.0744452621659264,"positive"
0,1.518807911154,13.4662770878724,3.54720531907618,0.875327401411575,72.6403867233906,0.261985312183611,8.87052845502112,0.117205933078006,0.0948809934441,"positive"
0,1.51708084865275,13.4897806734058,3.44112824302279,1.07784313574852,72.6765157329801,0.460044653690387,8.4973318315327,0.0458393156480044,0.0371080174293369,"positive"
0,1.51670588510075,13.422993674097,3.39825367858629,1.24899758545435,72.6386276655205,0.501454949360797,8.66110916633958,0.00847348452620209,0.00685948747359216,"positive"
0,1.51909749737369,13.6038152363069,3.54113281430513,0.80964767044653,72.6540312389748,0.199557770201415,8.85139989052581,0.136706283075549,0.115555744785676,"positive"
0,1.51734237157389,13.4499980517263,3.53258340266998,1.11318766670417,72.6630106659457,0.406500672922432,8.54974929419897,0.0579780048664659,0.0469345753680915,"positive"
0,1.51802326494864,13.5092853927643,3.36653916606138,1.58929841137182,71.9697551832007,0.553019691526084,8.81248348449089,0.0067511019403115,0.443970761156688,"positive"
0,1.51937303140588,13.6505805356661,3.5423453752269,0.749962349973766,72.6358624576961,0.159584146706988,8.90159557276604,0.149443348086812,0.120977948451228,"positive"
0,1.51992548130915,13.7613613101661,3.605806478739,0.696689194455405,72.3856039135331,0.146175857171249,9.12644335705748,0.10468304356467,0.0847434162190184,"positive"
0,1.51844480773755,13.6427,3.60282055824477,0.691672738967149,72.8525528458686,0.104189198510461,8.91332609372063,0.0640487803420052,0.0518490126578137,"positive"
0,1.5187445013329,13.5997161392729,3.48861156563223,1.04195141799349,72.4171137674672,0.319658097591579,8.85380833777765,0.0937107497395948,0.0758610831225291,"positive"
0,1.51723760564656,13.5003408882588,3.44782624395871,1.05513614744739,72.6746293788118,0.439425166507156,8.52477443497934,0.0531152531543747,0.0429980620773509,"positive"
0,1.51863264701849,13.5830448658981,3.50014319561812,0.884782274015395,72.6463293770056,0.253776159831709,8.83128948404922,0.112446589575894,0.0910281915614381,"positive"
0,1.51987051819856,13.7455168589506,3.58383607486002,0.779292435102835,72.4063463151872,0.174339918640964,8.9413826008676,0.122691089174151,0.134900931135938,"positive"
0,1.51737096237754,13.4527412431159,3.53266221840723,1.10800373273399,72.662814065443,0.40301241828829,8.5546600938993,0.0593050582598895,0.0480088566865772,"positive"
0,1.51862930657105,13.5701913590056,3.44486864359042,1.2057020379537,72.2799329360886,0.374266241303072,8.85002580868743,0.072694403735362,0.297168410731992,"positive"
0,1.51922829805183,13.617075901663,3.53222622449388,0.770641639345982,72.664375868535,0.176711239757119,8.88150717070961,0.144797680461779,0.117217169897631,"positive"
0,1.51813909238749,13.6427,3.6246529233018,0.672318274407466,72.9211716288719,0.0848639086034149,8.91960447896821,0.0346407304834574,0.028042496105656,"positive"
0,1.51885295038305,13.6074046913354,3.49746717256778,0.989556367051527,72.4586271878917,0.291361097532618,8.86112623430069,0.103993890578672,0.084185530468449,"positive"
0,1.51882918279542,13.4731897458746,3.54684933524813,0.870378776927393,72.6407320479652,0.258046497801114,8.87147633574119,0.118537899294309,0.095959251809679,"positive"
0,1.51789835245288,13.5448532769465,3.47605900486758,0.959423862871875,72.6666782025231,0.35251191324299,8.64044782308989,0.0837840759823099,0.0678252043666318,"positive"
0,1.51834605908012,13.5592387377664,3.48498807636887,0.938955918547809,72.6451838189602,0.290616079189181,8.80597674252391,0.0969815559625626,0.0785088786363602,"positive"
0,1.51844696715838,13.5039516302094,3.54887030509681,0.965325591284335,72.6664387965918,0.297400224552155,8.74014545722723,0.0994836102247238,0.0979783714950085,"positive"
0,1.51877391081865,13.5873494245253,3.53652970031111,0.853628508713339,72.6531668945469,0.231844043246359,8.79563264121074,0.124423461808451,0.100723754797317,"positive"
0,1.51804499216442,13.5114689343267,3.36934735843239,1.57554608666132,71.9808753748169,0.546611196396989,8.81382941544466,0.00911523716580123,0.438707745833276,"positive"
0,1.51881300592597,13.5302080074737,3.51224581931797,0.843906952929823,72.7158233663082,0.228414252446685,8.8367145445792,0.123093267338723,0.0996469307027757,"positive"
0,1.51808298887449,13.6427,3.6286595012399,0.668766429680339,72.933764240868,0.081317417877987,8.92075666013384,0.0292438967708498,0.0236736307192594,"positive"
