"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
163,1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
39,1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
153,1.51545542,14.14145,0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,"negative"
1,1.51588824,12.87795,3.43036,1.40066,73.282,0.68931,8.04468,0,0.1224,"negative"
91,1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0,0,"negative"
98,1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
13,1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
135,1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
114,1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
41,1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
185,1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
92,1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
154,1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
24,1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
72,1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
36,1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
123,1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
73,1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0,0,"negative"
19,1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
55,1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
63,1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
87,1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
190,1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
95,1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
139,1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
86,1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
9,1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
103,1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
181,1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
166,1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
57,1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
168,1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
37,1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
7,1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
116,1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0,0,"negative"
108,1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
25,1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
49,1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
31,1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
10,1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
140,1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
106,1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0,0.051,"negative"
162,1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
120,1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
8,1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
111,1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
14,1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
46,1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
117,1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0,0.0612,"negative"
189,1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
81,1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0,0,"negative"
99,1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
164,1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
177,1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
145,1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
184,1.51796122,13.50305,3.35852,1.62857,71.938,0.57132,8.80864,0,0.459,"positive"
105,1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
69,1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0,0,"negative"
67,1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0,0,"negative"
4,1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
89,1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
23,1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
104,1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
74,1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0,0.0714,"negative"
88,1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0,0.051,"negative"
85,1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
138,1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
107,1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
167,1.51602492,14.853,0,2.37971,73.282,0,8.75484,0.63945,0.459,"negative"
30,1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
127,1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
17,1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
70,1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
174,1.51509094,15.15225,0,2.25131,73.5004,0,8.3352,0.63,0,"negative"
0,1.51819631150924,13.6427,3.62056667524769,0.675940746958598,72.9083286149433,0.0884809206894413,8.91842938687746,0.0401448793100193,0.0324982356319204,"positive"
0,1.5183101458904,13.6427,3.61243730338273,0.683147462275138,72.8827781259103,0.0956767727028206,8.91609160403737,0.0510950888955966,0.041362691010721,"positive"
0,1.51742587914895,13.4828017409076,3.43632784081752,1.11289729507324,72.6415056476828,0.40890212657317,8.72470229361894,0.0473262437174097,0.0383117211045697,"positive"
0,1.51852740623536,13.5743027828149,3.49457793482144,0.904675912275265,72.6459087053385,0.267304509927887,8.82199414260383,0.106767522069253,0.0864308511989191,"positive"
0,1.51839655087417,13.563432962149,3.48765814393822,0.929411467659597,72.6453856462989,0.284125528219831,8.81043640589749,0.0997062250351533,0.0807145631236955,"positive"
0,1.51784759369836,13.5178324915212,3.45862861984401,1.03318070189389,72.6431913379379,0.354692134066159,8.76195002793411,0.0700830621611327,0.0567339074637741,"positive"
0,1.51826892950153,13.5528317806523,3.48090937030829,0.953535703018233,72.644875514257,0.300530828118771,8.79916430967063,0.0928194424688816,0.0751395486652851,"positive"
0,1.51670970024674,13.4233105885308,3.39845542815301,1.24827640938622,72.6386429155383,0.500964525125516,8.66144613727008,0.00867935976739972,0.00702614838313312,"positive"
0,1.52197430528149,14.2089671090834,3.79969159875327,0.896878793203419,71.3832706411405,0.193547348465414,9.19648116541058,0,0.158951928691403,"positive"
0,1.52198671003465,14.2070096877203,3.79790740182207,0.898059868875514,71.3812101976004,0.19692897783834,9.19141365169823,0,0.161729112234386,"positive"
0,1.52122478796425,14.0671133964202,3.77714005057298,0.61202734174876,71.7538718351416,0.09699058287133,9.62656544708743,0,0,"positive"
0,1.5212239467623,14.0617109448915,3.77448719946004,0.607404423724986,71.75924843762,0.0990544449078245,9.6295454733237,0,0,"positive"
0,1.52122016646343,14.0374327304471,3.76256548431523,0.586629374741423,71.7834104883589,0.1083292870493,9.64293748908353,0,0,"positive"
0,1.52123077299701,14.1055510738631,3.79601471050121,0.644918748714454,71.715618070031,0.0823064967996581,9.60536298249655,0,0,"positive"
0,1.52126219690764,14.3073648633669,3.8951145234742,0.817612311995202,71.5147698967449,0.00520893907331396,9.49404122711069,0,0,"positive"
0,1.52206062011795,14.1953469666531,3.7872767877245,0.905096961850272,71.3689336491086,0.217077424602332,9.16122035757899,0,0.178276145808678,"positive"
0,1.52126171067368,14.3042421228718,3.89358111488111,0.81494015968773,71.517877695898,0.00640189851467964,9.49576375040499,0,0,"positive"
0,1.52185046905444,14.1418832231242,3.77409302230037,0.813993722190233,71.4857962041907,0.195676525666835,9.28832892482217,0,0.134174713054765,"positive"
0,1.52202590257094,14.1733989355505,3.77852615352824,0.879282193364948,71.4006484899163,0.218975641639084,9.18846597940743,0,0.171436711393297,"positive"
0,1.52125866578688,14.2846869456215,3.88397862729631,0.798206648819954,71.5373393077068,0.0138724306849809,9.50655050914793,0,0,"positive"
0,1.52121942920958,14.0285202199963,3.75814691064484,0.57914904973292,71.7920751950977,0.11186887692583,9.64753906230247,0,0.000142139807646163,"positive"
0,1.52122535863528,14.0707784170673,3.77893974355511,0.615163527222504,71.7502243504785,0.0955904598093638,9.6245437986512,0,0,"positive"
0,1.5220638809241,14.1802215477888,3.77948585055049,0.893416029733056,71.3822154673777,0.224019501400972,9.16684736122977,0,0.179503296163771,"positive"
0,1.52126146648325,14.3026738586568,3.89281102533087,0.813598184314752,71.5194384564564,0.0070010118911136,9.49662881480789,0,0,"positive"
0,1.51728512229193,13.5492575866151,3.54581887951157,0.902109597444525,72.8558644963605,0.246592058633189,8.81468442720281,0,0,"positive"
0,1.51771038772244,13.6297217112136,3.63584881432547,0.684602363793049,72.9817031273115,0.0877242441627849,8.9114004035623,0,0,"positive"
0,1.51833085888201,13.6427,3.61095810518659,0.684458776417663,72.8781290290408,0.096986110188514,8.91566622748706,0.0530875589825213,0.0429756429858506,"positive"
0,1.51840229894727,13.6427,3.60585628225154,0.688981559493532,72.8620940790944,0.101502075683624,8.91419908410762,0.0599596803881228,0.0485387888856232,"positive"
0,1.51734332623247,13.443163294012,3.56746244095907,0.850622928170003,73.0038464935198,0.213624577162229,8.81346702700853,0,0,"positive"
0,1.518341178962,13.6427,3.61022110668861,0.68511212804825,72.8758126542516,0.0976384769658744,8.91545428707268,0.0540802910350263,0.0437792832188308,"positive"
0,1.51851241687685,13.6427,3.59799231716997,0.695952990809947,72.8373777594438,0.108462998360731,8.9119376249287,0.0705523888098076,0.0571138385603204,"positive"
0,1.51670098142645,13.4250318615684,3.39221290922113,1.30901381931996,72.562502494137,0.528681981980447,8.66486448451288,0,0,"positive"
0,1.51721433601974,13.4759276695571,3.39984940639303,1.41137944816938,72.3077258178895,0.552446114883435,8.72434072195196,0,0,"positive"
0,1.51717407841365,13.4719363866959,3.3992505472436,1.40335186797864,72.3277055730309,0.55058251589336,8.71967655614892,0,0,"positive"
0,1.51713789195558,13.4683487319916,3.39871224917769,1.39613609629899,72.3456648269892,0.548907377869785,8.71548406542182,0,0,"positive"
0,1.51789108671108,13.5121493341399,3.37541534260043,1.5912353636078,71.9724816872671,0.573444318233421,8.80127843343265,0,0.301985174051486,"positive"
0,1.51751348935438,13.5055867996749,3.40429951480502,1.47103220987245,72.1592567220952,0.566294475637679,8.75900002956161,0,0,"positive"
0,1.51785017135086,13.5174578337099,3.38527198898239,1.56945454995873,71.9925981066901,0.574683633358588,8.79698373753997,0,0.210383621321758,"positive"
0,1.51752055522625,13.5062873354497,3.40440462443339,1.47244118220144,72.1557499465208,0.566621567905457,8.75981866735758,0,0,"positive"
0,1.51669494378277,13.2410994450092,3.56583938610383,1.37790947409251,72.6993564243604,0.55957526996528,8.4402259274367,0,0.0498908609265927,"positive"
0,1.51634650413627,13.4158572278043,3.39393848914905,1.25301687048637,72.660385284311,0.551980054985736,8.50386758381795,0,0,"positive"
0,1.51609326,13.4195641437363,3.40408505203109,1.22560213908097,72.6877348830802,0.588720721407223,8.32486599155099,0,0,"positive"
0,1.51626551684868,13.3711018758764,3.44671470965611,1.26585045070804,72.6915367292706,0.58125397822751,8.35758850682744,0,0.0142833207857329,"positive"
0,1.51655944699236,13.282119024198,3.52825205741858,1.34255156614513,72.6968890812513,0.566415538138279,8.4141513979373,0,0.0386556378405076,"positive"
0,1.51609326,13.3372664643507,3.51918688696991,1.33059134832514,72.6728841740182,0.561273428765719,8.33437751711694,0,0,"positive"
0,1.51609326,13.407736654171,3.42062702213105,1.24069076352434,72.6856005992489,0.584776107540366,8.32623294952868,0,0,"positive"
0,1.51668651370224,13.2606942297969,3.54498953920463,1.36735294803508,72.6911761448497,0.553804661641228,8.47075735303455,0,0.0440257043398451,"positive"
0,1.5165262674798,13.4106095270384,3.39039530472214,1.27581477652055,72.6404992603559,0.525027390375235,8.63123283248242,0,0,"positive"
0,1.51639431525215,13.4144615126127,3.39299611904225,1.25908036099539,72.6550962583218,0.544811535832551,8.53774253598671,0,0,"positive"
0,1.51637292857049,13.415085838482,3.39341765635855,1.25636806409833,72.6574621247741,0.548018129827681,8.52258972466147,0,0,"positive"
0,1.51668355702371,13.2639001103739,3.54165942843752,1.36544833234467,72.6900339687737,0.553113793449788,8.47454804259595,0,0.0430800715496298,"positive"
0,1.51615526026294,13.3410095719547,3.5101983481156,1.33137018429176,72.6670275486507,0.553829478057241,8.37766392020984,0,0,"positive"
0,1.51655628870226,13.4018951735764,3.39831695677089,1.28346537750281,72.6408697357299,0.523375817423626,8.63771583161336,0,0.00237591756857,"positive"
0,1.52200141238024,14.204689715289,3.79579273822926,0.899459701865069,71.3787681213569,0.200936948255911,9.18540753961146,0,0.165020682142535,"positive"
0,1.52208199437997,14.1834755352687,3.77994356996731,0.900157044021888,71.3734239924319,0.226425127859367,9.15653654325757,0,0.183350585872214,"positive"
0,1.52126570774099,14.0368339157853,3.75931634968284,0.596371839449266,71.7696136310361,0.118015073455581,9.62119568990629,0,0.00997167862588541,"positive"
0,1.52208559020238,14.1914067853296,3.78368529763537,0.907474402084977,71.3647860898206,0.223884458156575,9.1510197317645,0,0.183866463220376,"positive"
0,1.52164797828817,14.1055068174866,3.76897616574295,0.738635758556363,71.5840763176678,0.168783968641881,9.40359381115711,0,0.0911657672914909,"positive"
0,1.52151376617232,14.0813963137953,3.76558468198436,0.688688040289017,71.6492169767637,0.150959417698639,9.47999208137507,0,0.0626591755210888,"positive"
0,1.52143873184027,14.2934784961259,3.87672404575446,0.845886020194711,71.472229995922,0.047545984550016,9.41527034425616,0,0.0390474269251339,"positive"
0,1.52136951624523,14.3044004453698,3.88667944355021,0.839295896684781,71.4837267845998,0.0286772907322389,9.44354587480992,0,0.0235513981858967,"positive"
0,1.51644534404064,13.2768559731024,3.55227224089079,1.36355785974691,72.6876282787662,0.5589,8.3967943855444,0,0.0291943648955785,"positive"
0,1.51643201756947,13.320696331356,3.49290264739011,1.30929883897617,72.694568641723,0.572848542366293,8.38962932449358,0,0.0280893507027067,"positive"
0,1.51655095794965,13.2846889519324,3.52589716445382,1.34033634916679,72.6967344991319,0.566844089460256,8.41251779618306,0,0.0379517371184193,"positive"
0,1.51667380614693,13.2744728345419,3.53067700356431,1.35916707019001,72.6862671682604,0.550835368334111,8.48704941754628,0,0.0399614542415366,"positive"
0,1.51657732572236,13.2568782561837,3.56094355711726,1.3725124260951,72.6936366146816,0.5589,8.41988356213355,0,0.0401381195986178,"positive"
0,1.5166001568223,13.2534223731726,3.56244358109661,1.37406144863058,72.6946759779932,0.5589,8.42387768685957,0,0.0420312456304673,"positive"
0,1.51648574179994,13.3044321429629,3.50780595471356,1.32331818504001,72.6955469387692,0.570136388501606,8.39996782792109,0,0.0325440961809363,"positive"
0,1.51641995046509,13.2806997312465,3.55060385993911,1.36183498082799,72.6864722612793,0.5589,8.39235197548745,0,0.0270887616157997,"positive"
0,1.51609326,13.4038508286179,3.42606175194056,1.24564800843238,72.6848993976453,0.583480136719497,8.32668205246049,0,0,"positive"
0,1.51609326,13.403336780868,3.4267807010008,1.24630379201186,72.6848066371491,0.583308695445245,8.32674146334973,0,0,"positive"
0,1.51638290284397,13.2863075313408,3.54816979762103,1.35932140942157,72.6847857048599,0.5589,8.38587078010449,0,0.0240168195662554,"positive"
0,1.51660960410514,13.2519923630397,3.56306427614999,1.37470241880077,72.6951060562287,0.5589,8.42553041607868,0,0.0428146024164744,"positive"
0,1.51609326,13.3828420286097,3.45544473635592,1.27244946038701,72.6811083359897,0.57647344240956,8.32911013718754,0,0,"positive"
0,1.51624855836399,13.3066428987622,3.53934324340517,1.35020653420682,72.6786698048836,0.5589,8.3623682501954,0,0.0128771446093451,"positive"
0,1.51609326,13.4224204297424,3.40009023999185,1.22195830353915,72.6882503031114,0.589673328071984,8.32453587729293,0,0,"positive"
0,1.51780796577998,13.5229337296489,3.39543945140442,1.54698690774896,72.0133488702484,0.575962028613514,8.79255361420888,0,0.115893537261989,"positive"
0,1.51661412565881,13.4142521841706,3.38849760850182,1.29484854156214,72.6056527505973,0.523935730500463,8.65469835150513,0,0.0212105535368901,"positive"
0,1.51736524861289,13.4637647355209,3.37178246898581,1.48092745232442,72.2333779284144,0.550356606451962,8.74053428907703,0,0.265316472653998,"positive"
0,1.51671131147641,13.4206584825782,3.38633488069353,1.31892480095899,72.5574850933971,0.527354257942904,8.66580443703673,0,0.0527947744724807,"positive"
0,1.51792085887927,13.5082865906324,3.36824312824561,1.60708422926249,71.9578439223964,0.57254252736192,8.80440348005982,0,0.36863928194507,"positive"
0,1.5175025723536,13.4728168470644,3.36872653057749,1.51494725155077,72.1653169393651,0.555186992074773,8.7562272085521,0,0.309945035473444,"positive"
0,1.51746693407239,13.4704676414936,3.36951960824764,1.50611842730619,72.1829801391456,0.553933409553207,8.75215457934557,0,0.298363023045938,"positive"
0,1.51693075443964,13.435123732144,3.38145149944913,1.37328834736701,72.4487238184661,0.535073200998008,8.69088167957082,0,0.12411109617725,"positive"
0,1.51881791229522,13.6427,3.57617565832049,0.715293531764171,72.7688083408059,0.127774385650568,8.90566375635265,0.0999392825117335,0.0809032286999747,"positive"
0,1.51715867933474,13.4606061347353,3.42219798918897,1.16340600746481,72.6404375884384,0.443249767523222,8.70110199881546,0.0329074439182878,0.0266393593624234,"positive"
0,1.51820922703587,13.6427,3.61964432544646,0.676758413138734,72.9054296838976,0.0892973543308675,8.9181641445471,0.041387278329581,0.0335039872191846,"positive"
0,1.52124975460794,14.2274566787576,3.85587594533116,0.7492342830736,71.5942957455426,0.0357357226536982,9.53811908423964,0,0,"positive"
0,1.52202753540036,14.20056760524,3.79203541942293,0.901946914883361,71.3744290581474,0.208058280781929,9.17473592358083,0,0.170869119482744,"positive"
0,1.52123515275394,14.1336791879181,3.80982690266602,0.668988185478267,71.6876245402537,0.0715609035355831,9.58984733790162,0,0,"positive"
0,1.52124124535936,14.1728077293332,3.82904080844358,0.702470769892139,71.6486832167402,0.0566128913709428,9.56826378839927,0,0,"positive"
0,1.5212550915338,14.2617320190647,3.87270670710601,0.778563947140887,71.5601844020791,0.0226417461002944,9.51921259098754,0,0,"positive"
