"idx","Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
409,6,17,102,2.833,0.137,0.627,2.8,14,64,5,"negative"
267,2,52,104,26,0.231,0.529,1.5,24,55,16,"negative"
84,1,36,36,36,0.583,1,4.2,21,36,5,"negative"
415,101,99,9999,0.98,0.14,0.778,2.02,1398,7780,691,"negative"
368,100,49,4900,0.49,0.093,0.4,1.77,458,1958,259,"negative"
289,8,231,1848,28.875,0.872,0.882,179,1611,1630,9,"negative"
242,11,552,6072,50.182,0.816,0.816,4955,4955,4955,1,"negative"
1,3,113,339,37.667,0.41,0.472,13.9,139,160,10,"negative"
237,1,102,102,102,0.961,1,24.5,98,102,4,"negative"
397,8,4,32,0.5,0.438,0.594,7,14,19,2,"negative"
441,31,105,3255,3.387,0.224,0.417,5.35,728,1358,136,"negative"
435,7,13,91,1.857,0.154,0.484,2,14,44,7,"negative"
34,1,52,52,52,0.788,1,10.25,41,52,4,"negative"
399,9,4,36,0.444,0.25,0.75,9,9,27,1,"negative"
413,36,43,1548,1.194,0.117,0.183,3.07,181,283,59,"negative"
306,1,17,17,17,0.882,1,7.5,15,17,2,"negative"
375,21,68,1428,3.238,0.052,0.109,5.69,74,156,13,"negative"
104,3,11,33,3.667,0.364,0.667,3,12,22,4,"negative"
125,1,47,47,47,1,1,47,47,47,1,"negative"
443,83,314,26062,3.783,0.298,0.671,8.75,7772,17482,888,"negative"
378,8,1,8,0.125,0.875,1,7,7,8,1,"negative"
309,1,33,33,33,0.667,1,3.67,22,33,6,"negative"
20,1,8,8,8,1,1,8,8,8,1,"negative"
83,1,14,14,14,0.929,1,13,13,14,1,"negative"
362,4,5,20,1.25,0.35,0.8,2.33,7,16,3,"negative"
308,1,148,148,148,0.959,1,47.33,142,148,3,"negative"
139,2,535,1070,267.5,0.545,0.629,24.29,583,673,24,"negative"
58,1,48,48,48,0.875,1,10.5,42,48,4,"negative"
305,1,46,46,46,0.239,1,1.38,11,46,8,"negative"
463,72,96,6912,1.333,0.488,0.582,15.69,3374,4025,215,"positive"
208,1,39,39,39,0.308,1,1.71,12,39,7,"negative"
265,1,34,34,34,0.471,1,1.07,16,34,15,"negative"
222,7,14,98,2,0.102,0.204,10,10,20,1,"negative"
438,53,48,2544,0.906,0.157,0.269,7.84,400,685,51,"negative"
235,1,63,63,63,0.952,1,20,60,63,3,"negative"
243,1,283,283,283,0.993,1,140.5,281,283,2,"negative"
42,1,61,61,61,1,1,61,61,61,1,"negative"
396,25,9,225,0.36,0.187,0.436,2.47,42,98,17,"negative"
281,2,25,50,12.5,0.36,1,4.5,18,50,4,"negative"
418,31,105,3255,3.387,0.242,0.456,4.89,787,1485,161,"negative"
333,45,79,3555,1.756,0.087,0.195,4.81,308,693,64,"negative"
439,86,67,5762,0.779,0.164,0.935,2.37,947,5386,399,"negative"
369,10,7,70,0.7,0.157,0.6,1.57,11,42,7,"negative"
2,3,59,177,19.667,0.475,0.475,84,84,84,1,"negative"
219,1,193,193,193,0.57,1,2.97,110,193,37,"negative"
284,2,22,44,11,0.477,1,21,21,44,1,"negative"
430,118,105,12390,0.89,0.052,0.105,3.33,642,1296,193,"negative"
424,54,357,19278,6.611,0.324,0.644,6.22,6238,12422,1003,"negative"
361,8,5,40,0.625,0.275,0.45,3.67,11,18,3,"negative"
184,1,16,16,16,1,1,16,16,16,1,"negative"
231,3,541,1623,180.33,0.71,0.747,88.62,1152,1213,13,"negative"
436,16,30,480,1.875,0.133,0.471,2.29,64,226,28,"negative"
40,2,446,892,223,0.439,0.603,17.82,392,538,22,"negative"
317,37,1,37,0.027,1,1,37,37,37,1,"negative"
30,1,45,45,45,0.756,1,5.67,34,45,6,"negative"
446,28,32,896,1.143,0.481,0.742,7.43,431,665,58,"positive"
194,1,136,136,136,0.963,1,32.75,131,136,4,"negative"
402,6,13,78,2.167,0.103,0.449,4,8,35,2,"negative"
311,1,277,277,277,1,1,277,277,277,1,"negative"
183,1,54,54,54,0.944,1,17,51,54,3,"negative"
211,1,255,255,255,0.686,1,4.86,175,255,36,"negative"
37,1,36,36,36,0.722,1,8.67,26,36,3,"negative"
406,68,34,2312,0.5,0.224,0.526,2.44,519,1215,213,"negative"
79,1,42,42,42,0.31,1,2.6,13,42,5,"negative"
262,1,199,199,199,0.945,1,37.6,188,199,5,"negative"
152,2,99,198,49.5,0.253,0.616,4.55,50,122,11,"negative"
177,2,535,1070,267.5,0.55,0.586,117.8,589,627,5,"negative"
398,5,4,20,0.8,0.45,0.65,4.5,9,13,2,"negative"
41,2,236,472,118,0.566,0.689,10.27,267,325,26,"negative"
234,11,252,2772,22.909,0.092,0.095,63.75,255,262,4,"negative"
112,1,27,27,27,0.407,1,1.83,11,27,6,"negative"
53,1,115,115,115,0.2,1,4.6,23,115,5,"negative"
376,7,47,329,6.714,0.158,0.289,5.78,52,95,9,"negative"
103,3,54,162,18,0.364,0.519,8.43,59,84,7,"negative"
391,53,48,2544,0.906,0.181,0.374,4.69,460,951,98,"negative"
329,1,279,279,279,0.964,1,38.43,269,279,7,"negative"
144,2,537,1074,268.5,0.507,0.528,181.33,544,567,3,"negative"
279,17,342,5814,20.118,0.916,0.996,30.27,5328,5790,176,"negative"
264,3,259,777,86.333,0.96,0.978,67.82,746,760,11,"negative"
285,1,196,196,196,0.98,1,64,192,196,3,"negative"
298,3,116,348,38.667,0.356,0.371,62,124,129,2,"negative"
213,1,9,9,9,0.889,1,8,8,9,1,"negative"
221,1,32,32,32,0.469,1,1.88,15,32,8,"negative"
401,6,5,30,0.833,0.367,1,2.2,11,30,5,"negative"
180,6,39,234,6.5,0.192,0.197,45,45,46,1,"negative"
175,2,537,1074,268.5,0.537,0.609,22.19,577,654,26,"negative"
45,19,462,8778,24.316,0.523,0.688,16.88,4591,6035,272,"negative"
147,2,537,1074,268.5,0.51,0.534,49.82,548,574,11,"negative"
109,2,49,98,24.5,0.51,0.51,50,50,50,1,"negative"
457,168,145,24360,0.863,0.798,0.963,13.06,19430,23457,1488,"positive"
4,2,101,202,50.5,0.54,0.743,10.9,109,150,10,"negative"
201,4,9,36,2.25,0.611,0.611,22,22,22,1,"negative"
321,25,169,4225,6.76,0.215,0.947,1.57,907,4000,579,"negative"
390,55,48,2640,0.873,0.142,0.364,4.26,375,960,88,"negative"
166,1,187,187,187,0.963,1,25.71,180,187,7,"negative"
128,1,19,19,19,0.737,1,4.67,14,19,3,"negative"
85,1,17,17,17,0.765,1,6.5,13,17,2,"negative"
76,1,15,15,15,0.867,1,6.5,13,15,2,"negative"
283,2,21,42,10.5,0.452,1,6.33,19,42,3,"negative"
16,3,113,339,37.667,0.357,0.378,30.25,121,128,4,"negative"
348,43,62,2666,1.442,0.08,0.17,6.63,212,454,32,"negative"
115,1,65,65,65,0.646,1,3,42,65,14,"negative"
291,1,14,14,14,1,1,14,14,14,1,"negative"
456,93,104,9672,1.118,0.451,0.611,4.25,4366,5908,1028,"positive"
28,10,2,20,0.2,0.55,0.6,11,11,12,1,"negative"
133,2,536,1072,268,0.538,0.737,30.37,577,790,19,"negative"
121,3,129,387,43,0.305,0.377,11.8,118,146,10,"negative"
226,1,28,28,28,0.464,1,2.17,13,28,6,"negative"
218,1,94,94,94,0.564,1,3.31,53,94,16,"negative"
400,12,4,48,0.333,0.292,1,2,14,48,7,"negative"
31,1,75,75,75,0.813,1,5.55,61,75,11,"negative"
77,9,13,117,1.444,0.103,0.752,4,12,88,3,"negative"
389,36,48,1728,1.333,0.143,0.437,3.58,247,755,69,"negative"
447,29,31,899,1.069,0.463,0.726,6.93,416,653,60,"positive"
260,1,17,17,17,1,1,17,17,17,1,"negative"
428,160,286,45760,1.788,0.201,0.226,55.42,9199,10347,166,"negative"
150,2,63,126,31.5,0.341,0.508,10.75,43,64,4,"negative"
241,5,110,550,22,0.547,0.556,100.33,301,306,3,"negative"
105,3,304,912,101.33,0.555,0.686,42.17,506,626,12,"negative"
327,1,20,20,20,0.85,1,8.5,17,20,2,"negative"
72,1,11,11,11,0.727,1,4,8,11,2,"negative"
136,2,536,1072,268,0.498,0.533,41.08,534,571,13,"negative"
286,2,199,398,99.5,0.485,0.508,32.17,193,202,6,"negative"
75,1,17,17,17,0.824,1,4.67,14,17,3,"negative"
290,1,70,70,70,1,1,70,70,70,1,"negative"
67,1,28,28,28,0.964,1,27,27,28,1,"negative"
354,85,69,5865,0.812,0.165,0.441,1.44,969,2588,674,"negative"
414,16,29,464,1.813,0.144,0.496,2.58,67,230,26,"negative"
110,1,114,114,114,0.939,1,21.4,107,114,5,"negative"
6,2,22,44,11,0.75,0.75,33,33,33,1,"negative"
188,1,11,11,11,1,1,11,11,11,1,"negative"
314,2,536,1072,268,0.586,0.686,21.66,628,735,29,"negative"
205,7,1,7,0.143,1,1,7,7,7,1,"negative"
190,1,379,379,379,0.963,1,60.83,365,379,6,"negative"
296,4,524,2096,131,0.542,0.603,40.57,1136,1264,28,"negative"
360,5,12,60,2.4,0.133,0.267,4,8,16,2,"negative"
131,2,14,28,7,0.464,0.536,13,13,15,1,"negative"
101,1,17,17,17,0.941,1,16,16,17,1,"negative"
316,1,10,10,10,0.8,1,4,8,10,2,"negative"
388,7,11,77,1.571,0.117,0.494,1.8,9,38,5,"negative"
47,1,33,33,33,1,1,33,33,33,1,"negative"
187,1,180,180,180,0.983,1,88.5,177,180,2,"negative"
35,1,13,13,13,0.692,1,4.5,9,13,2,"negative"
324,17,341,5797,20.059,0.935,0.998,36.38,5420,5784,149,"negative"
340,36,172,6192,4.778,0.128,0.337,4.84,793,2086,164,"negative"
160,1,278,278,278,0.946,1,29.22,263,278,9,"negative"
220,1,159,159,159,0.975,1,77.5,155,159,2,"negative"
465,186,469,87234,2.522,0.378,0.529,22.29,33017,46133,1481,"positive"
153,2,537,1074,268.5,0.52,0.621,26.57,558,667,21,"negative"
138,2,536,1072,268,0.532,0.558,30,570,598,19,"negative"
172,2,537,1074,268.5,0.621,0.747,16.68,667,802,40,"negative"
26,2,17,34,8.5,0.588,0.971,6.67,20,33,3,"negative"
318,1,11,11,11,0.909,1,10,10,11,1,"negative"
257,1,206,206,206,0.99,1,204,204,206,1,"negative"
403,4,11,44,2.75,0.159,0.932,1.75,7,41,4,"negative"
12,1,8,8,8,1,1,8,8,8,1,"negative"
108,2,6,12,3,0.667,1,4,8,12,2,"negative"
19,1,17,17,17,0.765,1,3.25,13,17,4,"negative"
78,6,7,42,1.167,0.238,0.69,10,10,29,1,"negative"
345,31,71,2201,2.29,0.159,0.296,10.29,350,651,34,"negative"
336,8,16,128,2,0.156,0.859,5,20,110,4,"negative"
425,83,315,26145,3.795,0.295,0.594,9.21,7725,15523,839,"negative"
71,1,79,79,79,0.608,1,6.86,48,79,7,"negative"
102,2,6,12,3,0.667,1,4,8,12,2,"negative"
117,2,9,18,4.5,0.556,0.556,10,10,10,1,"negative"
176,2,537,1074,268.5,0.523,0.567,62.44,562,609,9,"negative"
217,1,30,30,30,0.4,1,2.4,12,30,5,"negative"
404,54,48,2592,0.889,0.143,0.264,6.85,370,685,54,"negative"
163,1,145,145,145,0.972,1,35.25,141,145,4,"negative"
420,30,61,1830,2.033,0.157,0.483,1.88,288,884,153,"negative"
320,1,18,18,18,0.5,1,3,9,18,3,"negative"
161,1,26,26,26,1,1,26,26,26,1,"negative"
276,1,67,67,67,0.985,1,66,66,67,1,"negative"
99,21,2,42,0.095,0.738,0.738,31,31,31,1,"negative"
223,1,15,15,15,0.533,1,2,8,15,4,"negative"
301,1,52,52,52,0.981,1,51,51,52,1,"negative"
182,1,22,22,22,0.955,1,21,21,22,1,"negative"
254,1,8,8,8,1,1,8,8,8,1,"negative"
13,1,44,44,44,0.25,1,2.2,11,44,5,"negative"
95,1,14,14,14,0.857,1,12,12,14,1,"negative"
363,7,15,105,2.143,0.114,0.295,2.4,12,31,5,"negative"
59,1,29,29,29,0.586,1,2.13,17,29,8,"negative"
278,1,138,138,138,1,1,138,138,138,1,"negative"
410,37,20,740,0.541,0.131,0.193,4.22,97,143,23,"negative"
25,2,116,232,58,0.616,0.802,17.88,143,186,8,"negative"
252,3,550,1650,183.33,0.339,0.401,15.11,559,662,37,"negative"
307,1,35,35,35,0.857,1,10,30,35,3,"negative"
419,31,37,1147,1.194,0.189,0.555,2.07,217,637,105,"negative"
449,28,32,896,1.143,0.462,0.722,7.02,414,647,59,"positive"
351,5,7,35,1.4,0.229,0.6,2.67,8,21,3,"negative"
466,64,73,4672,1.141,0.403,0.445,72.38,1882,2077,26,"positive"
352,9,17,153,1.889,0.144,0.458,3.14,22,70,7,"negative"
61,28,330,9240,11.786,0.057,0.066,31,527,614,17,"negative"
451,29,32,928,1.103,0.476,0.72,7.25,442,668,61,"positive"
468,65,50,3250,0.769,0.454,0.487,245.83,1475,1582,6,"positive"
261,1,277,277,277,0.993,1,137.5,275,277,2,"negative"
427,83,314,26062,3.783,0.282,0.619,8.77,7353,16139,838,"negative"
416,30,60,1800,2,0.154,0.457,1.85,278,823,150,"negative"
17,2,48,96,24,0.625,0.677,30,60,65,2,"negative"
100,1,147,147,147,0.864,1,11.55,127,147,11,"negative"
204,1,47,47,47,0.532,1,25,25,47,1,"negative"
81,1,39,39,39,0.897,1,8.75,35,39,4,"negative"
69,1,14,14,14,0.571,1,2,8,14,4,"negative"
179,2,536,1072,268,0.568,0.688,24.36,609,737,25,"negative"
189,1,7,7,7,1,1,7,7,7,1,"negative"
274,1,8,8,8,1,1,8,8,8,1,"negative"
450,28,31,868,1.107,0.508,0.767,7.47,441,666,59,"positive"
123,6,47,282,7.833,0.202,0.202,57,57,57,1,"negative"
64,1,7,7,7,1,1,7,7,7,1,"negative"
70,1,23,23,23,0.826,1,19,19,23,1,"negative"
249,1,12,12,12,0.667,1,4,8,12,2,"negative"
350,17,60,1020,3.529,0.139,0.371,7.1,142,378,20,"negative"
379,8,9,72,1.125,0.125,0.319,4.5,9,23,2,"negative"
280,18,342,6156,19,0.847,0.897,43.48,5217,5522,120,"negative"
145,2,537,1074,268.5,0.594,0.655,21.27,638,703,30,"negative"
44,1,51,51,51,0.471,1,2.4,24,51,10,"negative"
36,2,123,246,61.5,0.5,0.504,123,123,124,1,"negative"
57,4,115,460,28.75,0.426,0.487,17.82,196,224,11,"negative"
250,1,69,69,69,0.667,1,4.18,46,69,11,"negative"
331,304,463,140752,1.523,0.063,0.121,3.91,8898,17081,2273,"negative"
342,37,72,2664,1.946,0.12,0.257,7.64,321,685,42,"negative"
312,2,538,1076,269,0.518,0.596,29.32,557,641,19,"negative"
96,1,69,69,69,0.841,1,8.29,58,69,7,"negative"
411,34,25,850,0.735,0.256,0.534,2.06,218,454,106,"negative"
154,1,537,537,537,1,1,537,537,537,1,"negative"
111,1,41,41,41,0.927,1,12.67,38,41,3,"negative"
46,1,52,52,52,0.538,1,14,28,52,2,"negative"
431,158,167,26386,1.057,0.16,0.276,8.24,4213,7279,511,"negative"
192,2,16,32,8,0.25,0.531,2.67,8,17,3,"negative"
326,2,62,124,31,0.452,0.565,11.2,56,70,5,"negative"
38,1,19,19,19,0.789,1,3.75,15,19,4,"negative"
268,1,161,161,161,0.41,1,1.02,66,161,65,"negative"
458,187,137,25619,0.733,0.899,0.991,29.29,23025,25400,786,"positive"
140,3,536,1608,178.67,0.341,0.353,61,549,567,9,"negative"
162,1,13,13,13,1,1,13,13,13,1,"negative"
349,33,28,924,0.848,0.098,0.271,5.69,91,250,16,"negative"
381,10,12,120,1.2,0.208,0.583,1.67,25,70,15,"negative"
247,1,235,235,235,0.923,1,27.13,217,235,8,"negative"
325,1,126,126,126,0.992,1,125,125,126,1,"negative"
269,1,71,71,71,0.521,1,2.31,37,71,16,"negative"
392,29,48,1392,1.655,0.116,0.268,5.06,162,373,32,"negative"
299,3,132,396,44,0.505,0.558,20,200,221,10,"negative"
275,1,95,95,95,1,1,95,95,95,1,"negative"
364,4,7,28,1.75,0.286,1,2,8,28,4,"negative"
426,83,326,27058,3.928,0.286,0.671,7.55,7741,18149,1025,"negative"
365,4,5,20,1.25,0.35,0.8,2.33,7,16,3,"negative"
445,28,31,868,1.107,0.492,0.745,7.49,427,647,57,"positive"
171,3,537,1611,179,0.353,0.364,71.13,569,587,8,"negative"
343,49,79,3871,1.612,0.084,0.179,7.36,324,694,44,"negative"
24,1,10,10,10,0.9,1,9,9,10,1,"negative"
148,2,98,196,49,0.48,0.653,9.4,94,128,10,"negative"
60,1,17,17,17,0.412,1,1.75,7,17,4,"negative"
292,1,70,70,70,0.943,1,22,66,70,3,"negative"
74,1,13,13,13,0.692,1,3,9,13,3,"negative"
113,1,41,41,41,0.78,1,4.57,32,41,7,"negative"
158,1,62,62,62,0.984,1,61,61,62,1,"negative"
14,2,20,40,10,0.725,0.875,29,29,35,1,"negative"
186,1,15,15,15,0.867,1,13,13,15,1,"negative"
423,54,357,19278,6.611,0.299,0.655,6.4,5766,12626,901,"negative"
178,2,32,64,16,0.516,0.531,33,33,34,1,"negative"
332,306,465,142290,1.52,0.055,0.123,2.69,7861,17452,2925,"negative"
124,4,19,76,4.75,0.276,0.382,5.25,21,29,4,"negative"
228,1,14,14,14,0.5,1,2.33,7,14,3,"negative"
453,153,158,24174,1.033,0.587,0.641,46.95,14180,15491,302,"positive"
344,39,70,2730,1.795,0.09,0.255,7,245,697,35,"negative"
165,1,81,81,81,0.901,1,24.33,73,81,3,"negative"
245,1,16,16,16,0.938,1,15,15,16,1,"negative"
126,1,86,86,86,0.93,1,40,80,86,2,"negative"
303,1,19,19,19,0.684,1,4.33,13,19,3,"negative"
174,2,537,1074,268.5,0.556,0.655,24.88,597,704,24,"negative"
202,1,36,36,36,0.583,1,5.25,21,36,4,"negative"
170,3,538,1614,179.33,0.37,0.424,22.11,597,685,27,"negative"
39,1,9,9,9,0.778,1,7,7,9,1,"negative"
120,1,13,13,13,0.846,1,5.5,11,13,2,"negative"
114,1,22,22,22,0.5,1,1.83,11,22,6,"negative"
21,2,69,138,34.5,0.623,0.906,10.75,86,125,8,"negative"
198,1,14,14,14,1,1,14,14,14,1,"negative"
310,1,106,106,106,0.858,1,15.17,91,106,6,"negative"
215,1,44,44,44,0.727,1,5.33,32,44,6,"negative"
422,83,277,22991,3.337,0.18,0.365,6.86,4138,8387,603,"negative"
197,1,15,15,15,0.733,1,3.67,11,15,3,"negative"
90,1,45,45,45,0.933,1,21,42,45,2,"negative"
460,128,347,44416,2.711,0.399,0.567,13.07,17721,25163,1356,"positive"
106,3,259,777,86.333,0.411,0.481,13.29,319,374,24,"negative"
434,153,442,67626,2.889,0.114,0.215,6.27,7689,14538,1227,"negative"
347,36,96,3456,2.667,0.096,0.207,7.7,331,717,43,"negative"
157,1,214,214,214,1,1,214,214,214,1,"negative"
142,2,64,128,32,0.43,0.602,3.93,55,77,14,"negative"
8,2,22,44,11,0.705,0.864,15.5,31,38,2,"negative"
216,1,14,14,14,1,1,14,14,14,1,"negative"
82,1,44,44,44,0.909,1,20,40,44,2,"negative"
440,32,350,11200,10.938,0.142,0.402,3.96,1588,4497,401,"negative"
394,19,47,893,2.474,0.078,0.112,3.89,70,100,18,"negative"
437,17,9,153,0.529,0.209,0.497,1.88,32,76,17,"negative"
266,2,100,200,50,0.46,0.505,11.5,92,101,8,"negative"
33,1,32,32,32,0.719,1,5.75,23,32,4,"negative"
118,2,46,92,23,0.511,0.554,47,47,51,1,"negative"
151,2,475,950,237.5,0.504,0.544,95.8,479,517,5,"negative"
239,5,280,1400,56,0.78,0.786,156,1092,1100,7,"negative"
3,2,20,40,10,0.675,0.675,27,27,27,1,"negative"
168,2,538,1076,269,0.637,0.703,29.78,685,756,23,"negative"
167,2,538,1076,269,0.519,0.684,34.88,558,736,16,"negative"
22,2,46,92,23,0.587,0.761,18,54,70,3,"negative"
387,13,5,65,0.385,0.123,0.538,8,8,35,1,"negative"
43,3,213,639,71,0.318,0.379,11.94,203,242,17,"negative"
253,3,463,1389,154.33,0.296,0.382,13.7,411,531,30,"negative"
94,6,142,852,23.667,0.115,0.173,6.53,98,147,15,"negative"
367,5,9,45,1.8,0.178,0.533,1.6,8,24,5,"negative"
448,28,32,896,1.143,0.488,0.743,7.05,437,666,62,"positive"
270,1,20,20,20,0.55,1,1.38,11,20,8,"negative"
143,1,257,257,257,1,1,257,257,257,1,"negative"
98,1,73,73,73,0.616,1,3.75,45,73,12,"negative"
156,1,186,186,186,0.828,1,9.06,154,186,17,"negative"
258,2,325,650,162.5,0.485,0.537,28.64,315,349,11,"negative"
238,5,128,640,25.6,0.759,0.764,162,486,489,3,"negative"
462,174,471,81954,2.707,0.339,0.433,15.84,27820,35499,1756,"positive"
127,1,17,17,17,1,1,17,17,17,1,"negative"
122,5,7,35,1.4,0.2,0.314,7,7,11,1,"negative"
295,1,16,16,16,1,1,16,16,16,1,"negative"
338,52,461,23972,8.865,0.192,0.248,11.52,4607,5938,400,"negative"
334,12,146,1752,12.167,0.091,0.128,26.67,160,225,6,"negative"
206,1,52,52,52,0.962,1,25,50,52,2,"negative"
173,2,537,1074,268.5,0.538,0.594,32.11,578,638,18,"negative"
210,3,106,318,35.333,0.258,0.34,6.31,82,108,13,"negative"
18,2,18,36,9,0.722,0.722,26,26,26,1,"negative"
304,1,37,37,37,0.811,1,6,30,37,5,"negative"
134,2,535,1070,267.5,0.564,0.614,40.2,603,657,15,"negative"
199,1,104,104,104,0.971,1,50.5,101,104,2,"negative"
395,13,5,65,0.385,0.323,0.554,5.25,21,36,4,"negative"
421,29,61,1769,2.103,0.121,0.431,1.78,214,762,120,"negative"
227,1,23,23,23,0.348,1,1.6,8,23,5,"negative"
358,15,14,210,0.933,0.11,0.338,1.92,23,71,12,"negative"
146,3,537,1611,179,0.345,0.405,22.24,556,652,25,"negative"
89,1,14,14,14,0.929,1,13,13,14,1,"negative"
135,2,536,1072,268,0.537,0.622,24,576,667,24,"negative"
23,1,57,57,57,0.456,1,3.71,26,57,7,"negative"
233,1,20,20,20,0.75,1,3,15,20,5,"negative"
263,10,553,5530,55.3,0.797,0.884,21.3,4409,4890,207,"negative"
240,11,427,4697,38.818,0.566,0.57,189.79,2657,2676,14,"negative"
66,1,40,40,40,0.875,1,11.67,35,40,3,"negative"
0,46.5317458433769,35.2742757990866,2374.05641281619,1.0064368475685,0.536561998062714,0.760937569138554,7.50194920810917,2287.57033799558,1940.62589416737,256.916431289085,"positive"
0,130.581466469814,261.765590255357,43499.6792241145,1.81639181390448,0.498009086146396,0.659480485228423,17.2373946042865,18421.3193621116,23423.2919081059,945.858088943507,"positive"
0,47.0764191957616,38.377265999901,4104.26386762282,0.9987063934592,0.543932769305555,0.773190925521748,8.38048919640706,2918.67099694525,3019.27362985741,211.467036488287,"positive"
0,138.707597529128,341.627815453327,52581.8535083385,2.36319794076283,0.42858234438319,0.598797225500922,14.2501725888846,20403.1091249711,27673.7073052545,1347.20658455674,"positive"
0,48.2428998941725,69.4164816973094,11704.9035464449,1.13659540040204,0.497267315710462,0.747981962502266,11.0535082636341,4919.96040539581,6473.34302983702,91.9327384424722,"positive"
0,53.7485969989731,119.4094371051,10506.2151309505,1.63905909168318,0.450048532130433,0.698000505592438,6.93973762229296,4374.58822696246,6699.83096718032,523.996281850724,"positive"
0,143.675435742421,283.799403150247,47566.5118677977,1.87012079592285,0.514499409936099,0.684197030583847,13.78331380786,20693.9281956874,27862.2991602626,1316.60146653561,"positive"
0,150.759096122341,230.423684790206,33476.4063843971,1.66219487909369,0.640569185736543,0.782680273864113,16.9593282550432,19160.1887369409,24315.718106402,1211.78746877644,"positive"
0,125.244065951239,183.016091215382,25588.9919223474,1.51867237100252,0.622603474364313,0.809955271151347,16.6374953003926,15514.8314215187,20072.6721094102,875.197693113545,"positive"
0,9.50394357033032,-25.3237467217983,-7077.04133002758,0.828367907972161,0.502296614097119,0.787821304863296,5.85485607011357,-2263.16755087427,-1923.90886186664,-165.397365750558,"positive"
0,54.4896591884038,107.293069290252,13121.4316729822,1.42929394307052,0.461226781214793,0.691508090520586,10.6098435030626,5082.62534679839,6401.45475585671,267.2081807901,"positive"
0,149.994407279686,294.503796929942,48319.4531265705,1.92280977945381,0.514511816973759,0.669997431205796,14.6584153039328,20860.4183569818,26646.0684452191,1364.44023438016,"positive"
0,36.4457837069514,124.699080020033,17013.2567596186,1.62782583692638,0.388431327676614,0.623372976319159,9.83538659959851,4084.32026662354,6415.87282975155,115.231335217368,"positive"
0,93.4772926169523,217.685891442065,30642.0459247541,1.91276860128309,0.436517969512026,0.649929864284419,9.8388680337013,12007.5917275055,16748.2943130065,911.946812347162,"positive"
0,68.6324812180193,170.980183366754,23704.401085824,1.7258880364207,0.424778915244788,0.6388491430853,7.32954973657869,7883.09915688334,10946.4173006283,705.478231635627,"positive"
0,113.785982649423,144.491183328947,20889.8782667101,1.28158523728211,0.614544503745038,0.782875185711193,12.0393201218491,12558.4988981116,14886.632917647,922.431326690763,"positive"
0,13.7131758310237,44.9767699549467,3687.03092623165,1.2593734635244,0.390757406762422,0.678319900743026,3.67397397406856,-972.587526091422,-337.31458734821,90.8544663806505,"positive"
