"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
128,1.51654886,12.7516,2.85115,1.43918,73.2708,0.57132,8.78712,0.11025,0.1122,"negative"
174,1.5151365,14.853,0,2.42144,73.7188,0,8.389,0.5607,0,"negative"
107,1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
104,1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
15,1.51720948,13.3767,3.5022,1.15028,72.8508,0.50301,8.43204,0,0,"negative"
8,1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
119,1.51568322,13.23705,3.48873,1.47128,73.2484,0.37881,8.03392,0,0,"negative"
82,1.52613924,13.70255,0,1.35893,71.238,0.19251,13.43544,0,0.051,"negative"
157,1.52171992,11.56125,1.88131,1.56116,72.862,0.47196,11.41256,0,0,"negative"
17,1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
152,1.51666276,12.858,0,1.8308,73.8812,0.96876,10.17516,0,0,"negative"
160,1.51652608,11.94695,0,1.1888,75.1804,2.70135,8.927,0,0,"negative"
202,1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
189,1.5177562,13.52965,3.40791,1.51943,72.0388,0.57753,8.78712,0,0,"positive"
139,1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
179,1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
173,1.52365622,15.79065,1.83192,1.31078,70.4316,0.3105,8.61496,1.67895,0,"negative"
135,1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
72,1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
199,1.5193508,13.6427,3.53812,0.74903,72.6492,0.16146,8.89472,0.1512,0.1224,"positive"
44,1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799,10.17516,0,0.0153,"negative"
198,1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
176,1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
53,1.51768786,12.55875,3.52016,1.42955,73.1476,0.57132,8.53964,0,0,"negative"
55,1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
39,1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
47,1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0,0,"negative"
121,1.53393,12.2994,0,0.99941,70.1628,0.11799,16.19,0,0.1224,"negative"
114,1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
167,1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
126,1.5163894,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0,0.459,"negative"
11,1.51215232,12.991,3.47077,1.12139,72.9796,0.621,8.34596,0,0.1581,"negative"
194,1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
156,1.52058092,12.85135,1.61191,2.17106,72.1788,0.75762,9.70172,0.2394,0.2601,"negative"
71,1.51645774,13.40995,3.55159,1.24979,72.8116,0.6831,8.09848,0,0,"negative"
51,1.51618438,13.52965,3.55159,1.53869,72.9908,0.39123,7.77568,0,0,"negative"
98,1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
170,1.5171867,14.75325,0,2.00093,73.0188,0,8.52888,1.59075,0.0408,"negative"
7,1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
10,1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
92,1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
188,1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0,0,"negative"
101,1.52408904,13.8289,2.90054,1.16954,71.1484,0.08073,10.78848,0,0,"negative"
168,1.51682222,14.5604,0,1.97846,73.2876,0,8.51812,1.5687,0.0357,"negative"
137,1.5167311,12.7915,3.52016,1.53869,73.3604,0.65826,7.9048,0,0,"negative"
111,1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
203,1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
33,1.515706,12.71835,3.46179,1.56116,73.198,0.67068,8.08772,0,0.1224,"negative"
25,1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
195,1.51693612,12.858,3.57853,1.31078,72.61,0.60858,8.78712,0,0,"positive"
27,1.51734616,13.0176,3.53812,1.68956,72.7276,0.54027,8.4428,0,0.0357,"negative"
13,1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
151,1.5132002,12.99765,0,3.0185,70.7004,6.21,6.92564,0,0,"negative"
77,1.5162755,12.99765,3.57853,1.53869,72.8284,0.60858,8.04468,0,0,"negative"
196,1.51777898,13.6427,3.65037,0.64952,73.002,0.0621,8.927,0,0,"positive"
153,1.523679,13.4432,0,1.58042,72.218,0.32292,12.24108,0,0,"negative"
40,1.51784732,13.7745,3.48873,1.27868,72.862,0.60237,8.48584,0,0,"negative"
30,1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
118,1.51591102,13.0176,3.57853,1.5098,73.1196,0.68931,7.9586,0,0,"negative"
145,1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
63,1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
100,1.51841682,13.0176,3.61894,1.0604,72.3412,0.63963,9.13144,0,0.0765,"negative"
94,1.51818902,12.6186,2.76135,0.82928,73.8084,0.34776,9.42196,0,0.102,"negative"
140,1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
54,1.51796122,12.7383,3.47975,1.3493,72.9572,0.63963,8.67952,0,0,"negative"
108,1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
113,1.51625272,13.35675,3.57853,1.49054,72.722,0.44712,8.20608,0,0,"negative"
143,1.51689056,12.6718,2.87809,1.70882,73.2092,0.73278,8.53964,0,0,"negative"
183,1.51837126,14.321,3.25974,2.21921,71.2492,1.45935,5.78508,1.62855,0,"negative"
123,1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
43,1.52320062,13.7225,3.72221,0.51149,71.7476,0.08694,10.568,0,0.0816,"negative"
204,1.52126432,14.321,3.90181,0.82928,71.5012,0,9.48652,0,0,"positive"
9,1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
5,1.51755118,13.39,3.65935,1.1888,72.7892,0.57132,8.27064,0,0.0561,"negative"
85,1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
57,1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
23,1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
78,1.51618438,13.01095,3.5022,1.48091,72.89,0.60237,8.12,0,0,"negative"
185,1.51732338,14.95275,0,1.7987,72.9908,0,8.61496,1.5498,0,"negative"
120,1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
28,1.5177562,12.85135,3.47975,1.23053,72.9684,0.60858,8.56116,0.09135,0.1122,"negative"
26,1.51595658,12.7915,3.60996,1.61894,72.9684,0.63963,8.0662,0,0.1326,"negative"
60,1.51768786,12.65185,3.56057,1.30115,73.0804,0.60858,8.69028,0,0.0714,"negative"
190,1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
127,1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
36,1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
62,1.51768786,12.45235,2.71196,1.29152,73.702,0.5589,9.05612,0,0.1224,"negative"
159,1.51914578,12.73165,1.84988,1.85969,72.6884,0.60237,10.08908,0,0,"negative"
49,1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
125,1.51591102,12.8181,3.52016,1.90142,72.862,0.68931,7.96936,0,0,"negative"
186,1.51613882,13.8821,1.77804,1.78907,73.0972,0,8.66876,0.75915,0,"negative"
134,1.53124196,10.73,0,2.10044,69.81,0.57753,13.29556,3.15,0.1428,"negative"
150,1.5215149,11.02925,1.71069,1.56116,73.4388,0.57753,11.617,0,0,"negative"
102,1.51652608,13.5629,3.56955,1.47128,72.4476,0.63963,7.9586,0,0,"negative"
169,1.51645774,14.93945,0,1.86932,73.1084,0,8.66876,1.3797,0,"negative"
178,1.51609326,15.126,0,2.51132,73.0524,0.04968,8.83016,0.5292,0,"negative"
141,1.51663998,12.93115,3.53812,1.61894,72.9572,0.63963,8.03392,0,0.1071,"negative"
131,1.5167311,12.8713,3.56057,1.64141,73.142,0.65205,7.99088,0,0,"negative"
89,1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
182,1.51622994,14.14145,0,2.88047,72.61,0.08073,9.18524,1.06155,0,"negative"
147,1.5151365,14.00845,2.68053,3.5,69.8884,1.68291,5.87116,2.1987,0,"negative"
24,1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
109,1.51686778,13.2304,3.53812,1.48091,72.8396,0.5589,8.09848,0,0,"negative"
97,1.51711836,12.89125,3.61894,1.57079,72.9572,0.60858,8.10924,0,0,"negative"
80,1.5170728,13.7225,3.6818,1.81154,72.0612,0.63963,7.88328,0,0,"negative"
52,1.51761952,12.61195,3.592,1.31078,73.2876,0.57753,8.4966,0,0,"negative"
172,1.51711836,14.2279,0,2.08118,73.3604,0,8.61496,1.6695,0,"negative"
112,1.51572878,14.85965,3.66833,1.74092,71.8708,0.16146,7.35604,0,0.0612,"negative"
155,1.51994308,13.2703,0,1.76018,73.03,0.47196,11.31572,0,0,"negative"
124,1.51800678,13.7092,3.92875,1.53869,71.8092,0.54027,8.20608,0,0.0765,"negative"
136,1.52067204,13.5496,2.08785,1.6703,72.1788,0.52785,9.5726,0.2709,0.0867,"negative"
138,1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
99,1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
41,1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
184,1.51657164,14.7998,0,1.9913,73.1084,0,8.2814,1.71045,0,"negative"
158,1.5196925,12.63855,0,1.65104,73.7524,0.37881,11.53092,0,0,"negative"
0,1.51848117426046,13.6948325082702,3.58585055593038,0.986923755344376,72.2739554356358,0.338143323399137,8.97191144513388,-0.0202908077880472,0.00848082672386515,"positive"
0,1.5176911621486,13.5246396265307,3.53081080652926,0.862158198031022,72.7465407800099,0.31638973832852,8.78202709995041,0.00754308915195218,0.0244491615355402,"positive"
0,1.51736427923828,13.3412254597306,3.42090941204387,1.20903805911798,72.6599606251113,0.487776023305588,8.51129243882048,0.0684846812443533,0.0817686743318738,"positive"
0,1.51857448741739,13.6525428115822,3.64214946706256,0.978433256620886,72.3350977265021,0.290336283028658,8.97186905157399,0.0111549219765951,0.0142420665365679,"positive"
0,1.5194988160223,13.9366000850179,3.64874310389813,0.743472556796103,72.1453055170592,0.17994788484286,9.27339321928277,0.00116074124255356,-0.0103528751487791,"positive"
0,1.5204433314446,14.0021805078399,3.74311704425004,0.698442209417701,72.1332101362637,0.0251391026198374,9.29492276607395,0.0414246488004091,0.0584372410148063,"positive"
0,1.51913386058903,13.9090371349177,3.72136075019424,1.05747480970223,71.9699288278522,0.275864892081646,8.9095474815163,-0.0420679128909306,0.0352654372536738,"positive"
0,1.5174541292707,13.4534493952454,3.53932242865795,1.33175972454408,72.4567782312344,0.411201041025532,8.6457459804787,0.0153901513233383,0.0371064008982355,"positive"
0,1.51853087650717,13.5982275695286,3.54593831086709,1.12587585000612,72.288873337523,0.389829510417731,8.74975692848731,0.04681669054282,0.0722853018442391,"positive"
0,1.51777165100568,13.7345783782526,3.59634213855503,0.903898768821145,72.530355633212,0.281013542955427,8.82393530065298,0.00414152707142909,-0.0110708154872763,"positive"
0,1.51721531840704,13.3570381814093,3.44113004050194,1.33075233512064,72.4935418451103,0.544374831794811,8.52917945723468,0.0276440498993145,0.0562185192384866,"positive"
0,1.51829967562521,13.5850980764041,3.56222113419612,1.22377439956588,72.2299431536819,0.412405283542351,8.77210775709531,0.0303734147692544,0.0490307940355725,"positive"
0,1.52045617573582,13.9534742676376,3.71796084137513,0.644224015745776,72.1856181338612,0.0862622370087943,9.14564469775053,0.0834018333424299,0.0889604428254339,"positive"
0,1.51806493143965,13.503828505887,3.50079882104165,1.09646848623158,72.522274803462,0.3474248798512,8.8417841896425,0.057819313241145,0.0426348870064308,"positive"
0,1.52030423832668,13.9011282253559,3.74535816410056,1.05361536339941,71.8814456561674,0.207274831062706,8.97839983199504,0.0428648950528181,0.119896414671053,"positive"
0,1.51894049308663,13.713259662514,3.62160723328258,1.21179241376481,72.028177167013,0.41580081048729,8.68385562353068,-0.0074311743584061,0.104421693812271,"positive"
0,1.5174420449297,13.6292248936457,3.50651169583684,1.05145556921969,72.4563214968558,0.433362189843462,8.6695408080009,0.0273975289736655,-0.00353243381937397,"positive"
0,1.51934942711,13.8662258960568,3.66414400368234,0.742737714660629,72.1463129055875,0.219574795744555,9.27201634760698,0.00972227788393627,-0.0343373982518641,"positive"
0,1.51723647214536,13.3613137039207,3.47687204015478,1.34302398103824,72.6308150252114,0.424088554507019,8.56632514478367,0.0507855980336934,0.068833840462952,"positive"
0,1.5176745223624,13.554603071842,3.54186887001964,1.41045951684341,72.3120655470452,0.434620195615857,8.53328375078664,-0.00212771557254697,0.0805975027523866,"positive"
0,1.51985634737368,13.9176642784133,3.66536999133064,1.08610966971995,71.8046317053638,0.326574518546899,8.9425686383405,0.0247840285563881,0.085597555661341,"positive"
0,1.51924923513071,13.9023199769634,3.65224930877522,0.944540543223854,72.0191220614245,0.30379707757387,8.99694525185859,-0.00552059835444399,0.032913424385714,"positive"
0,1.51655025877688,13.4397347854716,3.46005724220297,1.07780650784891,72.7754833837965,0.48159319838991,8.47636094659281,0.00711776262220371,0.00964940910013835,"positive"
0,1.5197152965146,13.9668434910333,3.79854900584654,0.866448199031276,71.9664001788679,0.123723813780915,9.28612473402392,-0.012585307677768,-0.029969865526986,"positive"
0,1.52020076125141,13.8432215332904,3.70616471166533,0.943038428160531,71.9511696366992,0.208319994804064,9.2126982614897,-0.0119198660910309,0.0706965408799331,"positive"
0,1.51692979995223,13.502128212453,3.48372111627331,0.97622427908495,72.8028539707668,0.394995348367387,8.57653595541049,0.0420104170132227,0.0110984573948084,"positive"
0,1.52019411839133,13.8896123707962,3.74956204189831,1.14047924526827,71.7502766270586,0.234760070339456,9.12412267811903,-0.0253080546806396,0.0756608313490925,"positive"
0,1.51680243107308,13.4103712832094,3.45402768515137,1.03052338907837,72.8163816097086,0.405967277470641,8.6901229004446,0.0259068129037321,-0.0154261289850077,"positive"
0,1.5167646813138,13.3402163770869,3.39296724169223,1.23554841015896,72.7750586854038,0.523468686377628,8.36863089039219,0.031904774835418,0.0878741748404578,"positive"
0,1.52001180844429,14.0100066722447,3.74206890629095,0.910642966276301,71.942711288954,0.159787950975485,9.09187253592243,-0.00349950744960867,0.0616598838312193,"positive"
0,1.51708163704776,13.3862081403041,3.50014958971457,1.20268758634484,72.7404728057975,0.398091010902766,8.57697701049014,0.0132154564032842,0.0542505284529782,"positive"
0,1.51720390849702,13.3525589204245,3.51632173683333,1.07955043291834,72.9264974361387,0.300598480956568,8.58911943142108,0.0617344504291554,0.0577028472043238,"positive"
0,1.51862194527421,13.7948122948046,3.70988780108866,0.75854678820222,72.5304944383374,0.150568048364567,8.89891017408537,-0.00667708652543689,0.0322905594574171,"positive"
0,1.51912000783074,13.7916272506142,3.64585684823349,0.952635499049176,72.1268427507984,0.263097637226266,9.14410204946935,-0.00353575723270147,0.0022072030527762,"positive"
0,1.52004561707303,13.9972383402188,3.70787072332081,0.5486375671837,72.1656690225392,0.0967181494200341,9.38067443131681,0.0354098274476263,-0.0132664273177095,"positive"
0,1.51627421712263,13.362086214442,3.54628166305256,1.18856649363345,72.8594111438078,0.375974101322474,8.59260080949668,-0.012951728188811,-0.0303629503656949,"positive"
0,1.52037122990775,14.0244163805721,3.80343954043999,0.820028542804454,71.8797569016462,0.129228022771757,9.24138405959773,-0.0251887817688307,0.041864304814012,"positive"
0,1.51889022703271,13.7993523753284,3.63647164346768,0.824873699754087,72.369838732988,0.159685139562973,9.169958193395,0.0144827258881199,-0.0120018329834905,"positive"
0,1.5176143095099,13.4775473078492,3.44478488193587,1.0375197602109,72.6708854919867,0.41348077735776,8.60335719501705,0.0741709420801578,0.0646341752998093,"positive"
0,1.51962618656822,13.8976692161253,3.63529912246363,0.920970067308465,71.9574001016901,0.286154786720513,9.19103497755906,-0.0212252412254455,0.0280518454558996,"positive"
0,1.51636725714755,13.2873491657618,3.38899825830375,1.49315258637765,72.4998345587111,0.650332737575557,8.48861168339475,-0.0323288405082903,0.0225611846903945,"positive"
0,1.51722266727981,13.4573706632612,3.49852645398583,1.03451938216545,72.9699252312703,0.262984352611045,8.54677670383721,0.0576753730135728,0.082100803423029,"positive"
0,1.51906750262524,13.768162331341,3.62118864178113,0.791028826438998,72.3158847337558,0.220561708733104,9.17808808756569,0.0387812040291541,-0.00645378369458908,"positive"
0,1.51826350274948,13.653759080961,3.55623390667887,0.895986549233637,72.5061212151447,0.333363660975507,8.73680886783474,0.0580816352937157,0.0496644511744101,"positive"
0,1.51989052328806,13.8604815630219,3.60698193416675,0.979790438253966,72.0060207087533,0.288320800730998,8.93180800190756,0.0771780100997624,0.106679260863094,"positive"
0,1.51789966334138,13.6884614436178,3.60738822892291,0.86690501473503,72.6797879105526,0.217122751996943,8.75669333711531,0.0317206993599074,0.0278409899112012,"positive"
0,1.51882077335818,13.8012577212537,3.63492885474083,1.1868090272769,71.915375038004,0.416885352660394,8.82945515847943,-0.045709030999762,0.0416891653593872,"positive"
0,1.51948783525689,13.7011289239354,3.66751107162099,0.97714305520966,72.2092808960621,0.226683549729811,9.03768784587104,0.00690821522883278,0.0745982173361147,"positive"
0,1.51661176872761,13.4640157598053,3.51471725460307,1.20627170589211,72.7510534486138,0.383081203988205,8.55348265839779,0.0331069509989977,0.000838199857832386,"positive"
0,1.51658543224231,13.3070797412029,3.43708511633345,1.29131240954105,72.8642231919642,0.416072951983567,8.48252564978933,0.0615066625289059,0.0469999801196523,"positive"
0,1.52083691672206,14.0460041822056,3.71458711230339,0.594562911953768,72.1316182161017,0.0186372098479219,9.29244466367011,0.0487657416664026,0.0911495934095037,"positive"
0,1.5186132506226,13.8263010742163,3.62742927798144,1.08460282719888,72.1152174011199,0.314389997479946,8.88133837525395,0.000348058702770979,0.0165039243989719,"positive"
0,1.5192205757995,13.7464073602132,3.64823057018129,1.12386554257704,71.9220668227503,0.386203184511063,9.00964658590158,-0.0479972489627958,0.042084865263264,"positive"
0,1.51682335278749,13.3233130625664,3.39972535564822,1.42191168537125,72.5150365155291,0.595584344460811,8.48551489329439,0.00846704304362896,0.055379537307717,"positive"
0,1.51980824255078,13.8166486162593,3.69887459690975,0.837442325343325,72.1754469751726,0.170686622961566,9.12994611047517,0.0475825752903745,0.0546580754090493,"positive"
0,1.52035803047109,13.8794002732943,3.6347979465288,0.93155664681003,71.8880228286505,0.295479265312706,9.03176656302016,0.0605505599049063,0.11156525190043,"positive"
0,1.52029916879789,13.9108625422904,3.72553323249863,0.721789768710285,72.0697702782296,0.144901784053166,9.26833072901621,0.0039560775787373,0.0533664235811944,"positive"
0,1.518331895379,13.6105843926784,3.63649395423001,1.22336082344146,72.2360565948178,0.368377792988095,8.76268943394364,-0.0290213948985142,0.0604097893604649,"positive"
0,1.51699692659872,13.4986745465742,3.54846676421798,1.43560016764157,72.3514355198035,0.521478030799252,8.38473043793085,-0.0226391972158722,0.0459538374626886,"positive"
0,1.51970238568062,13.8810492675895,3.74823400085253,1.10517290650213,71.7475910805424,0.288164421268899,9.1687711753293,-0.0516107812636285,0.00954079025689422,"positive"
0,1.52053639017176,13.9132179867651,3.691399089176,0.732112325168999,72.0987018191133,0.155460147501772,9.10754765153943,0.0346995763494155,0.12066440757778,"positive"
0,1.52024867862231,13.9545232760794,3.69375226893616,0.718640482460571,72.1874439611276,0.0622159910197874,9.22429163669572,0.0635184450666455,0.0640938057075336,"positive"
0,1.51848366638481,13.6162226146252,3.54927110458689,1.24070977371234,72.1317527924216,0.446581597870976,8.78138224919543,0.00728792800895467,0.0633640242776093,"positive"
0,1.51825289681583,13.7569990166039,3.69980937003109,0.85921108716399,72.4351842970868,0.215256282315701,8.91456765449161,-0.0087524260042626,-0.0210790079023519,"positive"
0,1.51816471917128,13.534882527004,3.59461457956125,0.962509613228227,72.7002471316343,0.210764469885355,8.83680978601063,0.0636772346942713,0.0504404304967298,"positive"
0,1.51668468320438,13.3311861975439,3.4736670758172,1.46448641675924,72.4822442244842,0.596578148140625,8.40776579791825,-0.0110112960267894,0.050986889847776,"positive"
0,1.51723993549613,13.510380423172,3.48713562096784,1.32600393890117,72.4265241828873,0.492890030326975,8.45858206549777,0.0365727732419852,0.0519697228634572,"positive"
0,1.51725531326986,13.4979159625859,3.47924759896403,0.999195588712395,72.6713483257226,0.399817304843158,8.77161026736873,0.0323179286532994,-0.00995660872647077,"positive"
0,1.51917498698535,13.8070259377516,3.6593556200285,1.10455971274673,72.0410200918439,0.331416354245163,8.78611298896337,0.0100823207784471,0.0880963365016176,"positive"
0,1.5200809637281,13.8254838916283,3.74064212324651,1.1156551683159,71.8140415783449,0.2612936369893,9.10623988144796,0.0172869791226014,0.0696968691364676,"positive"
0,1.51894291918514,13.6248389928416,3.62293299089491,1.0974604293058,72.3182059634764,0.258911781917032,8.92675430204515,0.0297604466165997,0.0790840130946051,"positive"
0,1.51899713925252,13.6526635589995,3.61331152396643,1.12054111357971,72.1774434643712,0.33692437278298,8.86556490034068,-0.00112647200378842,0.082207809336082,"positive"
0,1.51642171614073,13.3966197619813,3.52880599012896,1.14848072310957,72.821327152801,0.374437715630185,8.6985649739016,-0.0281656351055993,-0.0380514633886222,"positive"
0,1.51906019634861,13.8899992537924,3.71769171303221,1.13935739725493,71.9006553686432,0.251247313139753,9.10010014963468,-0.0120642505428159,-0.0244206868541298,"positive"
0,1.52075292704107,13.9225702231041,3.71648156954814,0.672095815383562,72.1334751540801,0.0368803447705443,9.41503509970288,0.0426773857311885,0.0687285035520785,"positive"
0,1.5180322105282,13.5048702950546,3.51376223617253,1.38414416380833,72.2478177604426,0.451631756405062,8.74616510679061,0.00140976998707337,0.0691548181068553,"positive"
