"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
1.51641309526587,13.3861703121523,3.43142737783863,1.29685447571218,72.6480125001464,0.53274314748378,8.55425486471179,0,0,"positive"
1.51661051020804,13.343103637459,3.45938670741683,1.31839346651368,72.6618157081118,0.536045410458525,8.56819968561082,0,0.019717550547095,"positive"
1.51661040147792,13.343221531842,3.45926424454125,1.31832342538573,72.6617737052547,0.536020004184893,8.56833908600216,0,0.0196827754543629,"positive"
1.5167038108349,13.2419392176429,3.56447132163877,1.37849531268783,72.6978580924997,0.557846372184078,8.44858109690518,0,0.0495578363228124,"positive"
1.51670038989944,13.2456484848036,3.56061831769384,1.37629163470775,72.6965365722157,0.557047024038266,8.45296699961398,0,0.0484637205032632,"positive"
1.5166549535482,13.2949144143796,3.50944329772945,1.34702271460339,72.6789843381967,0.546430201967703,8.51121990095874,0,0.0339318384421058,"positive"
1.51663692791695,13.3144593262184,3.4891410064267,1.33541107004538,72.6720209687967,0.542218267814359,8.53433014836373,0,0.0281667111790739,"positive"
1.51663346263887,13.3182166733908,3.48523805933492,1.3331788276998,72.6706823187919,0.541408558412134,8.53877290172366,0,0.0270584132855292,"positive"
1.51670390938479,13.2418323615295,3.56458231850378,1.37855879597276,72.697896162694,0.55786939970741,8.44845474835794,0,0.0495893554771319,"positive"
1.51664044856728,13.3106419397783,3.49310631935112,1.33767898175806,72.6733810093098,0.543040915696118,8.52981640351813,0,0.0292927187466994,"positive"
1.51651640305721,13.277301124928,3.39314867588117,1.27181958825487,72.7696515151091,0.52164,8.62424372885432,0,0,"positive"
1.51648818506763,13.1619765055509,3.39592959715401,1.26585516245143,72.8841090320848,0.52164,8.60425082491506,0,0,"positive"
1.5165183872042,13.2854101717026,3.39295313549439,1.2722389766568,72.761603438611,0.52164,8.62564952922964,0,0,"positive"
1.5165240556447,13.3085766251634,3.39239450297001,1.27343711278369,72.7386111690108,0.52164,8.62966571138708,0,0,"positive"
1.51653654532733,13.3596209383081,3.39116362774971,1.27607705228736,72.6879506476943,0.52164,8.63851485439626,0,0,"positive"
1.51649562373585,13.1923777352014,3.3951965062779,1.26742747094516,72.8539363831084,0.52164,8.60952124217132,0,0,"positive"
1.51648042160028,13.1302478483773,3.39669469742635,1.26421420128826,72.9155991279263,0.52164,8.59875028219989,0,0,"positive"
1.51649735675956,13.1994604616109,3.39502571443269,1.26779377951296,72.8469069102809,0.52164,8.61074911761977,0,0,"positive"
1.51652958279908,13.3311656538511,3.39184979438351,1.27460538532001,72.716191982644,0.52164,8.63358179004464,0,0,"positive"
1.51749229665001,13.4721394928459,3.36895520128735,1.51240160743139,72.1704098282261,0.554825542476755,8.75505293389187,0,0.306605555491755,"positive"
1.51763665307961,13.4816551854423,3.36574276070406,1.54816364483797,72.0988632673509,0.559903304111436,8.77154952664223,0,0.353519657551311,"positive"
1.51764753380501,13.4823724215117,3.36550062612123,1.55085917360622,72.0934705149494,0.560286035453305,8.77279294126738,0,0.357055762340315,"positive"
1.51775857585772,13.4896920957501,3.36302954812647,1.57836809755106,72.0384353703,0.564191958290711,8.78548247319084,0,0.393143092903309,"positive"
1.51769794124456,13.4856951810222,3.36437888249702,1.56334682478898,72.0684873607354,0.562059125598092,8.77855334282472,0,0.373437573460629,"positive"
1.51765752700978,13.4830311539627,3.36527824200808,1.55333483308286,72.0885176393781,0.560637548108138,8.7739349328634,0,0.360303433607798,"positive"
1.51714068137488,13.4489617038157,3.3767798834487,1.4252944473476,72.3446789186793,0.54245741617145,8.71487146075024,0,0.192334823323181,"positive"
1.51658682853543,13.4124528113574,3.38910506594023,1.28808610811877,72.6191818694929,0.522975549605135,8.65157892323407,0,0.0123393170039635,"positive"
1.51683397227727,13.4287440418973,3.38360524450234,1.34931208721214,72.4966914143059,0.531668872196116,8.67982172247289,0,0.0926580583336763,"positive"
1.51667898442509,13.4228510002845,3.39188568893158,1.30462750057225,72.5734195541313,0.527663700132847,8.66231595588804,0,0,"positive"
1.51678554234463,13.4334155330332,3.39347081013598,1.32587571493519,72.5205351094946,0.532596463168133,8.67466154353119,0,0,"positive"
1.51664691324556,13.4196713489936,3.39140860842043,1.29823233726156,72.5893364050379,0.526179065958664,8.65860025310964,0,0,"positive"
1.51765345651822,13.5194636442353,3.40638162114007,1.49894240475907,72.0897913481552,0.57277381433846,8.77521634549407,0,0,"positive"
1.51765365331502,13.5194831553724,3.40638454862564,1.49898164708366,72.0896936783696,0.572782924425777,8.77523914597741,0,0,"positive"
1.51681169672602,13.4360085718225,3.39385987426843,1.33109103731212,72.5075547515787,0.53380719782087,8.67769173789915,0,0,"positive"
1.51771286907093,13.5253540169219,3.40726542309037,1.51078958290688,72.0603050380984,0.57552413120941,8.78209976513817,0,0,"positive"
1.5176129937128,13.51545201718,3.40577970951173,1.49087390673429,72.1098729432391,0.570900716292334,8.77052840570713,0,0,"positive"
1.51710547502469,13.4651348016762,3.39823002538099,1.3896719883337,72.3617532734806,0.547406738226253,8.711728304582,0,0,"positive"
1.51685147714406,12.9786389101207,3.53731234320034,1.30376394960617,72.6161199193466,0.589577650428666,8.75654663149254,0,0,"positive"
1.51678444867701,13.0741725629474,3.50467218331259,1.29820795675222,72.6209662682535,0.574529737072843,8.73233565702495,0,0,"positive"
1.51674109969599,13.1359565583822,3.48356297802387,1.29461475763372,72.6241005229363,0.564797876282721,8.71667781613098,0,0,"positive"
1.51656687753781,13.3842701466862,3.39872381418228,1.28017347457446,72.636697280745,0.525684943286707,8.65374801319237,0,0,"positive"
1.51682345068092,13.0185841828867,3.52366458608793,1.30144083473021,72.6181463123849,0.58328570004499,8.74642335084303,0,0,"positive"
1.51666327623501,13.2468759905147,3.44566609150963,1.28816396721529,72.6297273806222,0.547326483168136,8.68856764280606,0,0,"positive"
1.51692148859988,12.8788536933756,3.57140509829374,1.30956720254125,72.6110578918643,0.605295245761257,8.78183507450063,0,0,"positive"
1.51676108040268,13.1074786596609,3.49329277626806,1.29627095937111,72.6226558609847,0.569283551642513,8.72389493448073,0,0,"positive"
1.51659628073733,13.3423626530833,3.41304198637839,1.28261070719454,72.6345713457493,0.532285971448389,8.66436857702094,0,0,"positive"
1.51779487928876,13.5134536401416,3.45584101765747,1.04314529322886,72.6429806262925,0.361468394817654,8.7572940531138,0.0672384549491108,0.0544311301968992,"positive"
1.51706444572824,13.4527783897042,3.41721480129957,1.18121896194696,72.6400609149933,0.455363181939125,8.69277886094093,0.0278223524093628,0.0225228567123413,"positive"
1.51853066549832,13.5745735214648,3.49475028861626,0.904059814634542,72.6459217333637,0.266885542594297,8.82228201543329,0.10694340041019,0.0865732289034873,"positive"
1.51700244938952,13.4476285121772,3.41393635939547,1.19293811396497,72.6398131013379,0.463332603583317,8.68730306420457,0.0244768680609763,0.0198146074779332,"positive"
1.51761570671646,13.4985702321449,3.44636615379982,1.07701423864428,72.6422644322235,0.384500428726324,8.74146872202457,0.0575698350174353,0.0466041521569714,"positive"
1.51787584822632,13.5201795230008,3.46012275369721,1.02783975571489,72.6433042777985,0.351060109153949,8.76444559549831,0.0716077502802014,0.0579681787982583,"positive"
1.51891094309801,13.6061622104907,3.51485983127136,0.832176037437557,72.64744179058,0.21800213115125,8.85586985113746,0.12746417283006,0.103185282767192,"positive"
1.51688192394579,13.4376167713736,3.40756282712965,1.21572100769914,72.6393313333593,0.478825745592518,8.67665771247922,0.017973000350967,0.0145495717126876,"positive"
1.51798680663304,13.5293965544732,3.46599036939331,1.00686531653393,72.643747804125,0.336796777700731,8.7742459432912,0.0775953556878492,0.0628152879377827,"positive"
1.51634677453295,13.4158493343103,3.39393315955688,1.25305116267301,72.6603553721232,0.551939513288455,8.50405916425833,0,0,"positive"
1.51648096023923,13.4119321484159,3.39128832276504,1.2700688319194,72.6455112992603,0.53182049310463,8.59913191664215,0,0,"positive"
1.51653313849926,13.4104089463562,3.39025987505853,1.27668617139399,72.6397391651392,0.523997189894021,8.63610106137037,0,0,"positive"
1.51613458397444,13.4220436592185,3.39811549321673,1.22614077972577,72.6838286033545,0.583754124903646,8.35371870708685,0,0,"positive"
1.51628897784455,13.4175365510699,3.39507234801559,1.24572128414912,72.6667490356332,0.56060521079567,8.46310927177804,0,0,"positive"
1.51616179403357,13.4212493357188,3.39757917554548,1.22959160768176,72.6808185353555,0.579674407740729,8.37299747593753,0,0,"positive"
1.51621309842833,13.4197516437735,3.39656795196138,1.23609812201239,72.6751430711418,0.571982126779742,8.40934747292489,0,0,"positive"
1.51650594327784,13.4112028367092,3.39079590027436,1.27323722518348,72.6427475917403,0.528074682376538,8.61683280528259,0,0,"positive"
1.51651093261127,13.4110571867211,3.39069755915456,1.27386998129725,72.6421956549432,0.527326610896247,8.62036782905418,0,0,"positive"
1.52179814753008,14.2367641108837,3.82502867039422,0.880106542117167,71.4125306430355,0.145525415355284,9.26844405007124,0,0.11951362613719,"positive"
1.52144312506943,14.2927852618063,3.87609216006603,0.846304306316103,71.4715002755856,0.0487436119906674,9.4134756492117,0,0.0400309856928186,"positive"
1.52205924999649,14.1955631664416,3.7874738546445,0.90496651047413,71.3691612278333,0.216703919148173,9.16178007119685,0,0.177969402198982,"positive"
1.52181436299299,14.234205374477,3.82269637254017,0.881650441340026,71.4098372362915,0.149945872980659,9.26181980857074,0,0.123143953655614,"positive"
1.52164513372521,14.2609090887534,3.84703690849304,0.865537861861202,71.4379464092141,0.103812696820542,9.33095231157571,0,0.0852568041521357,"positive"
1.52140359691654,14.2990226491941,3.88177756211882,0.842540769941146,71.4780659465201,0.0379679390576575,9.42962344789863,0,0.0311813992260955,"positive"
1.52128952710495,14.3170224177698,3.89818441884383,0.831680007323129,71.4970130713366,0.00687164713564329,9.4762225480187,0,0.00564338170560077,"positive"
1.521678979665,14.2555683322914,3.84216878889994,0.868760385967006,71.4323245603068,0.113039355559365,9.31712577574879,0,0.0928342533579329,"positive"
1.52157321722783,14.2722572297868,3.8573807817072,0.858690581275239,71.4498918208282,0.084207716630674,9.36033119819701,0,0.0691560957836453,"positive"
1.5212262761957,14.0766712656382,3.78183340207413,0.620206081648944,71.7443596973553,0.0933392547059711,9.62129326632263,0,0,"positive"
1.52122362551526,14.0596477999055,3.77347410078749,0.605638975189114,71.7613017110989,0.0998426142397989,9.63068351707196,0,0,"positive"
1.52125983406155,14.2921899563213,3.88766294916011,0.80462703097654,71.5298721965797,0.0110061062283022,9.50241180126362,0,0,"positive"
1.52121926190292,14.0316233712723,3.75971282291323,0.581658262813296,71.7891920515567,0.110548597263079,9.64614196813617,0,0,"positive"
1.52125439858802,14.2572817132394,3.87052140313819,0.774755787289394,71.5646134145752,0.0243418663503136,9.52166740766631,0,0,"positive"
1.52124109497087,14.1718418893005,3.82856653675564,0.701644293380263,71.6496444355287,0.0569818647094583,9.56879655183491,0,0,"positive"
1.52123490197108,14.1320685851486,3.80903602294654,0.66760998068871,71.6892274367899,0.0721761912238039,9.59073575651746,0,0,"positive"
1.52126360543557,14.3164108526803,3.8995565185,0.825353032447314,71.5057671896771,0.00175316092754714,9.48905140252018,0,0,"positive"
1.52125323812469,14.2498288692767,3.86686171543978,0.76837833318355,71.5720305989973,0.0271890259475308,9.52577844326294,0,0,"positive"
1.51871296,12.93115,3.65935,1.56116,72.5092,0.57753,8.5504,0,0.0612,"negative"
1.51618438,13.52965,3.55159,1.53869,72.9908,0.39123,7.77568,0,0,"negative"
1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0,0,"negative"
1.51645774,13.40995,3.55159,1.24979,72.8116,0.6831,8.09848,0,0,"negative"
1.51732338,14.95275,0,1.7987,72.9908,0,8.61496,1.5498,0,"negative"
1.5173006,12.3526,2.72094,1.62857,72.8676,0.70173,9.22828,0,0,"negative"
1.5215149,13.11735,3.57853,0.8999,72.2012,0.22977,9.82008,0,0.0816,"negative"
1.5161616,14.95275,0,2.27057,73.2988,0,8.7118,0.67095,0,"negative"
1.51768786,12.45235,2.71196,1.29152,73.702,0.5589,9.05612,0,0.1224,"negative"
1.51652608,13.5629,3.56955,1.47128,72.4476,0.63963,7.9586,0,0,"negative"
1.52176548,13.19715,3.6818,1.15028,72.75,0.54027,8.51812,0,0,"negative"
1.52315506,13.4432,3.34056,1.23053,72.3804,0.60237,8.83016,0,0,"negative"
1.5167311,13.2969,3.64139,1.52906,72.5316,0.65205,8.03392,0,0.1479,"negative"
1.51645774,13.4432,3.60996,1.53869,72.3916,0.65826,8.03392,0,0,"negative"
1.51910022,13.88875,3.52914,1.32041,71.8092,0.50922,8.77636,0.11025,0,"negative"
1.51682222,14.5604,0,1.97846,73.2876,0,8.51812,1.5687,0.0357,"negative"
1.51686778,13.2304,3.53812,1.48091,72.8396,0.5589,8.09848,0,0,"negative"
1.52666318,13.9885,3.69976,0.71051,71.5684,0.01863,9.82008,0,0.051,"negative"
1.52408904,13.8289,2.90054,1.16954,71.1484,0.08073,10.78848,0,0,"negative"
1.51591102,12.8181,3.52016,1.90142,72.862,0.68931,7.96936,0,0,"negative"
1.52365622,15.79065,1.83192,1.31078,70.4316,0.3105,8.61496,1.67895,0,"negative"
1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0,0,"negative"
1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799,10.17516,0,0.0153,"negative"
1.51689056,12.6718,2.87809,1.70882,73.2092,0.73278,8.53964,0,0,"negative"
1.51657164,14.7998,0,1.9913,73.1084,0,8.2814,1.71045,0,"negative"
1.51556932,13.8688,0,2.54021,73.2316,0.14283,9.4112,0.80955,0.0051,"negative"
1.51766508,13.21045,3.69078,1.29152,72.61,0.57132,8.21684,0,0,"negative"
1.51572878,14.85965,3.66833,1.74092,71.8708,0.16146,7.35604,0,0.0612,"negative"
1.51796122,12.7383,3.47975,1.3493,72.9572,0.63963,8.67952,0,0,"negative"
1.5170728,13.7225,3.6818,1.81154,72.0612,0.63963,7.88328,0,0,"negative"
1.51709558,12.99765,3.47077,1.78907,72.722,0.65826,8.18456,0,0,"negative"
1.51130946,13.68925,3.20137,1.81154,72.8116,1.75743,5.43,1.1907,0,"negative"
1.51566044,13.29025,3.44832,1.21127,72.7388,0.5589,8.57192,0,0,"negative"
1.51613882,13.8821,1.77804,1.78907,73.0972,0,8.66876,0.75915,0,"negative"
1.51800678,13.7092,3.92875,1.53869,71.8092,0.54027,8.20608,0,0.0765,"negative"
1.51736894,12.7782,3.61894,1.29152,72.7892,0.58995,8.70104,0,0,"negative"
1.51743728,13.2969,3.60098,1.14065,73.0916,0.57753,8.1738,0,0,"negative"
1.51663998,12.93115,3.53812,1.61894,72.9572,0.63963,8.03392,0,0.1071,"negative"
1.51768786,12.65185,3.56057,1.30115,73.0804,0.60858,8.69028,0,0.0714,"negative"
1.5163894,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0,0.459,"negative"
1.52176548,13.7491,1.01025,1.35893,72.19,0.32913,11.14356,0,0,"negative"
1.51755118,12.7117,3.42138,1.19843,73.198,0.58995,8.63648,0,0,"negative"
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.07628,0,0,"negative"
1.51645774,14.93945,0,1.86932,73.1084,0,8.66876,1.3797,0,"negative"
1.51654886,12.7516,2.85115,1.43918,73.2708,0.57132,8.78712,0.11025,0.1122,"negative"
1.52320062,13.7225,3.72221,0.51149,71.7476,0.08694,10.568,0,0.0816,"negative"
1.51782454,12.69175,3.53812,1.33967,72.9516,0.57132,8.75484,0,0,"negative"
1.51215232,12.991,3.47077,1.12139,72.9796,0.621,8.34596,0,0.1581,"negative"
1.51595658,12.7915,3.60996,1.61894,72.9684,0.63963,8.0662,0,0.1326,"negative"
1.5163894,14.36755,0,2.73923,72.8508,0,9.45424,0.53865,0,"negative"
1.51625272,13.35675,3.57853,1.49054,72.722,0.44712,8.20608,0,0,"negative"
1.5176423,12.9777,3.53812,1.21127,73.002,0.65205,8.52888,0,0,"negative"
1.51568322,13.23705,3.48873,1.47128,73.2484,0.37881,8.03392,0,0,"negative"
1.51750562,12.81145,3.56955,1.3493,73.0188,0.621,8.59344,0,0,"negative"
1.5171867,14.75325,0,2.00093,73.0188,0,8.52888,1.59075,0.0408,"negative"
1.5266404,11.22875,0,0.7715,73.2092,0,14.6836,0,0,"negative"
1.51761952,12.61195,3.592,1.31078,73.2876,0.57753,8.4966,0,0,"negative"
1.5160477,12.8979,3.43934,1.44881,73.58,0.44091,8.27064,0,0,"negative"
1.51711836,12.89125,3.61894,1.57079,72.9572,0.60858,8.10924,0,0,"negative"
1.51976084,13.80895,3.57853,1.32041,71.7196,0.11799,8.66876,0.68985,0,"negative"
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0,0,"negative"
1.51618438,13.01095,3.5022,1.48091,72.89,0.60237,8.12,0,0,"negative"
1.51777898,13.21045,2.81074,1.29152,72.9796,0.50922,9.02384,0,0.459,"negative"
1.51837126,14.321,3.25974,2.21921,71.2492,1.45935,5.78508,1.62855,0,"negative"
1.52101374,13.6427,4.49,1.09892,71.7812,0.0621,8.75484,0,0,"negative"
1.52613924,13.70255,0,1.35893,71.238,0.19251,13.43544,0,0.051,"negative"
1.51768786,12.55875,3.52016,1.42955,73.1476,0.57132,8.53964,0,0,"negative"
1.51812068,12.95775,2.95891,1.42955,72.918,0.60237,8.78712,0.1386,0,"negative"
1.51711836,14.2279,0,2.08118,73.3604,0,8.61496,1.6695,0,"negative"
1.51652608,11.94695,0,1.1888,75.1804,2.70135,8.927,0,0,"negative"
1.52171992,13.4831,3.74017,0.8999,72.0108,0.18009,9.60488,0,0.0357,"negative"
1.51755118,13.39,3.65935,1.1888,72.7892,0.57132,8.27064,0,0.0561,"negative"
1.515706,12.71835,3.46179,1.56116,73.198,0.67068,8.08772,0,0.1224,"negative"
1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
1.51545542,14.14145,0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,"negative"
1.51588824,12.87795,3.43036,1.40066,73.282,0.68931,8.04468,0,0.1224,"negative"
1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0,0,"negative"
1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0,0,"negative"
1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0,0,"negative"
1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0,0.051,"negative"
1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0,0.0612,"negative"
1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0,0,"negative"
1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0,0,"negative"
1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0,0,"negative"
1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0,0.0714,"negative"
1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0,0.051,"negative"
1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
1.51602492,14.853,0,2.37971,73.282,0,8.75484,0.63945,0.459,"negative"
1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
1.51509094,15.15225,0,2.25131,73.5004,0,8.3352,0.63,0,"negative"
