"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
163,1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
39,1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
153,1.51545542,14.14145,0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,"negative"
1,1.51588824,12.87795,3.43036,1.40066,73.282,0.68931,8.04468,0,0.1224,"negative"
91,1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0,0,"negative"
98,1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
13,1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
135,1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
114,1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
41,1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
185,1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
92,1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
154,1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
24,1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
72,1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
36,1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
123,1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
73,1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0,0,"negative"
19,1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
55,1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
63,1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
87,1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
190,1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
95,1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
139,1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
86,1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
9,1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
103,1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
181,1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
166,1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
57,1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
168,1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
37,1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
7,1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
116,1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0,0,"negative"
108,1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
25,1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
49,1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
31,1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
10,1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
140,1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
106,1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0,0.051,"negative"
162,1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
120,1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
8,1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
111,1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
14,1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
46,1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
117,1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0,0.0612,"negative"
189,1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
81,1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0,0,"negative"
99,1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
164,1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
177,1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
145,1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
184,1.51796122,13.50305,3.35852,1.62857,71.938,0.57132,8.80864,0,0.459,"positive"
105,1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
69,1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0,0,"negative"
67,1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0,0,"negative"
4,1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
89,1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
23,1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
104,1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
74,1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0,0.0714,"negative"
88,1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0,0.051,"negative"
85,1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
138,1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
107,1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
167,1.51602492,14.853,0,2.37971,73.282,0,8.75484,0.63945,0.459,"negative"
30,1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
127,1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
17,1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
70,1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
174,1.51509094,15.15225,0,2.25131,73.5004,0,8.3352,0.63,0,"negative"
0,1.50846032872138,13.5186867730639,3.3757029873781,1.63091470086502,71.9220783645922,0.556443957039537,8.8066218585476,0.0168042233768617,0.4577687918689,"positive"
0,1.55642125207313,13.2665251268261,3.52342461443177,1.3561947275999,72.6114639823396,0.595369183331229,8.37283350682392,0,-0.0206008869298845,"positive"
0,1.57922293409755,13.2305512522943,3.52019310208329,1.36553790500357,72.577462727072,0.61598907237756,8.39411171116663,0,-0.0322487486023579,"positive"
0,1.39361832889906,14.3863389061897,3.92794846897737,1.10300540502221,71.1559087665947,0.371648947747157,8.89211196016136,0,0.295013299932552,"positive"
0,1.50265415773781,13.5545052689142,3.43522303768928,1.52315699471211,72.0134919311294,0.553883941657181,8.78391208438331,0.0267109773365877,-0.00195705399463592,"positive"
0,1.56817646367346,13.247979104355,3.52175863595681,1.36101152257502,72.5939349268112,0.605999590274689,8.38380330257213,0,-0.0266058421127813,"positive"
0,1.42470279119864,13.1138574551755,3.36360504284631,1.16362560733625,73.0189640105588,0.505251877190796,8.52794533513714,0,0.0843458877988175,"positive"
0,1.50305764322263,13.3507160986716,3.530987440752,1.33432854843574,72.6910383613079,0.547111704236911,8.32303534840873,0,0.00665902896442111,"positive"
0,1.49600847840262,13.7557904442479,3.66071532693097,0.6381196590134,72.6627663467026,0.0283150959683624,8.99555374621992,0.214016298416544,0.144674833666638,"positive"
0,1.51204896915619,13.45503547111,3.41300742097399,1.19478187657655,72.7207937177009,0.614724303889564,8.29410248217456,0,0.00377518490746708,"positive"
0,1.39945680777488,14.5090254086904,4.04151540192983,1.01269480650325,71.3065837807057,0.134501332326671,9.24943637983383,0,0.100785075672087,"positive"
0,1.4144417815939,13.3351650064526,3.49330810293302,1.34348583494697,72.7401735025577,0.469919780846383,8.56472684955471,0,0.0286883989781151,"positive"
0,1.50444413968298,13.3485286438317,3.53079094294855,1.33489667680384,72.6889708550587,0.548365532930113,8.32432920712372,0,0.00595076020765976,"positive"
0,1.47037542635779,13.4022783460381,3.53561924761877,1.320936740332,72.7397732045156,0.517556705407473,8.29253676992325,0,0.023354198241128,"positive"
0,1.4539749525226,13.608359987706,3.47424337733302,1.64436100868584,71.8307715314274,0.471133350562656,8.79504829212824,0.11317249089687,0.450708102904597,"positive"
0,1.48263253115636,12.791742255599,3.5164208520605,1.23451205780023,72.6819710613717,0.666097711682583,8.86593949182961,0,-0.0793679748852451,"positive"
0,1.53546215409705,14.0275772441527,3.74622675783427,0.580367362428251,71.7856334934984,0.10499067372692,9.65980154606734,0,0.00813298262887912,"positive"
0,1.6005347416966,12.9676278636786,3.43129900593747,1.34719842960767,72.9971869165912,0.536656783805489,8.63283453194248,0,-0.0772879222777979,"positive"
0,1.50883088951353,13.4803274645549,3.42420895508886,1.17399944412071,72.7465696985858,0.634437446709129,8.26996263855474,0,0.00677913446677279,"positive"
0,1.50689539194577,12.8386062276443,3.56035053000394,1.28845622302221,72.6310660714919,0.625415547555639,8.81019062058261,0,-0.0232311626538501,"positive"
0,1.50213753071488,13.5553555448809,3.43615739167292,1.52328449178497,72.0126261652912,0.553075031675753,8.78380234453051,0.0276247353874224,-0.0020240030179151,"positive"
0,1.39482530346233,13.3714452134112,3.51387469240731,1.50711535230788,72.6887653659783,0.464745764761344,8.34771545229069,0,0.0480964500372328,"positive"
0,1.59651041142004,13.9607953335042,3.83536070405552,0.293682692239993,73.1363635453613,-0.283166198360954,9.23459248784084,0.228336360510287,0.152426381284487,"positive"
0,1.49726401572961,13.571235499286,3.46447108209646,1.09930030679875,72.8392173489426,0.705293193054263,8.18319582252784,0,0.0175763518336809,"positive"
0,1.54411188550635,13.430137637496,3.36204926998302,1.26118616010675,72.6104190438015,0.535601477911016,8.66951379439149,0,-0.00774421406540685,"positive"
0,1.66237779855295,13.2653660607497,3.09733310987659,1.59292979880972,72.1800139377593,0.797440598979079,8.83931639393443,-0.255429556465592,0.477714756391349,"positive"
0,1.66845577305566,13.5212092553817,3.23618191064777,1.18226695510182,72.4859942662947,0.598585290736266,8.76999660185663,0,-0.0426803527953472,"positive"
0,1.5814500593428,12.9826093556788,3.6953371895062,1.4542152953361,72.4746457456992,0.5004078148814,8.63888606628236,0,0.149265452686202,"positive"
0,1.46255844074982,13.4146110879462,3.53672709069337,1.31773366596148,72.7514296833137,0.510487692878464,8.28524207048256,0,0.0273473758917867,"positive"
0,1.53584216332647,12.8945172225002,3.61276076947624,1.35281423222632,72.5703339460851,0.576879749799736,8.7436795094352,0,0.0437427809304248,"positive"
0,1.50749322066092,13.2472110977268,3.56534060721687,1.39090484729434,72.6987808355943,0.551781365627746,8.43561102833157,0,0.0507804739158667,"positive"
0,1.45344493594419,13.9620051476701,3.88426170303845,0.435880263588808,72.6875038935431,-0.214467900240053,9.17941898089968,0.328558640470182,0.185291865891509,"positive"
0,1.74680393322049,14.0153692912328,3.56960787335337,0.602139910747318,71.6852328788171,0.00425146200351169,9.83609850643376,0,0.128809206754694,"positive"
0,1.61847946007456,13.4846057377593,3.2867705376259,1.2139861732096,72.536003090579,0.573270827721355,8.72961053757896,0,-0.0286388149447143,"positive"
0,1.56527662334531,13.2525541393026,3.5221696087008,1.35982328906667,72.5982590907534,0.603377222953084,8.38109721295132,0,-0.025124506701721,"positive"
0,1.47139718450717,12.7700410648014,3.49607843802427,1.20953225837632,72.7055435169216,0.684936307030938,8.89175499228511,0,-0.105363118272257,"positive"
0,1.49914270248476,12.8236318260133,3.54631372065265,1.27121949381581,72.6473316958129,0.638414681821612,8.82800400583554,0,-0.0411685063306171,"positive"
0,1.50797709544485,13.4870377254516,3.4271808527575,1.16848562235928,72.7534083669962,0.639667573456596,8.26355805644668,0,0.00757611732648074,"positive"
0,1.35109952290189,14.0382267727559,3.90029909694633,0.561374221022063,71.8732173189637,0.192869872127182,9.50601003537,0,-0.0971381393177961,"positive"
0,1.35914996674088,13.7644250072889,3.64574060701738,1.66776262645708,71.6718634030328,0.322660905099724,8.77490594664538,0.280889413031272,0.438419856454642,"positive"
0,1.47681807625524,14.2579094997121,3.8325236964611,0.977725237291261,71.2888399789716,0.279778777638383,9.05405022603496,0,0.22617277704515,"positive"
0,1.45614697040651,12.7405851150887,3.46846681382937,1.17562611366171,72.73753941391,0.710506734129325,8.92679546957119,0,-0.140647432553563,"positive"
0,1.50041669865358,13.5464574811195,3.45349718174356,1.11966040573899,72.8139651787641,0.685980654010427,8.20684510446563,0,0.0146334475144251,"positive"
0,1.49907475854601,13.0520064527085,3.3922376844019,1.24127174562436,73.0097529125935,0.518535268990069,8.5723105139218,0,0.015979334329985,"positive"
0,1.5912697631213,13.93962175977,3.82304705497019,0.317368508030559,73.1274198227246,-0.260184033774091,9.21411802142971,0.213137468051876,0.142280331081224,"positive"
0,1.47882799768281,13.8390275888006,3.75094828177605,0.55648712015055,72.6727514870833,-0.0696825880714549,9.06976968166618,0.260250525776179,0.16106961893896,"positive"
0,1.50302753821462,13.3507635948949,3.53099170731028,1.33431621266023,72.6910832530865,0.547084479845117,8.32300725484477,0,0.00667440760923437,"positive"
0,1.50409729719789,13.5175303927335,3.44068570572824,1.14342979591513,72.7844845417824,0.663434237258117,8.23445445014784,0,0.0111977549266451,"positive"
0,1.53299984063069,12.8890272461733,3.60761453706281,1.34649483211739,72.576297315752,0.581645545532366,8.75021032554072,0,0.0371665186809288,"positive"
0,1.58040741333086,13.4002746997486,3.24558194815333,1.61315906230725,72.0426476055417,0.669095274704766,8.82190457146068,-0.110448562244657,0.467092320891854,"positive"
0,1.5097448750058,13.542835212545,3.42239900868563,1.52140709457913,72.0253745863256,0.564986248967703,8.78541826627994,0.014169627964283,-0.00103817717564457,"positive"
0,1.44837085111021,14.433520353043,3.98541413231728,0.939041222830513,71.3847354973808,0.0804898524277374,9.34464166117536,0,0.0603129777782582,"positive"
0,1.54710897945182,12.9162791969237,3.63316016129283,1.37786399844583,72.5466954656183,0.557988388769486,8.71779170143979,0,0.0698107350255292,"positive"
0,1.55439156212127,12.9303455823182,3.6463458080326,1.39405552862742,72.5314161545632,0.54577749467921,8.7010584824221,0,0.0866603958888084,"positive"
0,1.48943478477151,13.7876391157689,3.69524077533106,0.60688495088357,72.6665869181288,-0.00918133745171781,9.02395067120275,0.231706702479716,0.150947900019414,"positive"
0,1.56124002019931,13.8182938362518,3.75248789980754,0.453091975537134,73.076170878656,-0.128492598861464,9.09679609335102,0.126045412411693,0.0841418600545643,"positive"
0,1.42507995932477,13.338084692423,3.52769480712962,1.47590940722427,72.6914548147058,0.488117388356304,8.37131800456172,0,0.0488171895413767,"positive"
0,1.54308611013023,13.4293863418358,3.36308761324547,1.26183720439041,72.6114454864797,0.535081892706116,8.66868486108681,0,-0.00745600825527622,"positive"
0,1.42373006142952,14.3398576119576,3.89341224359091,1.05766388630419,71.2040193587447,0.338399207480518,8.95072081299305,0,0.270098471723182,"positive"
0,1.51279406994563,12.8499995865433,3.57103051646864,1.30157088676188,72.6186902784436,0.615525082098781,8.79663720480053,0,-0.0095834323979013,"positive"
0,1.49363766521881,14.231946321981,3.81323270698496,0.952398706941347,71.3157132378895,0.261206383510459,9.08678752579871,0,0.212256036480466,"positive"
0,1.33014200360746,14.4843226987087,4.0007517417468,1.1985865207368,71.0544903711503,0.441740275999077,8.76856295468489,0,0.347534414033264,"positive"
0,1.48132693588893,12.7892204845413,3.5140569766659,1.23160929841705,72.6847102813859,0.668286836922756,8.86893936324199,0,-0.0823887215735278,"positive"
0,1.49979103853361,13.7374644433905,3.64084908552218,0.6560923800292,72.6605679568832,0.0498908678355242,8.97921391015353,0.203837087022522,0.141065257069879,"positive"
0,1.43631631516659,14.0333043073907,3.82908319798278,0.570153302635147,71.8327339920984,0.15225001686738,9.5770961287622,0,-0.04847932341651,"positive"
0,1.4650624931787,13.4106604816795,3.53637221001674,1.31875972211146,72.7476957076471,0.512752143509536,8.28757881648268,0,0.026068222174926,"positive"
0,1.5731043557084,13.1748644923724,3.5953113137931,1.32323071850984,72.7046132530732,0.602465754798784,8.48679621621013,0,0.0523434907670725,"positive"
0,1.4608959827262,13.6232317796245,3.51074544638915,1.53346238882729,71.9435133977126,0.48850098050056,8.77504197930621,0.100568648172618,-0.00736844152728781,"positive"
0,1.5590692780089,13.4616560395967,3.33319257853294,1.50923445024539,72.1080326379009,0.642216049473312,8.79589555934605,-0.0730704279091689,0.00535370799156478,"positive"
0,1.51961865222899,13.6501327513251,3.65469257174464,0.641205353596194,73.005139595947,0.0540323626501421,8.93418733735078,0.00533540485320712,0.00356165988038253,"positive"
0,1.55197514400305,13.7808613416258,3.73071875450406,0.494965831288845,73.060359383925,-0.087862719220347,9.06059954176615,0.0991754816473587,0.0662047855447529,"positive"
0,1.49456817689758,13.3641098034032,3.53219058950358,1.33084991954106,72.7036976252733,0.539434557722123,8.31511309955746,0,0.0109957322533006,"positive"
0,1.59531008974201,13.9559457236647,3.83254037742984,0.29910770772178,73.134315068999,-0.277902347633112,9.22990300202182,0.224855195765025,0.150102522992318,"positive"
0,1.63081200087601,14.1518992024258,3.77616583809496,0.664325751089494,71.6762282482179,-0.120963877859094,9.69974133822822,0,-0.0906411362082869,"positive"
0,1.44644033254901,13.3145315182437,3.53745207588892,1.4538774053786,72.693353617615,0.504618207440641,8.38798186376558,0,0.049326045595664,"positive"
0,1.50272313457115,12.8305474684293,3.55279635391749,1.27917994916816,72.6398197267708,0.632411279046967,8.81977723286242,0,-0.0328844855184965,"positive"
0,1.48022256207276,13.3867426665067,3.53422368650946,1.32497168546475,72.7250894204535,0.526461611881012,8.30172597647868,0,0.0183239520270461,"positive"
0,1.48757894143302,13.7966304299674,3.704987780138,0.598066966921226,72.6676655175325,-0.0197670918365203,9.03196751029206,0.236700944739577,0.152718872178448,"positive"
0,1.47740875711064,13.5960546971664,3.48088100677981,1.52938724311224,71.9711855776808,0.514355895995929,8.77854955701677,0.0713625093809516,-0.00522857259363301,"positive"
0,1.55220555613503,13.4729525020198,3.34560607142186,1.5109283307607,72.0965303825852,0.631469160737287,8.79443759490617,-0.0609305652181044,0.00446424721016027,"positive"
0,1.51438185131443,13.5352035763001,3.41401273175149,1.52026274695499,72.0331452516259,0.5722466055754,8.78640323430324,0.0059682094448773,-0.000437277452926516,"positive"
0,1.53838463097469,13.4259428970345,3.36784669531971,1.2648211628673,72.6161500241084,0.532700456119482,8.66488557642476,0,-0.00613506251961528,"positive"
0,1.46271105035643,13.6202445019263,3.50746277708308,1.53301445288971,71.9465550960334,0.491342926929757,8.7754275287369,0.0973583386334324,-0.00713322927621549,"positive"
0,1.42992028990857,13.1095183535342,3.36561374015131,1.1690728025739,73.018317814237,0.506183761636617,8.53105773449043,0,0.0795496935169056,"positive"
0,1.4749371208391,13.0720803749484,3.38294487754052,1.21607146624242,73.0127424011535,0.514224105655205,8.55791166647294,0,0.0381678975448402,"positive"
0,1.64386024182195,13.0968449890448,3.62763210659322,1.25025007359881,72.7109030065823,0.657124447493631,8.5419949766281,0,0.0540290681044778,"positive"
0,1.53841814350474,13.2949283633999,3.52597606074996,1.34881780527496,72.6383097338674,0.579088713286453,8.35603326276685,0,-0.0114042970443469,"positive"
