"idx","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
309,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,"negative"
175,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,"positive"
1,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,"positive"
224,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,"negative"
238,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,"negative"
174,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,"positive"
126,0.54,0.455,0.14,0.972,0.419,0.255,0.269,"negative"
142,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,"negative"
251,0.6,0.445,0.175,1.057,0.383,0.216,0.355,"negative"
247,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,"positive"
228,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,"negative"
171,0.415,0.325,0.1,0.385,0.167,0.08,0.125,"negative"
266,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,"negative"
154,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,"negative"
4,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,"negative"
255,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,"negative"
107,0.585,0.47,0.165,1.409,0.8,0.229,0.295,"negative"
216,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,"negative"
22,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,"positive"
129,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,"negative"
38,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,"negative"
212,0.655,0.515,0.155,1.309,0.524,0.346,0.385,"negative"
211,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,"negative"
105,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,"negative"
139,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,"negative"
113,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,"negative"
210,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,"negative"
229,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,"negative"
127,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,"negative"
37,0.475,0.375,0.125,0.593,0.277,0.115,0.18,"negative"
204,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,"negative"
50,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,"negative"
314,0.69,0.535,0.185,1.826,0.797,0.409,0.499,"negative"
112,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,"negative"
24,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,"negative"
75,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,"negative"
300,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,"negative"
282,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,"negative"
56,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,"positive"
278,0.625,0.5,0.175,1.273,0.564,0.302,0.374,"negative"
102,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,"negative"
73,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,"negative"
203,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,"negative"
201,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,"negative"
134,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,"negative"
246,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,"negative"
221,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,"negative"
307,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,"negative"
182,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,"negative"
285,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,"negative"
194,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,"negative"
164,0.555,0.455,0.18,0.958,0.296,0.195,0.39,"negative"
298,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,"negative"
124,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,"negative"
10,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,"negative"
98,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,"negative"
54,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,"negative"
29,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,"negative"
152,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,"negative"
222,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,"negative"
12,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,"negative"
9,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,"negative"
121,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,"negative"
27,0.295,0.215,0.085,0.128,0.049,0.034,0.04,"negative"
296,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,"negative"
321,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,"negative"
3,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,"positive"
227,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,"negative"
20,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,"negative"
34,0.58,0.455,0.17,0.93,0.408,0.259,0.22,"negative"
136,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,"negative"
243,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,"negative"
169,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,"positive"
158,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,"negative"
16,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,"negative"
252,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,"negative"
97,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,"negative"
125,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,"negative"
88,0.57,0.455,0.15,1.107,0.54,0.255,0.27,"negative"
96,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,"negative"
85,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,"negative"
128,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,"negative"
62,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,"positive"
189,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,"negative"
272,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,"negative"
207,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,"negative"
30,0.355,0.275,0.09,0.251,0.097,0.053,0.08,"negative"
84,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,"negative"
19,0.445,0.355,0.15,0.485,0.181,0.125,0.155,"negative"
303,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,"negative"
17,0.4,0.3,0.11,0.315,0.109,0.067,0.12,"negative"
42,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,"negative"
187,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,"positive"
147,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,"negative"
277,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,"negative"
167,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,"negative"
39,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,"negative"
61,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,"positive"
90,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,"negative"
5,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,"negative"
177,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,"negative"
33,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,"negative"
161,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,"negative"
233,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,"negative"
59,0.355,0.265,0.09,0.168,0.05,0.041,0.063,"negative"
52,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,"negative"
21,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,"negative"
206,0.56,0.435,0.135,0.72,0.329,0.103,0.251,"negative"
91,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,"negative"
2,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,"negative"
223,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,"negative"
99,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,"negative"
36,0.68,0.58,0.2,1.787,0.585,0.453,0.6,"positive"
65,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,"negative"
270,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,"negative"
83,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,"negative"
190,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,"negative"
148,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,"negative"
313,0.575,0.45,0.15,0.858,0.449,0.166,0.215,"negative"
295,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,"negative"
322,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,"negative"
7,0.505,0.405,0.11,0.625,0.305,0.16,0.175,"negative"
40,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,"negative"
217,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,"negative"
72,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,"negative"
15,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,"negative"
280,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,"negative"
286,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,"negative"
53,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,"negative"
244,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,"negative"
310,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,"negative"
116,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,"negative"
199,0.59,0.47,0.15,0.861,0.413,0.164,0.249,"negative"
215,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,"negative"
305,0.65,0.515,0.215,1.498,0.564,0.323,0.425,"negative"
120,0.75,0.55,0.18,1.893,0.942,0.397,0.445,"negative"
250,0.535,0.42,0.16,0.72,0.275,0.164,0.225,"negative"
315,0.64,0.49,0.18,1.36,0.653,0.347,0.305,"negative"
155,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,"negative"
202,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,"negative"
241,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,"negative"
160,0.57,0.45,0.17,1.098,0.414,0.187,0.405,"negative"
242,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,"negative"
55,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,"positive"
265,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,"positive"
234,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,"negative"
249,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,"negative"
218,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,"negative"
323,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,"negative"
294,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,"negative"
82,0.425,0.34,0.1,0.382,0.164,0.096,0.1,"negative"
299,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,"negative"
138,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,"negative"
151,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,"negative"
48,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,"positive"
256,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,"negative"
58,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,"negative"
159,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,"negative"
44,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,"negative"
101,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,"negative"
132,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,"negative"
198,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,"negative"
115,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,"negative"
157,0.71,0.565,0.195,1.817,0.785,0.492,0.49,"negative"
320,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,"negative"
268,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,"negative"
316,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,"negative"
45,0.64,0.54,0.175,1.221,0.51,0.259,0.39,"negative"
267,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,"negative"
23,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,"negative"
205,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,"negative"
180,0.34,0.255,0.095,0.213,0.081,0.034,0.07,"negative"
318,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,"negative"
66,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,"negative"
104,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,"negative"
31,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,"negative"
57,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,"negative"
200,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,"negative"
6,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,"negative"
109,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,"negative"
43,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,"positive"
108,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,"negative"
253,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,"positive"
80,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,"negative"
71,0.53,0.41,0.165,0.732,0.189,0.17,0.31,"negative"
106,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,"negative"
74,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,"negative"
306,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,"negative"
179,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,"negative"
324,0.565,0.45,0.165,0.887,0.37,0.239,0.249,"negative"
235,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,"negative"
297,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,"positive"
188,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,"negative"
312,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,"negative"
197,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,"negative"
276,0.335,0.26,0.085,0.192,0.097,0.03,0.054,"negative"
230,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,"negative"
49,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,"positive"
70,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,"negative"
0,0.602464499694761,0.492606500915717,0.162464499694761,1.01278195027472,0.416997947832802,0.190997947832802,0.315213001831435,"positive"
0,0.604981715717586,0.485054852847243,0.164981715717586,1.01051645585417,0.434870181594859,0.208870181594859,0.300109705694485,"positive"
0,0.604639259384712,0.486082221845863,0.164639259384712,1.01082466655376,0.432438741631457,0.206438741631457,0.302164443691727,"positive"
0,0.600701808828162,0.497894573515514,0.160701808828162,1.01436837205465,0.40448284267995,0.17848284267995,0.325789147031028,"positive"
0,0.600939958906965,0.497180123279104,0.160939958906965,1.01415403698373,0.406173708239454,0.180173708239454,0.324360246558208,"positive"
0,0.602690556598827,0.491928330203518,0.162690556598827,1.01257849906106,0.418602951851673,0.192602951851673,0.313856660407037,"positive"
0,0.601909449293744,0.494271652118769,0.161909449293744,1.01328149563563,0.413057089985581,0.187057089985581,0.318543304237537,"positive"
0,0.604893459825544,0.485319620523369,0.164893459825544,1.01059588615701,0.43424356476136,0.20824356476136,0.300639241046738,"positive"
0,0.683663588704076,0.569009233887773,0.2,1.80879835278925,0.638854753949912,0.459960818537744,0.589009233887773,"positive"
0,0.684378939145245,0.566863182564266,0.2,1.81305468791421,0.649370405435096,0.461319984375965,0.586863182564266,"positive"
0,0.692507317409618,0.560029269638471,0.215043904457707,1.86580634405406,0.79944683831872,0.453445851168828,0.53489755626535,"positive"
0,0.680158534364309,0.579524396907072,0.2,1.78794327946764,0.587330455155345,0.453301215292187,0.599524396907072,"positive"
0,0.541625080336817,0.418125401684083,0.151500321347266,0.991112604437862,0.295475690896623,0.230388359603938,0.3452495179791,"positive"
0,0.540798056266503,0.413990281332517,0.148192225066014,0.990037473146454,0.288363283891929,0.221539202051586,0.35021166240098,"positive"
0,0.544157138540177,0.430785692700883,0.161628554160707,0.99440428010223,0.317251391445519,0.25748138237989,0.33005716875894,"positive"
0,0.54410728527233,0.43053642636165,0.16142914108932,0.994339470854029,0.316822653342038,0.256947952413931,0.33035628836602,"positive"
0,0.544801541946363,0.434007709731814,0.164206167785451,0.995242004530272,0.322793260738719,0.264376498826081,0.326190748321824,"positive"
0,0.541676576776663,0.418382883883314,0.151706307106651,0.991179549809662,0.2959185602793,0.230939371510292,0.344940539340023,"positive"
0,0.540654142728308,0.413270713641541,0.147616570913233,0.989850385546801,0.287125627463451,0.219999327192898,0.351075143630151,"positive"
0,0.540767734778346,0.413838673891732,0.148070939113386,0.98999805521185,0.28810251909378,0.221214762128307,0.350393591329921,"positive"
0,0.581814761655405,0.447953690413851,0.157953690413851,0.898874529727618,0.349098553300253,0.154976845206926,0.316023154793074,"positive"
0,0.580720066726208,0.447680016681552,0.157680016681552,0.898724009174854,0.347908072564751,0.154840008340776,0.316159991659224,"positive"
0,0.56998276475817,0.444995691189542,0.154995691189542,0.897247630154248,0.336231256674509,0.153497845594771,0.317502154405229,"positive"
0,0.563653901563957,0.443413475390989,0.153413475390989,0.896377411465044,0.329348617950804,0.152706737695495,0.318293262304505,"positive"
0,0.566769104609266,0.444192276152316,0.154192276152316,0.896805751883774,0.332736401262577,0.153096138076158,0.317903861923842,"positive"
0,0.589807273810729,0.449951818452682,0.159951818452682,0.899973500148975,0.357790410269168,0.155975909226341,0.315024090773659,"positive"
0,0.587526245601475,0.449381561400369,0.159381561400369,0.899659858770203,0.355309792091604,0.155690780700184,0.315309219299816,"positive"
0,0.588522912170738,0.449630728042685,0.159630728042684,0.899796900423476,0.356393666985678,0.155815364021342,0.315184635978658,"positive"
0,0.692950028053019,0.563850084159058,0.219750140265096,1.85691538432636,0.830420493733138,0.436844974752283,0.506149915840942,"positive"
0,0.691877276216401,0.560631828649202,0.214386381082004,1.84221868416469,0.811540061408654,0.437810451405239,0.509368171350798,"positive"
0,0.690859008171828,0.557577024515485,0.209295040859142,1.82826841195405,0.793618543824181,0.438726892645354,0.512422975484515,"positive"
0,0.692725672730012,0.563177018190036,0.218628363650059,1.85384171640116,0.826471840048209,0.437046894542989,0.506822981809964,"positive"
0,0.690755778730381,0.557267336191144,0.208778893651906,1.82685416860622,0.791801705654711,0.438819799142657,0.512732663808856,"positive"
0,0.693498327289708,0.565494981869124,0.22249163644854,1.864427083869,0.84007056029886,0.436351505439263,0.504505018130876,"positive"
0,0.690029161246493,0.55508748373948,0.205145806232467,1.81689950907696,0.779013237938285,0.439473754878156,0.51491251626052,"positive"
0,0.691222392210038,0.558667176630115,0.211111961050192,1.83324677327753,0.800014102896675,0.438399847010965,0.511332823369885,"positive"
0,0.583149412320927,0.448287353080232,0.158287353080232,0.899058044194127,0.350549985899008,0.155143676540116,0.315856323459884,"positive"
0,0.566181705016643,0.444045426254161,0.154045426254161,0.896724984439788,0.332097604205599,0.15302271312708,0.31797728687292,"positive"
0,0.555705081522465,0.441426270380616,0.151426270380616,0.895284448709339,0.32070427615568,0.151713135190308,0.319286864809692,"positive"
0,0.581903719548136,0.447975929887034,0.157975929887034,0.898886761437869,0.349195295008598,0.154987964943517,0.316012035056483,"positive"
0,0.586631045825779,0.449157761456445,0.159157761456445,0.899536768801045,0.354336262335535,0.155578880728222,0.315421119271778,"positive"
0,0.559515767423436,0.442378941855859,0.152378941855859,0.895808418020722,0.324848397072987,0.15218947092793,0.318810529072071,"positive"
0,0.589480158602819,0.449870039650705,0.159870039650705,0.899928521807888,0.357434672480565,0.155935019825352,0.315064980174648,"positive"
0,0.560430523557588,0.442607630889397,0.152607630889397,0.895934196989168,0.325843194368877,0.152303815444699,0.318696184555301,"positive"
0,0.684224282435607,0.552112141217804,0.187672847306821,1.80581492250587,0.799581369110034,0.412354127447354,0.480345694613643,"positive"
0,0.682501696415711,0.551250848207856,0.182505089247134,1.80262813836907,0.805868808082654,0.404257973153843,0.470010178494267,"positive"
0,0.688119983780198,0.554059991890099,0.199359951340593,1.81302196999337,0.785362059202278,0.43066392376693,0.503719902681187,"positive"
0,0.69,0.552671436344972,0.202671436344972,1.83047138193017,0.756844358008238,0.454635663757683,0.540614200205309,"positive"
0,0.687424947381951,0.553712473690976,0.197274842145853,1.81173615265661,0.787898942055879,0.427397252695169,0.499549684291705,"positive"
0,0.684841281361878,0.552420640680939,0.189523844085634,1.80695637051947,0.797329323029146,0.415254022400826,0.484047688171268,"positive"
0,0.562026387802325,0.448986806098837,0.183986806098837,1.07030395817035,0.382526387802325,0.181028503711917,0.40240104574128,"positive"
0,0.570728039219976,0.444635980390012,0.179635980390012,1.071609205883,0.391228039219976,0.206915916679427,0.369769852925092,"positive"
0,0.569714696537703,0.445142651731148,0.180142651731148,1.07145720448066,0.390214696537703,0.203901222199667,0.373569887983613,"positive"
0,0.574814301813021,0.442592849093489,0.177592849093489,1.07222214527195,0.395314301813021,0.219072547893738,0.35444636820117,"positive"
0,0.577787156668492,0.441106421665754,0.176106421665754,1.07266807350027,0.398287156668492,0.227916791088763,0.343298162493156,"positive"
0,0.579701198022813,0.440149400988594,0.175149400988594,1.07295517970342,0.400201198022813,0.233611064117867,0.336120507414453,"positive"
0,0.569086925964802,0.445456537017599,0.180456537017599,1.07136303889472,0.389586925964802,0.202033604745287,0.375924027631991,"positive"
0,0.574822104778141,0.44258894761093,0.17758894761093,1.07222331571672,0.395322104778141,0.219095761714969,0.354417107081972,"positive"
0,0.651156347467331,0.517052115822444,0.182947884177556,1.48245763930015,0.559900668041897,0.308112383039203,0.414104231644887,"positive"
0,0.64573753802455,0.515245846008183,0.184754153991817,1.46313055228756,0.580672770905891,0.31461495437054,0.410491692016367,"positive"
0,0.700725741003407,0.551675576335983,0.198100329334848,1.47282175076322,0.47667660256254,0.321030428135302,0.510501646674238,"positive"
0,0.66609221912222,0.524738392650615,0.182707652943209,1.5078400895542,0.518621645729756,0.301019948826171,0.433538264716044,"positive"
0,0.650101195281604,0.516700398427202,0.183299601572799,1.47869426317106,0.563945418087184,0.309378565662075,0.413400796854403,"positive"
0,0.656326666935347,0.518775555645116,0.181224444354884,1.50089844540274,0.54008111008117,0.301907999677584,0.417551111290231,"positive"
0,0.68248047482688,0.55124023741344,0.182441424480639,1.80258887842973,0.805946266881889,0.404158231686335,0.469882848961279,"positive"
0,0.682622942929156,0.551311471464578,0.182868828787468,1.80285244441894,0.80542625830858,0.404827831767034,0.470737657574937,"positive"
0,0.68537214681739,0.552686073408695,0.19111644045217,1.80793847161217,0.795391664116527,0.417749090041732,0.487232880904339,"positive"
0,0.686082906546071,0.553041453273036,0.193248719638213,1.80925337711023,0.79279739110684,0.421089660766535,0.491497439276427,"positive"
0,0.682055875125807,0.551027937562903,0.18116762537742,1.80180336898274,0.807496055790805,0.402162613091292,0.467335250754841,"positive"
0,0.688964412608184,0.554482206304092,0.201893237824552,1.81458416332514,0.782279893980129,0.434632739258464,0.508786475649104,"positive"
