"idx","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
309,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,"negative"
175,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,"positive"
1,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,"positive"
224,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,"negative"
238,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,"negative"
174,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,"positive"
126,0.54,0.455,0.14,0.972,0.419,0.255,0.269,"negative"
142,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,"negative"
251,0.6,0.445,0.175,1.057,0.383,0.216,0.355,"negative"
247,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,"positive"
228,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,"negative"
171,0.415,0.325,0.1,0.385,0.167,0.08,0.125,"negative"
266,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,"negative"
154,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,"negative"
4,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,"negative"
255,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,"negative"
107,0.585,0.47,0.165,1.409,0.8,0.229,0.295,"negative"
216,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,"negative"
22,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,"positive"
129,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,"negative"
38,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,"negative"
212,0.655,0.515,0.155,1.309,0.524,0.346,0.385,"negative"
211,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,"negative"
105,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,"negative"
139,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,"negative"
113,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,"negative"
210,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,"negative"
229,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,"negative"
127,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,"negative"
37,0.475,0.375,0.125,0.593,0.277,0.115,0.18,"negative"
204,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,"negative"
50,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,"negative"
314,0.69,0.535,0.185,1.826,0.797,0.409,0.499,"negative"
112,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,"negative"
24,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,"negative"
75,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,"negative"
300,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,"negative"
282,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,"negative"
56,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,"positive"
278,0.625,0.5,0.175,1.273,0.564,0.302,0.374,"negative"
102,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,"negative"
73,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,"negative"
203,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,"negative"
201,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,"negative"
134,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,"negative"
246,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,"negative"
221,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,"negative"
307,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,"negative"
182,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,"negative"
285,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,"negative"
194,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,"negative"
164,0.555,0.455,0.18,0.958,0.296,0.195,0.39,"negative"
298,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,"negative"
124,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,"negative"
10,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,"negative"
98,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,"negative"
54,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,"negative"
29,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,"negative"
152,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,"negative"
222,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,"negative"
12,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,"negative"
9,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,"negative"
121,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,"negative"
27,0.295,0.215,0.085,0.128,0.049,0.034,0.04,"negative"
296,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,"negative"
321,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,"negative"
3,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,"positive"
227,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,"negative"
20,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,"negative"
34,0.58,0.455,0.17,0.93,0.408,0.259,0.22,"negative"
136,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,"negative"
243,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,"negative"
169,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,"positive"
158,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,"negative"
16,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,"negative"
252,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,"negative"
97,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,"negative"
125,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,"negative"
88,0.57,0.455,0.15,1.107,0.54,0.255,0.27,"negative"
96,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,"negative"
85,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,"negative"
128,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,"negative"
62,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,"positive"
189,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,"negative"
272,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,"negative"
207,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,"negative"
30,0.355,0.275,0.09,0.251,0.097,0.053,0.08,"negative"
84,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,"negative"
19,0.445,0.355,0.15,0.485,0.181,0.125,0.155,"negative"
303,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,"negative"
17,0.4,0.3,0.11,0.315,0.109,0.067,0.12,"negative"
42,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,"negative"
187,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,"positive"
147,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,"negative"
277,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,"negative"
167,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,"negative"
39,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,"negative"
61,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,"positive"
90,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,"negative"
5,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,"negative"
177,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,"negative"
33,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,"negative"
161,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,"negative"
233,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,"negative"
59,0.355,0.265,0.09,0.168,0.05,0.041,0.063,"negative"
52,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,"negative"
21,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,"negative"
206,0.56,0.435,0.135,0.72,0.329,0.103,0.251,"negative"
91,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,"negative"
2,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,"negative"
223,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,"negative"
99,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,"negative"
36,0.68,0.58,0.2,1.787,0.585,0.453,0.6,"positive"
65,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,"negative"
270,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,"negative"
83,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,"negative"
190,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,"negative"
148,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,"negative"
313,0.575,0.45,0.15,0.858,0.449,0.166,0.215,"negative"
295,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,"negative"
322,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,"negative"
7,0.505,0.405,0.11,0.625,0.305,0.16,0.175,"negative"
40,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,"negative"
217,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,"negative"
72,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,"negative"
15,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,"negative"
280,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,"negative"
286,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,"negative"
53,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,"negative"
244,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,"negative"
310,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,"negative"
116,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,"negative"
199,0.59,0.47,0.15,0.861,0.413,0.164,0.249,"negative"
215,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,"negative"
305,0.65,0.515,0.215,1.498,0.564,0.323,0.425,"negative"
120,0.75,0.55,0.18,1.893,0.942,0.397,0.445,"negative"
250,0.535,0.42,0.16,0.72,0.275,0.164,0.225,"negative"
315,0.64,0.49,0.18,1.36,0.653,0.347,0.305,"negative"
155,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,"negative"
202,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,"negative"
241,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,"negative"
160,0.57,0.45,0.17,1.098,0.414,0.187,0.405,"negative"
242,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,"negative"
55,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,"positive"
265,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,"positive"
234,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,"negative"
249,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,"negative"
218,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,"negative"
323,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,"negative"
294,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,"negative"
82,0.425,0.34,0.1,0.382,0.164,0.096,0.1,"negative"
299,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,"negative"
138,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,"negative"
151,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,"negative"
48,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,"positive"
256,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,"negative"
58,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,"negative"
159,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,"negative"
44,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,"negative"
101,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,"negative"
132,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,"negative"
198,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,"negative"
115,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,"negative"
157,0.71,0.565,0.195,1.817,0.785,0.492,0.49,"negative"
320,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,"negative"
268,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,"negative"
316,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,"negative"
45,0.64,0.54,0.175,1.221,0.51,0.259,0.39,"negative"
267,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,"negative"
23,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,"negative"
205,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,"negative"
180,0.34,0.255,0.095,0.213,0.081,0.034,0.07,"negative"
318,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,"negative"
66,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,"negative"
104,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,"negative"
31,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,"negative"
57,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,"negative"
200,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,"negative"
6,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,"negative"
109,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,"negative"
43,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,"positive"
108,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,"negative"
253,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,"positive"
80,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,"negative"
71,0.53,0.41,0.165,0.732,0.189,0.17,0.31,"negative"
106,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,"negative"
74,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,"negative"
306,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,"negative"
179,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,"negative"
324,0.565,0.45,0.165,0.887,0.37,0.239,0.249,"negative"
235,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,"negative"
297,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,"positive"
188,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,"negative"
312,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,"negative"
197,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,"negative"
276,0.335,0.26,0.085,0.192,0.097,0.03,0.054,"negative"
230,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,"negative"
49,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,"positive"
70,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,"negative"
0,0.496930728375446,0.378465364187723,0.152851509862812,0.644776412742212,0.256230799693847,0.132203019725624,0.211623801212991,"positive"
0,0.512669920735061,0.397526017641649,0.137905691638589,0.630449437990785,0.22350089784991,0.106563985041343,0.229384555099532,"positive"
0,0.454379268549383,0.358722378266975,0.121313780564815,0.433129970750771,0.123258537098765,0.0702004819242284,0.167006829679012,"positive"
0,0.532925859354436,0.426079308018088,0.143693102672696,0.728006756897084,0.272651460340247,0.136098489101045,0.225156032349914,"positive"
0,0.497830948140472,0.387883776846575,0.146904908329016,0.650855797276483,0.189534799895366,0.12778340230498,0.207830948140472,"positive"
0,0.480142610385083,0.393363322308287,0.130960949230939,0.652044788157567,0.202461617578287,0.119112556308508,0.22850593269337,"positive"
0,0.460299571906216,0.360493105016649,0.12617974314373,0.462811221404001,0.137914360133465,0.0766622442808002,0.177165953177027,"positive"
0,0.564786177728092,0.458383664587745,0.163201256570173,1.00251509937632,0.351481151447399,0.233043372205226,0.326798743429827,"positive"
0,0.597965635582805,0.493896906748414,0.161525773312896,1.02089965680987,0.39960171822086,0.179704811472446,0.330508591104299,"positive"
0,0.595844971945044,0.479224859725218,0.16,0.967217177368002,0.382256633571931,0.166228700903826,0.323767457917566,"positive"
0,0.599469786742702,0.498674466856755,0.16,1.01131501786178,0.398545616136864,0.174056723920163,0.326818720456213,"positive"
0,0.580035466551781,0.475044333189726,0.172477833405137,1.0424512334913,0.390016846612096,0.174248670004308,0.369929066896439,"positive"
0,0.583956691138446,0.467913382276893,0.151978345569223,0.999357773859985,0.423163880570792,0.204383369558491,0.273848418984562,"positive"
0,0.603844908408355,0.488465274774935,0.163844908408355,1.01153958243248,0.42679884969932,0.20079884969932,0.30693054954987,"positive"
0,0.690548203549115,0.55219281419646,0.20328922129469,1.85072116732819,0.746746675471193,0.467943293736549,0.56232515031239,"positive"
0,0.694995157533558,0.569985472600674,0.22997578766779,1.88493365820975,0.866414772590622,0.435004358219798,0.500014527399326,"positive"
0,0.683083105731057,0.552975865330081,0.212975865330081,1.7586809207492,0.750565642897855,0.388183629657724,0.47276138452813,"positive"
0,0.690840397448046,0.564453863264061,0.214748123976169,1.86087430519867,0.852218697904958,0.423214459436131,0.487521192344138,"positive"
0,0.688317840379896,0.57445477308007,0.216635680759791,1.84134322381532,0.741098137796042,0.443018591544125,0.544547730800696,"positive"
0,0.689465691107325,0.565019121996593,0.22557255288586,1.83834577603475,0.843809333540034,0.424872214726405,0.492805398439523,"positive"
0,0.657905342900194,0.529195877190214,0.196614808610175,1.57006636122265,0.656544240815099,0.346343769531464,0.43322961722035,"positive"
0,0.594586905674078,0.489173811348155,0.157293452837039,1.00972223303223,0.407484314130736,0.183920206577401,0.311054169859272,"positive"
0,0.559440155867487,0.445314397048205,0.158811361771077,0.9955,0.367614179661497,0.244014614434913,0.298182567674667,"positive"
0,0.58,0.446579268053174,0.166775914933532,1.04750533629395,0.409875456975773,0.227098323440179,0.310327744800597,"positive"
0,0.58457283686148,0.45542716313852,0.15457283686148,0.951829407972866,0.396532858283492,0.186392113575712,0.28515060273814,"positive"
0,0.562272188458592,0.448181458972394,0.15,0.935816367810592,0.361338852616958,0.175953449865803,0.295455623082817,"positive"
0,0.585673365548719,0.468510048323078,0.155673365548719,0.967133172256406,0.402051513643586,0.196114576463588,0.265673365548719,"positive"
0,0.596658909321995,0.476658909321995,0.159995345593197,1.0054953455932,0.432998138237279,0.210000930881361,0.286654254915193,"positive"
0,0.549120822534896,0.439120822534896,0.152637532395311,0.912259384795092,0.316258354930207,0.171308999443892,0.320879177465104,"positive"
0,0.564310724148527,0.443577681037132,0.153577681037132,0.896467724570422,0.330062912511523,0.152788840518566,0.318211159481434,"positive"
0,0.567244048714638,0.455088542625308,0.154311012178659,0.916486162111163,0.343383781597018,0.165226340189576,0.298444939106703,"positive"
0,0.548037620293908,0.437056430440862,0.151471784779569,0.886356124219717,0.307190135594807,0.152766141735483,0.312150481175631,"positive"
0,0.542470128491987,0.41741038547596,0.146235064245993,0.965657285750727,0.289651424023556,0.197685203349683,0.346354550278047,"positive"
0,0.54275152230286,0.43758384076762,0.148389227178413,0.88733206094394,0.308137447354733,0.152852388744825,0.314362295124447,"positive"
0,0.542463862808654,0.426434953055577,0.154521682314808,0.860587382638943,0.305607358114212,0.147834822379635,0.309449407932116,"positive"
0,0.526731416871771,0.430432854217943,0.153582135544857,0.929048028871068,0.301892628378817,0.219001683866605,0.306731416871771,"positive"
0,0.578112229038961,0.446503596776165,0.157202877420932,0.89300719355233,0.346391941296868,0.156909064838197,0.310804316131398,"positive"
0,0.544188919392182,0.438062973130727,0.148708648753818,0.888753486954491,0.309399162577582,0.152485053933109,0.315480270638363,"positive"
0,0.531283338202629,0.440460787178017,0.146184314871207,0.879530103510013,0.307931476689177,0.169148138486547,0.280361763846595,"positive"
0,0.519351722801803,0.416388966318918,0.154351722801803,0.827898346885224,0.254907588077476,0.166231447928469,0.259166898956755,"positive"
0,0.529226260966389,0.414617316728691,0.14346089442377,0.9462128649808,0.279499162750901,0.197455033680075,0.333452521932777,"positive"
0,0.510458373418078,0.416812439872883,0.146822966772597,0.831441530378535,0.277729186709039,0.156495789240114,0.285,"positive"
0,0.521397616219474,0.392838569731684,0.16355904648779,0.764420367151033,0.28219014065119,0.139923618595116,0.274913325414527,"positive"
0,0.560983936602715,0.425447946356144,0.162232004876714,0.847324684909545,0.325412728799973,0.149080784882186,0.301607970739715,"positive"
0,0.547060944646364,0.434709700363455,0.151763433212182,0.881274250908638,0.31103191468271,0.149765596751473,0.31588532250491,"positive"
0,0.530016439288156,0.401174079123884,0.164614120054757,0.794618274209439,0.292447482943186,0.143857155523612,0.283842360164272,"positive"
0,0.525583542546956,0.396750627640868,0.165,0.78544290102704,0.279748117077397,0.143826192517648,0.279748117077397,"positive"
0,0.537744909696048,0.407744909696048,0.148006787071936,0.957879753805464,0.282026187737589,0.202100396864233,0.344476245248225,"positive"
0,0.523841973408125,0.396737039887812,0.163552466760157,0.785937290412374,0.284420986704063,0.141773829251062,0.285,"positive"
0,0.663399149965262,0.537266099976841,0.196133049988421,1.6078311097275,0.709337789909681,0.382751519925892,0.467709599938244,"positive"
0,0.650373585778289,0.523208804740571,0.186417609481141,1.48159107212024,0.61295860846946,0.327021003613248,0.429626414221711,"positive"
0,0.662279928306816,0.53734280593344,0.182594316439936,1.62864674338943,0.737284828431322,0.367691899629543,0.444874244746752,"positive"
0,0.610632237622049,0.486813597357832,0.182362719471566,1.24736496104533,0.488133732004557,0.270182106927037,0.427362719471566,"positive"
0,0.674535874981666,0.571413517828332,0.198438821423333,1.73649587304483,0.596943016111501,0.435905094585498,0.574240553484997,"positive"
0,0.645,0.515115033369511,0.185057516684756,1.46053451001085,0.584397260282189,0.315822093434632,0.410287583423778,"positive"
0,0.679365678657778,0.542182839328889,0.19572761310963,1.46636380655481,0.552675350917038,0.332044773780741,0.483684711431852,"positive"
0,0.694049899392994,0.566199597571976,0.224299396357965,1.87768422532605,0.840942293671542,0.442030744491843,0.513301408498082,"positive"
0,0.69,0.550239852051018,0.200239852051018,1.84506088769389,0.734230624074466,0.470440961668384,0.567361627438804,"positive"
0,0.672863711798564,0.532863711798564,0.188575807865709,1.65657280576741,0.614330821016803,0.372323923628312,0.484318558992818,"positive"
0,0.689846336611081,0.55,0.199615841527702,1.84575473256374,0.733275406128028,0.470778376058093,0.56823287102743,"positive"
0,0.681416062398348,0.575751812804956,0.2,1.79542557127017,0.605816117255716,0.455690518556861,0.595751812804956,"positive"
0,0.674272548488807,0.541262526938226,0.19650501077529,1.71264191269362,0.707360325965797,0.427089388462482,0.522817645466421,"positive"
0,0.65277226857841,0.521045097783208,0.187590756192803,1.52716879269481,0.609148486308754,0.342530222944915,0.437634732723236,"positive"
0,0.541465898100287,0.412251254078001,0.157303661005571,0.770575728267431,0.308117728603072,0.145484277921729,0.26107322011143,"positive"
0,0.529740185185801,0.415688222222961,0.15202598148142,0.799481468521408,0.294645381482085,0.145124653703882,0.277454388890183,"positive"
0,0.560178986748215,0.443522263789782,0.158343277041568,0.850901119073504,0.343064027364366,0.168261131894891,0.251776047457242,"positive"
0,0.507617025750224,0.387617025750224,0.157539008583408,0.698465980038629,0.25902552811231,0.144751777896076,0.22134752145852,"positive"
0,0.478040446864907,0.369020223432453,0.139628312805435,0.551080616449937,0.199182149532018,0.105756625610869,0.190844491551397,"positive"
0,0.50479253768106,0.423132839129539,0.14062238695682,0.842116431880277,0.274605821594014,0.161421195941512,0.282095527534839,"positive"
0,0.515513147658203,0.389307888594922,0.161205259063281,0.73570416057203,0.277600255173398,0.138982103625312,0.258436813442968,"positive"
0,0.69,0.552628235268639,0.202628235268639,1.83073058838816,0.756442587998346,0.454916470753844,0.541089412044967,"positive"
