"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
11,1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0,0.15,"negative"
208,1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0,0,"negative"
136,1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,"negative"
62,1.51994,13.27,0,1.76,73.03,0.47,11.32,0,0,"negative"
17,1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,"negative"
55,1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,"negative"
148,1.51653,11.95,0,1.19,75.18,2.7,8.93,0,0,"negative"
207,1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,"negative"
83,1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0,0.1,"negative"
13,1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,"negative"
212,1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,"negative"
97,1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,"negative"
162,1.51514,14.85,0,2.42,73.72,0,8.39,0.56,0,"negative"
195,1.52614,13.7,0,1.36,71.24,0.19,13.44,0,0.1,"negative"
44,1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,"negative"
41,1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,"negative"
115,1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,"negative"
209,1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,"negative"
60,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,"negative"
46,1.51831,14.39,0,1.82,72.86,1.41,6.47,2.88,0,"negative"
108,1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0,0,"negative"
121,1.51556,13.87,0,2.54,73.23,0.14,9.41,0.81,0.01,"negative"
156,1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,"negative"
177,1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,"positive"
102,1.51732,14.95,0,1.8,72.99,0,8.61,1.55,0,"negative"
199,1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0,0.24,"negative"
145,1.523,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,"negative"
175,1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0,0,"negative"
43,1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0,0,"negative"
105,1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,"negative"
189,1.51623,14.14,0,2.88,72.61,0.08,9.18,1.06,0,"negative"
190,1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,"negative"
2,1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,"negative"
106,1.52369,13.44,0,1.58,72.22,0.32,12.24,0,0,"negative"
29,1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0,0,"negative"
114,1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0,0,"positive"
214,1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,"negative"
113,1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,"positive"
53,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,"negative"
117,1.52043,13.38,0,1.4,72.25,0.33,12.5,0,0,"negative"
67,1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,"negative"
127,1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,"positive"
186,1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,"negative"
73,1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,"negative"
86,1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0,0,"negative"
192,1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,"negative"
40,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0,0,"negative"
196,1.51609,15.01,0,2.51,73.05,0.05,8.83,0.53,0,"negative"
78,1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,"negative"
36,1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,"positive"
210,1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,"positive"
150,1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,"negative"
158,1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0,0.1,"negative"
25,1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,"negative"
19,1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0,0,"negative"
165,1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,"negative"
95,1.5164,14.37,0,2.74,72.85,0,9.45,0.54,0,"negative"
93,1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,"positive"
8,1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0,0,"negative"
213,1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0,0,"negative"
198,1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,"positive"
45,1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,"negative"
10,1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0,0.07,"negative"
9,1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,"negative"
87,1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,"negative"
76,1.51299,14.4,1.74,1.54,74.55,0,7.59,0,0,"negative"
56,1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0,0,"negative"
107,1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,"negative"
160,1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,"negative"
98,1.51623,14.2,0,2.79,73.46,0.04,9.04,0.4,0.09,"negative"
69,1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0,0.14,"negative"
80,1.51818,13.72,0,0.56,74.45,0,10.99,0,0,"negative"
57,1.51937,13.79,2.41,1.19,72.76,0,9.77,0,0,"negative"
172,1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,"negative"
14,1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,"negative"
118,1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,"negative"
77,1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0,0.12,"negative"
151,1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,"negative"
99,1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,"negative"
171,1.52664,11.23,0,0.77,73.21,0,14.68,0,0,"negative"
58,1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0,0,"negative"
193,1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0,0,"negative"
204,1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,"negative"
61,1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,"negative"
146,1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,"negative"
4,1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0,0,"negative"
139,1.51602,14.85,0,2.38,73.28,0,8.76,0.64,0.09,"negative"
31,1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,"negative"
103,1.51651,14.38,0,1.94,73.61,0,8.48,1.57,0,"negative"
152,1.51727,14.7,0,2.34,73.28,0,8.95,0.66,0,"negative"
125,1.51916,14.15,0,2.09,72.74,0,10.88,0,0,"negative"
132,1.519,13.49,3.48,1.35,71.95,0.55,9,0,0,"negative"
128,1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0,0,"negative"
82,1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,"negative"
166,1.51969,14.56,0,0.56,73.48,0,11.22,0,0,"negative"
35,1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,"negative"
119,1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,"negative"
182,1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0,0,"negative"
122,1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,"negative"
116,1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,"negative"
137,1.51969,12.64,0,1.65,73.75,0.38,11.53,0,0,"negative"
205,1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0,0,"negative"
133,1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0,0,"negative"
96,1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,"positive"
75,1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,"negative"
6,1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,"negative"
184,1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,"negative"
112,1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0,"negative"
176,1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0,0,"negative"
71,1.51508,15.15,0,2.25,73.5,0,8.34,0.63,0,"negative"
59,1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,"negative"
32,1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,"negative"
153,1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,"negative"
124,1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,"negative"
109,1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,"negative"
68,1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,"negative"
51,1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,"negative"
100,1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,"negative"
52,1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,"negative"
101,1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0,0.17,"negative"
138,1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,"negative"
16,1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0,0.09,"negative"
39,1.52739,11.02,0,0.75,73.08,0,14.96,0,0,"negative"
179,1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,"negative"
131,1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0,"negative"
90,1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,"negative"
168,1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,"negative"
169,1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,"negative"
191,1.51719,14.75,0,2,73.02,0,8.53,1.59,0.08,"negative"
37,1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,"negative"
178,1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0,0.16,"negative"
163,1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,"positive"
7,1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0,0,"negative"
94,1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,"negative"
28,1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0,0,"negative"
147,1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,"negative"
129,1.51617,14.95,0,2.27,73.3,0,8.71,0.67,0,"negative"
24,1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,"negative"
54,1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,"negative"
33,1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,"negative"
72,1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,"negative"
120,1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0,0,"negative"
141,1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,"positive"
0,1.51881821786593,13.6937872471428,3.66119005187647,1.32354055945529,72.0200749981357,0.318413264164701,8.9009354612953,0,0.090217091513332,"positive"
0,1.52008042265199,14.1129169026669,3.78495383481495,0.919736008844338,71.7738098731404,0.135754474918358,9.22079197346699,0,0,"positive"
0,1.521250649351,14.2264718631795,3.85484848567285,0.749372295844369,71.5935281368205,0.0354761898284778,9.5416017306596,0,0,"positive"
0,1.51860403548986,13.8559055978479,3.64216977658216,1.03110757426592,72.1136359317345,0.304239663633052,8.88667727720225,0,0,"positive"
0,1.52014485097236,14.1001432934497,3.81917032847414,0.771802636501379,71.9849780291552,0.0193991211662069,9.30894153578207,0,0,"positive"
0,1.51962204369625,13.7669570370461,3.58716761691496,1.22662677141139,71.8575227235258,0.312832383085042,9.2106853722455,0,0,"positive"
0,1.51928735906175,13.6546391427564,3.52363426256925,1.30717798852827,71.9301322713494,0.376365737430751,9.15395916300826,0,0,"positive"
0,1.51998420310384,14.0306041173893,3.72050128800096,1.08276349240681,71.697814907101,0.212467863182537,9.2335732685728,0,0,"positive"
0,1.52116840873798,14.2842061874736,3.88105033454485,0.825788963232189,71.5605336535373,0.00842207353562117,9.45841722424142,0.00789569393964484,0.0126331103034317,"positive"
0,1.52015146597816,14.1252842128323,3.79182456268463,0.914376841105986,71.7574575408106,0.127647016032133,9.23686947668204,0,0,"positive"
0,1.52113125710994,14.2711164946947,3.87412049719132,0.82424899937585,71.5826706339722,0.0115020012483001,9.44686749531887,0.0107831261702813,0.0172530018724501,"positive"
0,1.51758033740113,13.373384454716,3.5599961658963,1.1699194838223,72.6833269431605,0.426615545284003,8.5900575115555,0.0500191705184989,0.146684559150599,"positive"
0,1.51638582634116,13.3342520976532,3.48098412999418,1.29622035764158,72.6947637723526,0.575708682942204,8.37716526823118,0,0.0476377235259861,"positive"
0,1.5172601644161,13.471987283437,3.62092403782764,1.22722788651707,72.7396075849771,0.305379810861778,8.5305316228047,0,0.0434177357470617,"positive"
0,1.51716505694718,13.2658364970656,3.50397339638788,1.42593155033886,72.539239573814,0.56,8.59788970428985,0,0.0712927810382098,"positive"
0,1.51665802298286,13.252593105142,3.55810651181033,1.36880612876266,72.6993003830477,0.562098850857001,8.431604596572,0,0.093003830476664,"positive"
0,1.51652985727912,13.0982143992651,3.44948223937536,1.29492863955908,72.9197676811391,0.531642879853025,8.53924992051441,0,0.0291071996325627,"positive"
0,1.51669406993116,13.2281398623111,3.55576783477329,1.42506852321792,72.6739076970844,0.564744055075571,8.43288391738664,0,0.108302096382249,"positive"
0,1.51658137891614,12.7655156645551,3.54803313261829,1.36681987957098,72.7834740960505,0.564393373476341,8.47954036128707,0,0.0560662652365863,"positive"
0,1.51759057066255,13.5668149220385,3.63536298440769,0.7835627672798,72.9451111915289,0.151481347451918,8.84034827949712,0,0.0182962694903836,"positive"
0,1.51669926012572,13.2385202514334,3.56822430172004,1.38562304455321,72.6967445531534,0.560591899426654,8.43911215086002,0,0.101035823996644,"positive"
0,1.51670043599171,13.2401805622247,3.5700396356103,1.3798810931691,72.7000308276969,0.559801821948495,8.4400704633072,0,0.0999559604329988,"positive"
0,1.51659725321813,12.9050370625593,3.46678306696005,1.66169917923398,72.578300820766,0.592807257017121,8.4159637149144,0,0.129241123097017,"positive"
0,1.5167913439186,13.0035300096311,3.513361066957,1.54067322976422,72.543361066957,0.604873928227462,8.57983105732594,0,0.0871432201331481,"positive"
0,1.51728353502903,13.4506758315442,3.57792534240056,1.36404060685541,72.6566588061722,0.301507534398697,8.51401702537201,0,0.0664413894852623,"positive"
0,1.51927164724718,13.6272950273566,3.53771310492419,0.775664044739679,72.6456803093012,0.171180375926197,8.87704092790373,0.146188508206978,0.238221303829923,"positive"
0,1.51746706913495,13.5406781334872,3.61498511378886,1.24933179065352,72.7078365857084,0.215034734492656,8.55284154777881,0,0.0364406221709214,"positive"
0,1.51765541448755,13.2543884746311,3.38377509363461,1.62755018726923,72.2753048348706,0.575918215867132,8.74724720802624,0,0.0676524174353108,"positive"
0,1.51679438987863,13.0005890826974,3.51472649731906,1.5359467400494,72.5447264973191,0.604978961332235,8.58413741462165,0,0.0853576573519968,"positive"
0,1.51759094962969,13.4706039239466,3.41609190523624,1.55655143141747,72.1070109575987,0.583045952618122,8.7275579713285,0,0.0258905972540379,"positive"
0,1.51666821541291,13.1764308258286,3.49371699099429,1.62156286185142,72.5601478168229,0.58542766966857,8.40185849549714,0,0.144498421919998,"positive"
0,1.51772388229529,13.2621782252123,3.379265238035,1.61853047607001,72.2613652811991,0.574278268376365,8.77225640726043,0,0.0606826405995525,"positive"
0,1.51673815583106,13.0548840251844,3.48951813116437,1.62320646904642,72.5195181311644,0.603039856243413,8.50463410597993,0,0.11832244386198,"positive"
0,1.51684464756799,13.4693441159511,3.40448582872283,1.35457486168481,72.3984211330162,0.585514171277173,8.53083394997287,0,0,"positive"
0,1.51789263169067,13.3473257422703,3.35155049484689,1.4783973608166,72.2458795360965,0.565775247423444,8.86101947420975,0,0,"positive"
0,1.51749963979976,13.6224636188336,3.6288719169423,1.12316957360134,72.7604221282899,0.167467230260372,8.56647744901478,0,0,"positive"
0,1.51615999558995,13.4286786073516,3.40981059961487,1.2158493617014,72.6930186460353,0.57188812378794,8.3305652611237,0,0,"positive"
0,1.51647463721508,13.4454383294191,3.41618802781217,1.16565447805915,72.6853748491965,0.540279628862627,8.38590839894954,0.0173443155130371,0.0277509048208594,"positive"
0,1.51659748047863,13.166737210881,3.44522549805697,1.70843537901528,72.5000529081607,0.599045099611394,8.37427059766837,0,0.1537666933937,"positive"
0,1.51661489959713,13.487028349922,3.47616857945686,1.04633563883835,72.7844490385265,0.428522611551452,8.50585133387474,0,0,"positive"
0,1.51613049503132,13.3035644258512,3.41108910229988,1.23201319415821,72.7084818371665,0.588151816283353,8.3394059290248,0,0,"positive"
0,1.51634986090173,13.4365570477047,3.40150518615497,1.26515558464918,72.5921628999268,0.588494813845027,8.39074374928372,0,0,"positive"
0,1.51624759525564,12.8564544784464,3.45367100205272,1.27814358555712,72.7794516700879,0.581054832991213,8.41392425359227,0,0,"positive"
0,1.51616237340311,13.3784177312627,3.41336572923698,1.22668286461849,72.6840596758947,0.591485081026331,8.35489940411877,0,0,"positive"
0,1.51704296371562,13.5427526730392,3.5394916739082,0.901958983489312,72.8629696756462,0.294277651314624,8.660359684336,0,0,"positive"
0,1.51775356133239,13.6436438667611,3.65364386676112,0.817617871011607,72.9161910644942,0.0782193338056095,8.80975239688298,0,0,"positive"
0,1.51777729873849,13.593428707791,3.54838990790769,1.01833658383461,72.5935596316308,0.280155199533328,8.87072744627949,0,0,"positive"
0,1.51783867719495,13.6115284331399,3.6215284331399,0.731740950017702,72.9210143629042,0.105921882032417,8.93551062584389,0,0,"positive"
0,1.51728491964726,13.4121442017704,3.55506008407101,0.881653394866735,73.0037975966372,0.234689445309341,8.79708411769941,0,0,"positive"
0,1.51788152504446,13.5864664834319,3.59646648343187,0.803692999179475,72.8514876637142,0.146344381561503,8.94036132578738,0,0,"positive"
0,1.51750413760323,13.5350963681564,3.62901927363127,0.841449128114618,72.9213222761173,0.191129539804533,8.80149305099156,0,0.0262259079609066,"positive"
0,1.51776304051082,13.5411485396605,3.434324086532,1.43182518632151,72.137296346128,0.527297812514007,8.804189050477,0,0,"positive"
0,1.51771292432058,13.6117153470032,3.64434306940064,0.701619491719175,72.9787865102524,0.0953558162460104,8.89535130007891,0,0.00707116324920207,"positive"
0,1.51676657781456,13.2644322255254,3.57488644510508,1.33541118841618,72.718324169144,0.529459718093276,8.46992947626859,0,0.0938919436186552,"positive"
0,1.51773664275018,13.6453357249824,3.65533572498243,0.895443349191919,72.877278325404,0.0866786249121651,8.75392107557971,0,0,"positive"
0,1.51857832191417,13.7298963586334,3.6753553832043,0.633864756142721,72.7210907847527,0.071525174183771,9.0959625082463,0,0,"positive"
0,1.52041917749173,13.8384512955742,3.64507077734452,0.842695366069675,71.8857743522129,0.23313845284516,9.4693969358271,0,0,"positive"
0,1.52123191967853,14.1359451128892,3.81114591656718,0.671331993869971,71.6840548871108,0.0698139226972125,9.59154752392322,0,0,"positive"
0,1.52052554936256,13.9519486115198,3.73798550581327,0.594009223573375,72.0321594360541,0.0999934117333032,9.50590512895957,0,0,"positive"
0,1.52045201130061,13.8719167953148,3.6708248588955,0.648908063580748,72.1385937334085,0.130267077523749,9.34194042163901,0.060801232571248,0.0972819721139967,"positive"
0,1.52042220936828,13.8657014190522,3.66731874920893,0.651617330156732,72.1522994349105,0.131063920634333,9.32982840635814,0.0631917619029991,0.101106819044799,"positive"
0,1.52076769978993,13.979562256746,3.74577396985143,0.58905292827636,71.9464863316342,0.103533622659743,9.5568841663003,0,0,"positive"
0,1.51960931987871,13.6961683169496,3.57168469161261,0.725516374662984,72.5261416600598,0.152798933724407,8.99945620738901,0.128396801173221,0.205434881877154,"positive"
0,1.5170883506481,13.1709615034983,3.44762236490846,1.1700466440618,72.8486130966991,0.465763417743146,8.72154425125569,0,0,"positive"
0,1.51809202385022,13.6744413162535,3.65971421740483,0.643818225287832,72.8931436085468,0.0644155533658341,8.99358396846801,0,0,"positive"
0,1.52124437980848,14.1961690743151,3.84021955311764,0.723249201995786,71.6238309256849,0.046970351121854,9.5583205107227,0,0,"positive"
0,1.51819295001496,13.4043122553988,3.41431225539884,1.32665191191947,72.3461565794936,0.440141523550265,8.97561698282603,0,0,"positive"
0,1.51727407379845,12.9737787574437,3.52190020896494,1.3656789664086,72.4962212425563,0.597895876867697,8.83841649252921,0,0,"positive"
0,1.51797466274753,13.4533347330242,3.38316715655848,1.52766652669758,72.0783326334879,0.572333473302424,8.86666526697576,0,0,"positive"
0,1.51714842672407,12.6047403529938,3.45157840723172,1.42222279236652,72.6049100301322,0.566198800401762,8.70485518151894,0,0,"positive"
0,1.51712274617837,13.378537317093,3.37235821139533,1.36742287255824,72.4366169377905,0.576179105697665,8.62866663941881,0,0,"positive"
0,1.51873708427196,13.4567609061836,3.42178122979589,1.21696414230624,72.3485421359795,0.396437540408224,8.94910938510206,0.061335922346916,0.0981374757550657,"positive"
0,1.5180383684973,13.4730509220064,3.48305092200637,1.34777532355394,72.4216315027,0.358834640928544,8.81565668880474,0,0,"positive"
0,1.51716685844073,12.9372633819864,3.5405463581346,1.34780974012101,72.5327366180136,0.601780491278041,8.82287803488783,0,0,"positive"
0,1.51769541631211,13.2953009062284,3.42867546186084,1.47831272218376,72.3559054723568,0.56,8.77794998250669,0,0.0385545486351475,"positive"
0,1.5188586172688,13.4936974052223,3.4456112291757,1.12283564475598,72.409308634398,0.348777541648597,8.93719438541215,0.0792084218817763,0.126733475010842,"positive"
0,1.51821118476863,13.3176198239764,3.34716747032944,1.55433494065888,72.1621539992001,0.56260635284707,8.95025311908219,0,0.0110769996000454,"positive"
0,1.51855828539615,13.64,3.59547652027337,0.699566799751483,72.8265162008698,0.109566799751483,8.91017328009941,0.0743501996272243,0.118960319403559,"positive"
0,1.5182010036417,13.5607027851813,3.44628510975977,1.30508050373057,72.210260899642,0.462771183853038,8.81791162289213,0.0418674343382008,0.0669878949411213,"positive"
0,1.51903369377095,13.64,3.56173786141677,0.730238307802938,72.7191659226897,0.140238307802938,8.89790467687883,0.120357461704407,0.192571938727051,"positive"
0,1.51700941092294,12.8825585499546,3.57884315128438,1.29380411798134,72.6111568487156,0.596985451949295,8.79289212178904,0.00433818268356845,0.00694109229370951,"positive"
0,1.51847736614387,13.6452280839765,3.60273700771853,0.9382110231556,72.7127370077185,0.133859580117278,8.73838556468021,0.0715787403518334,0.114525984562933,"positive"
0,1.51838561670375,13.3499423315306,3.35286602034234,1.48917921964778,72.172808351873,0.53426795931533,8.98356698982883,0.00964951525675134,0.0154392244108021,"positive"
0,1.51928671757429,13.6238063215977,3.52955246554688,0.791267761089839,72.6233587871445,0.180895068906248,8.89522376722656,0.142164349160157,0.227462958656251,"positive"
0,1.52005445799242,13.7890046080458,3.62405388146173,0.685049273415934,72.3214257361041,0.140896845122334,9.18036795414053,0.0926905353670008,0.148304856587201,"positive"
0,1.51902264684282,13.6179057928547,3.51388866428286,0.904659450016916,72.527477578558,0.244359700009227,8.86991435714066,0.11987153571099,0.191794457137585,"positive"
0,1.51878141361006,13.4584594232682,3.54930977316573,0.880336824320257,72.6406902268343,0.264734948114492,8.86672556708567,0.115088350628503,0.184141361005604,"positive"
0,1.51894787855528,13.5208258354291,3.46311344221234,1.05370190326124,72.4539392776415,0.313773115575314,8.92844327889383,0.0923350816592574,0.147736130654812,"positive"
0,1.51771777942996,13.6023781200685,3.56078775014263,1.27270808976609,72.4803002304165,0.296519029731862,8.6754013098916,0,0,"positive"
0,1.51807128745501,13.4563301815838,3.46633018158376,1.37024381849682,72.388712544993,0.382348182147835,8.83603509119479,0,0,"positive"
0,1.51776072013638,13.6429279863625,3.65292798636248,0.784687372674234,72.9326563136629,0.0746399318124168,8.83337645003805,0,0,"positive"
0,1.51761377285123,13.6389734313102,3.64753518322017,1.11527357632993,72.7661646717601,0.133011969439685,8.58657635116018,0,0,"positive"
0,1.51756631078734,13.6321078497404,3.63977409101091,1.11855711534154,72.763776643388,0.14734013967216,8.57821825185791,0,0,"positive"
0,1.51816688229093,13.4077740744501,3.41777407445014,1.43549108745763,72.2931177090737,0.450630207804497,8.8952128467639,0,0,"positive"
0,1.51774742163294,13.5515629149601,3.45492273950018,1.44632670721971,72.1711743993405,0.495545249739662,8.75585871797986,0,0,"positive"
0,1.51910831250928,13.6414041666104,3.55684999932535,0.80054999797605,72.6668499993254,0.152979166947771,8.84927916829707,0.128937500843313,0.2063000013493,"positive"
0,1.5174151833372,13.5137088095048,3.60190867290366,1.14351422717096,72.8236227634735,0.201605554267298,8.5955314363772,0,0,"positive"
0,1.51649814051159,13.0589152130648,3.40806222196203,1.25534871809883,73.0025579489581,0.507286496136803,8.58062017092016,0,0,"positive"
