"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
1.52004684963503,13.7864216772479,3.62010134874594,0.685635214025965,72.3299344229557,0.142947962339446,9.17538156936251,0.0948590158157051,0.0767906318508089,"positive"
1.51993911743226,13.7641769232857,3.60741255351852,0.695447244079334,72.379349266603,0.145813192769419,9.13194172314962,0.103579282341711,0.0838498952290043,"positive"
1.51970083001108,13.7149748748765,3.57934684786514,0.717149978058739,72.4886474648841,0.152150651325211,9.03585932008557,0.122867199685425,0.0994639235548675,"positive"
1.52008520713964,13.7943418091177,3.62461912995591,0.682141690471345,72.3123405184027,0.141927811571248,9.1908481063715,0.0917542091298848,0.0742772169146687,"positive"
1.51830097539579,13.6525386153997,3.48460765229786,1.41225671647425,71.9553161816657,0.487845458328438,8.89572971455178,0,0,"positive"
1.52190200162956,14.2203763415851,3.81009115707036,0.889994651036076,71.3952803595632,0.173836827022545,9.22601821003437,0,0.142764543931559,"positive"
1.52156128907609,14.274139445317,3.85909642823893,0.857554883558741,71.4518731003337,0.0809560124023911,9.36520401362062,0,0.0664856140502729,"positive"
1.52038850430156,14.0105429427187,3.73534954420959,0.79254967588556,72.0266381568022,0.0739000390220247,9.215653883976,0.0692040499202907,0.0560223261259496,"positive"
1.52123676917533,14.144060331485,3.81492451957539,0.677871407372532,71.6772930672303,0.0675950654361304,9.58412103382887,0,0,"positive"
1.51992903453897,13.8476711985166,3.64802118706842,0.773280241310568,72.3022931211896,0.112669421034213,9.0735523091289,0.105509825717658,0.0854127160571515,"positive"
1.52122600689599,14.0749417420337,3.78098412677854,0.618726115414891,71.7460809457272,0.0939999729168601,9.62224728241887,0,0,"positive"
1.52166609000323,14.2576022703294,3.84402273106789,0.867533141399007,71.4344655477151,0.109525536439251,9.32239138135195,0,0.0899485081868246,"positive"
1.51899005447208,13.807978773383,3.58162148186498,1.27669467056263,71.8497186218858,0.374404686937672,9.03310868276244,0,0,"positive"
1.52184160683961,14.2299064024063,3.81877784333619,0.88424436997666,71.4053120025329,0.157372751271492,9.25069031937242,0,0.129243322300259,"positive"
1.51664317323215,13.1224815192068,3.4342190707913,1.17382182836615,73.0068140518755,0.45714453550972,8.63100458182812,0,0,"positive"
1.51730390019557,13.4251055102413,3.55995942658031,0.868822452786616,73.0040135985171,0.227337332601347,8.80319245688885,0,0,"positive"
1.51695452654941,13.5353711970365,3.52739549912445,0.928971043232065,72.8486242305338,0.320261351762479,8.63229941438287,0,0,"positive"
1.51738754203586,13.5686363426701,3.56750143870306,0.849725760024516,72.8861711223712,0.208330775894313,8.83797723405102,0,0,"positive"
1.51869227499122,13.6427,3.58514792446711,0.707339587851027,72.7970080334254,0.119832431402653,8.90824393231001,0.0878536999605596,0.071119661872834,"positive"
1.51756029110225,13.6013220523601,3.60407292105528,0.761371125830822,72.9372886232398,0.14379633537462,8.87726468471862,0,0,"positive"
1.51745241238798,13.6001868528232,3.60165956151228,0.7602111006328,72.9412475600153,0.164358212518855,8.81026852602944,0,0,"positive"
1.51858323139031,13.6427,3.59293516740931,0.70043617096748,72.821483216588,0.112939420634396,8.91048332832047,0.0773643357479945,0.0626282717959955,"positive"
1.51701966804521,13.4990312055108,3.48962143948068,1.03787943605074,72.7773149680169,0.345758680212912,8.75431350399015,0,0,"positive"
1.51856884980557,13.6427,3.5939622143276,0.699525690443304,72.8247112090403,0.112030312555991,8.91077867865029,0.0759809104112908,0.0615083560472354,"positive"
1.51609626097142,13.3284689276302,3.52931585124292,1.33956713823835,72.6713806755099,0.559076883777045,8.33680904421341,0,0,"positive"
1.51668575059599,13.2148439615271,3.45661019881369,1.29002686807678,72.6281024203692,0.552371984753748,8.69668547995577,0,0,"positive"
1.51670288561944,12.9886523180402,3.56486290694058,1.31877437777863,72.6270458176242,0.594832658773195,8.6620656834296,0,0,"positive"
1.51651519216466,13.0159865229222,3.42049948194467,1.26558819929108,72.9598492983229,0.532081262585018,8.6072326998261,0,0,"positive"
1.51684352668978,13.0120715286988,3.57487992130929,1.33948473910225,72.6464194933951,0.588386691608615,8.64716508966744,0,0.020729845570866,"positive"
1.51682403554319,13.0177505963329,3.5239493904222,1.30148931399169,72.6181040251786,0.583417001820481,8.74663460564354,0,0,"positive"
1.51657133963344,12.9949127363509,3.44157913701685,1.27161632336963,72.9131829795217,0.542285411872189,8.63122782612319,0,0,"positive"
1.51663519567756,12.9709456960878,3.46555285147663,1.2784720581951,72.8601097675551,0.553890505052218,8.65851728149155,0,0,"positive"
1.51693459751312,12.8605333566766,3.57846998273854,1.31125198429891,72.6105988359272,0.608247966865338,8.78481875907958,0,0.000340855271089822,"positive"
1.51677388747368,13.0892251275652,3.49952930327702,1.29733253810156,72.621729873307,0.572158743381612,8.72852090435036,0,0,"positive"
1.51644249879145,13.2069595168807,3.47751306276537,1.60828721574529,72.5499745502416,0.586668163345575,8.36269348402102,0,0.055383017300698,"positive"
1.51648423111088,13.1922388595029,3.47134389745931,1.64038565304859,72.5354409066599,0.589986322413313,8.36597882025924,0,0.0620010157173732,"positive"
1.51661762894007,13.2041790220607,3.43400227207892,1.64207162251155,72.5196618766151,0.582567529979975,8.44422370414204,0,0.065433133274666,"positive"
1.51656043701077,13.1789032297548,3.441134185985,1.68171946584309,72.5113457919398,0.600562998378896,8.37041256946736,0,0.0740859065579949,"positive"
1.51646280887095,13.1997953399124,3.47451068380463,1.62390872498534,72.5429013882257,0.588283028644058,8.36429237526663,0,0.0586038321472239,"positive"
1.51626763137867,13.2686422439712,3.50336319501037,1.47378784541191,72.6108736492202,0.572764361703778,8.34892721710905,0,0.0276521775872447,"positive"
1.51629364100538,13.2594676088538,3.49951826884917,1.49379316464038,72.6018155702658,0.574832401053286,8.35097479966261,0,0.0317768385396805,"positive"
1.51665277428294,13.1559747106187,3.47101609191288,1.68926664773768,72.52208778746,0.594231757688255,8.39032660969971,0,0.0800164193575038,"positive"
1.51624690384924,13.275953672218,3.50642728435912,1.45784525432004,72.6180921918087,0.5711163047378,8.34729546252392,0,0.0243651626585517,"positive"
1.51623467180483,13.3492876324402,3.41170496532183,1.3603874124065,72.6348067055136,0.59316249381043,8.33835563341394,0,0.0224253794979304,"positive"
1.51679428194902,13.1915369512258,3.44273387740784,1.72689964825381,72.4200443297507,0.598936214174973,8.43476199469151,0,0.0747149262870429,"positive"
1.51705390700564,13.2827948492811,3.43333479072397,1.67090286233102,72.3171451476438,0.593158601870416,8.52986465649052,0,0.0545491055621998,"positive"
1.51732355007115,13.3775740655219,3.42357302666563,1.61274535931083,72.2102754515436,0.587158052026089,8.62863699225333,0,0.0336051574340556,"positive"
1.51658401900715,13.3890254987711,3.4933631743558,1.39271992310321,72.4848510495121,0.564397997704788,8.46856849826882,0,0,"positive"
1.51712379109413,13.4669507222214,3.39850248931576,1.39332430973097,72.3526630513363,0.548254622931937,8.71385036778886,0,0,"positive"
1.51728404185596,13.4730060142067,3.44233080399863,1.46839078753779,72.2184707479199,0.572240388695088,8.65880646586603,0,0,"positive"
1.51714562766412,13.4564007059743,3.45242133791848,1.45342853085684,72.2711416203482,0.570689727580457,8.62119107290177,0,0,"positive"
1.51672938355479,13.2429315858036,3.56630085601746,1.38417455669333,72.6863171842139,0.55927448374409,8.44972121539265,0,0.0499748432126362,"positive"
1.5177419712627,13.5282393121613,3.40769833789823,1.51659271430947,72.0458616888298,0.576871325452777,8.78547148692672,0,0,"positive"
1.51751598233382,13.5008315072083,3.42542210967991,1.49346302123187,72.130210236785,0.574838829470125,8.72183853001284,0,0,"positive"
1.51609326,13.345811023214,3.50723643573905,1.31969084073978,72.6744260493018,0.56412314469167,8.3333899827091,0,0,"positive"
1.51609326,13.3999455011433,3.43152375720865,1.2506301324297,72.684194676898,0.582177661766927,8.32713340932006,0,0,"positive"
1.51616363251811,13.3424760029518,3.50764054698176,1.33024941202973,72.6664101040203,0.553144776065382,8.38339806968755,0,0,"positive"
1.51624460552299,13.3566587197854,3.48290254753218,1.319409764164,72.6604384337746,0.546522620310718,8.43885640252935,0,0,"positive"
1.51609326,13.3976807248012,3.43469128167168,1.25351936428958,72.6837859954529,0.581422330881609,8.3273951600552,0,0,"positive"
1.51653091435047,13.4068067540993,3.3954325613649,1.28108233793839,72.6393234719582,0.523107635867922,8.63494904196924,0,0,"positive"
1.51609326,13.3961086191207,3.4368900344178,1.25552493885111,72.6835023072097,0.580898014218011,8.32757685562042,0,0,"positive"
1.51631560345418,13.3690942661182,3.46121202505022,1.30990545375252,72.655202414266,0.54071624867714,8.48748281703664,0,0,"positive"
1.51609326,13.3438033807769,3.5100443317835,1.32225204044179,72.6740637679597,0.56345357113987,8.33362201528293,0,0,"positive"
1.51636272816658,13.3773483311958,3.44681499098815,1.30359698972891,72.6517270184439,0.536862282952932,8.51975848704689,0,0,"positive"
1.51621543399924,13.232070236559,3.48549349966625,1.3127701332326,72.7842274795495,0.546410416999958,8.41815550190152,0,0,"positive"
1.51672385829956,12.9376680218951,3.49883979263512,1.28799108546626,72.7864188555026,0.570003905187626,8.69640805126016,0,0,"positive"
1.51669702107915,13.2280543311166,3.56185656127874,1.37589979102556,72.713488050206,0.55721990665365,8.44910733916499,0,0.0487003553230315,"positive"
1.51646603757666,13.0441561399262,3.40457982252739,1.26345918269776,72.9974010471314,0.522873808389232,8.57804808595046,0,0.00168878765031695,"positive"
1.51641162111858,13.0745736630399,3.41540590965287,1.26957430266218,72.9650847888537,0.526354633236048,8.55136552245687,0,0,"positive"
1.51613191338772,13.2991195422363,3.51533112814282,1.33115942503234,72.7072330615468,0.554948547996324,8.3614454466417,0,0,"positive"
1.51629412800062,13.1688956733411,3.45738017131151,1.29544354848129,72.8567724325269,0.538365699892994,8.47158831429098,0,0,"positive"
1.51626396148918,13.1931129726342,3.46815711779461,1.30208551112063,72.8289630936257,0.541449556939001,8.45110541193602,0,0,"positive"
1.51664167642764,12.9685132811089,3.46798594381979,1.27916784674045,72.8547233671339,0.555068305989378,8.66128688838818,0,0,"positive"
1.51621494013247,13.2324667066509,3.48566993292214,1.31287887118502,72.7837722028889,0.546460903929644,8.41782016896113,0,0,"positive"
1.52188689010245,14.2227608812547,3.81226467394365,0.888555859242945,71.3977904013207,0.169717310632418,9.23219147844821,0,0.13938136621986,"positive"
1.52187174404764,14.2251508692589,3.81444315699442,0.887113780014829,71.4003061781673,0.165588381732178,9.23837885190398,0,0.135990458427393,"positive"
1.52207858965162,14.1925114447651,3.78469219886375,0.906807868854115,71.3659488892265,0.221976055160249,9.15387955384612,0,0.18229917573547,"positive"
1.52101660442585,13.972249319549,3.68464948472006,0.846027369865421,71.8708036611423,0.202742805828704,9.04428329653766,0.059823038481921,0.162468072411697,"positive"
1.52183271618258,14.2313093131911,3.82005660179066,0.883397876815144,71.4067887507275,0.154949091038201,9.25432227607489,0,0.127252876698039,"positive"
1.52176625246452,14.1267541538202,3.77196490446907,0.782652091964784,71.5266712335384,0.184491820859949,9.33626797825838,0,0.116287148031802,"positive"
1.52023471878737,13.9046765098133,3.62020001201811,1.17200284372274,71.6528078027653,0.379429872328285,8.98938993712236,0,0.107492219035118,"positive"
1.52187747136861,14.1467340474437,3.77477535943052,0.824042770089663,71.47269046831,0.199262670788735,9.27295825518028,0,0.139909992184374,"positive"
1.52145227188131,14.2913419307906,3.8747765584191,0.847175188376366,71.4699809797795,0.0512371019718074,9.40973904969782,0,0.0420787793971365,"positive"
1.51898506768871,13.7155908783445,3.51316493602591,1.34717308239943,71.8474222538676,0.479310512108915,8.88740690982392,0,0.053295426055463,"positive"
1.51862914508807,13.5827539694816,3.49995800927214,0.885444243024983,72.6463153789826,0.254226321255052,8.8309801777328,0.112257616264746,0.0908752131666988,"positive"
1.51788215142786,13.5207031138551,3.460456074672,1.02664826314352,72.6433294731479,0.350249853712893,8.76500232273622,0.0719478874968365,0.0582435279736295,"positive"
1.51889106148094,13.6045106953354,3.51380846714437,0.83593425441711,72.647362319174,0.220557846419248,8.85411381689201,0.126391308849491,0.10231677383054,"positive"
1.5172435241853,13.4676539797883,3.42668468822874,1.14736780711107,72.640776732862,0.432343246229142,8.70859587934703,0.0374858936369419,0.0303457234203815,"positive"
1.51858820627727,13.5695316987541,3.53601777205187,0.887299478316717,72.6544438648149,0.254501144287884,8.76373574815832,0.115803912499174,0.0937460244040936,"positive"
1.51859361872349,13.6427,3.5921933660906,0.701093780314696,72.8191517466081,0.113596038710363,8.91027000674748,0.078363537167944,0.0634371491359547,"positive"
1.51668235682983,13.4210392407201,3.39700947496242,1.25344512847508,72.6385336175986,0.504479429763341,8.65903104315111,0.00720383758060633,0.00583167804144323,"positive"
1.51720891672375,13.4647792263408,3.42485460350985,1.15390964669642,72.6406383988615,0.43679191946968,8.70553919198635,0.0356183846304193,0.0288339304151013,"positive"
1.5184766824152,13.6427,3.60054425907159,0.693690685788742,72.8453984730553,0.106204103506878,8.91267149294281,0.0671149401191622,0.0543311420012265,"positive"
1.51692953370954,13.4103876480153,3.53144534019893,1.18804125444332,72.6658494854726,0.456869442242235,8.47883963787396,0.0388159730600193,0.0314224543819204,"positive"
1.51663190467418,13.3199059502912,3.4834833217334,1.33217522721857,72.6700804711513,0.541044518751595,8.5407703324322,0,0.0265601303363219,"positive"
1.51657630522128,13.3801915730602,3.42086158749787,1.2963595003774,72.6486021925939,0.528052949611195,8.61205311276133,0,0.0087777893228922,"positive"
1.51661952664405,13.3333272560155,3.46954193070922,1.32420162094906,72.6652987913791,0.538152223486779,8.55663992029959,0,0.0226012720833533,"positive"
1.51659838485792,13.3562509661724,3.44572991021071,1.3105826301606,72.6571316395823,0.533212157318769,8.58374531824345,0,0.0158395067970268,"positive"
1.51661920993677,13.3336706567896,3.46918522290681,1.32399760633066,72.665176446164,0.538078220520643,8.55704596341277,0,0.0224999797786586,"positive"
1.5162181506322,13.3112456364288,3.53734542784007,1.34814345963291,72.6772855228785,0.5589,8.35704865220469,0,0.0103557738144882,"positive"
1.51657048044982,13.3865072822392,3.41430114002218,1.29260733353607,72.6463520613885,0.526691912456718,8.61952091834,0,0.00691485601966269,"positive"
1.51640893732165,13.3276835230855,3.48650009823392,1.30327604481622,72.6941483595137,0.574013699741161,8.38518784214609,0,0.0261755656425375,"positive"
1.51660221310087,13.3521000618284,3.450041665099,1.31304868507221,72.6586105042879,0.534106678405283,8.57883721596414,0,0.0170638915370218,"positive"
1.51659512403544,13.1469287016958,3.49247483249795,1.32629726332259,72.8387346359784,0.542068322933265,8.50598880805408,0,0.0279614726139698,"positive"
1.51631275289772,13.4168425032052,3.39460373524685,1.24873647855646,72.6641189595146,0.557040518342124,8.4799542831088,0,0,"positive"
1.51609326,13.385705831994,3.45143941048398,1.26879603473759,72.6816251125403,0.577428556212829,8.32877915411111,0,0,"positive"
1.51638009411573,13.1197164221942,3.39893,1.25121400937796,72.939600202322,0.536192212341428,8.52766662984848,0,0,"positive"
1.51609326,13.3481894901967,3.50390990313089,1.31665657088439,72.6748552463513,0.564916392809967,8.33311509221787,0,0,"positive"
1.51610117470867,13.4148744975441,3.39893,1.22173646449209,72.6953314503083,0.58846664357594,8.33004769964792,0,0,"positive"
1.51649776144783,13.3007933785552,3.51114025107904,1.32645471397366,72.6957658118162,0.56952960206304,8.40228084701509,0,0.0335407502346206,"positive"
1.51609326,13.3387718687166,3.51708142292608,1.32867086630005,72.6731558259338,0.56177549971696,8.33420353053287,0,0,"positive"
1.51609326,13.3774255487597,3.46302024485504,1.2793593992891,72.680130926092,0.57466697947355,8.32973614495538,0,0,"positive"
1.5163337215772,13.3504539383561,3.46563496260836,1.28364848492933,72.6927787104748,0.577810807121149,8.37071358676782,0,0.019938770912122,"positive"
1.51610050779973,13.4155802338784,3.39893,1.2216659823464,72.6947473926524,0.588591634110014,8.32957518383004,0,0,"positive"
1.51665701421082,13.2926800699233,3.51176422464876,1.34835014006637,72.6797803799464,0.546911703844168,8.50857797278847,0,0.0345908989815507,"positive"
1.51668938728417,13.2575784495653,3.54822605817281,1.36920403505296,72.6922862203978,0.554476113182176,8.46707319970574,0,0.0449447603942826,"positive"
1.51633656860186,13.3727663881213,3.4548069791653,1.3070989033644,72.6536562576331,0.539001671411013,8.50184182643337,0,0,"positive"
1.51623151366278,13.3543656327703,3.48690223151255,1.32116233781127,72.6614039440967,0.547593302292963,8.42988980012087,0,0,"positive"
1.51654091394437,13.3774751194231,3.39073309459608,1.27700044522043,72.6702307085425,0.52164,8.64161009052083,0,0,"positive"
1.51630733545488,13.4170006506807,3.39471051451978,1.24804942884713,72.6647182552112,0.557852778045216,8.47611593686143,0,0,"positive"
1.51645724626811,13.4126244131566,3.39175573158992,1.26706138404618,72.6481346182775,0.535376027272507,8.58233018293712,0,0,"positive"
1.51666020724906,13.2892179081713,3.51536054767165,1.35040701256588,72.6810138626758,0.547657800702928,8.50448425185973,0,0.035612126566004,"positive"
1.51654242184145,13.3836377716932,3.39058448928624,1.27731916885824,72.6641143920038,0.52164,8.64267846009804,0,0,"positive"
1.51650811694366,13.2434364554369,3.39396528364709,1.27006815556314,72.803261563025,0.52164,8.61837288282225,0,0,"positive"
1.52101374,13.6427,4.49,1.09892,71.7812,0.0621,8.75484,0,0,"negative"
1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
1.51782454,12.69175,3.53812,1.33967,72.9516,0.57132,8.75484,0,0,"negative"
1.5160477,12.8979,3.43934,1.44881,73.58,0.44091,8.27064,0,0,"negative"
1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
1.51766508,13.21045,3.69078,1.29152,72.61,0.57132,8.21684,0,0,"negative"
1.51645774,13.4432,3.60996,1.53869,72.3916,0.65826,8.03392,0,0,"negative"
1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
1.51743728,13.2969,3.60098,1.14065,73.0916,0.57753,8.1738,0,0,"negative"
1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
1.5266404,11.22875,0,0.7715,73.2092,0,14.6836,0,0,"negative"
1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
1.51736894,12.7782,3.61894,1.29152,72.7892,0.58995,8.70104,0,0,"negative"
1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
1.51761952,12.79815,3.65935,1.26905,73.0076,0.60237,8.56116,0,0,"negative"
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.07628,0,0,"negative"
1.51315464,13.0176,0,3.04097,70.482,6.21,6.95792,0,0,"negative"
1.51750562,12.81145,3.56955,1.3493,73.0188,0.621,8.59344,0,0,"negative"
1.51689056,13.33015,3.53812,1.60931,72.5428,0.6831,8.10924,0,0,"negative"
1.51777898,13.21045,3.38995,1.33004,72.7612,0.58995,8.59344,0,0,"negative"
1.52176548,13.7491,1.01025,1.35893,72.19,0.32913,11.14356,0,0,"negative"
1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
1.51755118,12.99765,3.60098,1.35893,72.9908,0.57132,8.39976,0,0.0561,"negative"
1.51812068,13.33015,3.84793,1.24979,72.778,0.52164,8.12,0,0,"negative"
1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
1.5173006,12.3526,2.72094,1.62857,72.8676,0.70173,9.22828,0,0,"negative"
1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
1.51746006,12.83805,3.5022,1.14065,73.2708,0.5589,8.5504,0,0,"negative"
1.51588824,13.11735,3.40791,1.58042,73.2596,0.06831,8.389,0,0.0969,"negative"
1.52080872,13.78235,2.28092,1.42955,71.9884,0.49059,9.85236,0,0.0867,"negative"
1.5277794,12.63855,0,0.66878,72.022,0.0621,14.40384,0,0,"negative"
1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
1.51709558,12.99765,3.47077,1.78907,72.722,0.65826,8.18456,0,0,"negative"
1.5215149,13.11735,3.57853,0.8999,72.2012,0.22977,9.82008,0,0.0816,"negative"
1.5176423,12.9777,3.53812,1.21127,73.002,0.65205,8.52888,0,0,"negative"
1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0,0,"negative"
1.5163894,14.36755,0,2.73923,72.8508,0,9.45424,0.53865,0,"negative"
1.51755118,12.7117,3.42138,1.19843,73.198,0.58995,8.63648,0,0,"negative"
1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
1.51720948,12.8713,3.47975,1.33004,73.0412,0.5589,8.43204,0,0,"negative"
1.52042146,13.3767,0,1.40066,72.2516,0.32913,12.49932,0,0,"negative"
1.51654886,12.7516,2.85115,1.43918,73.2708,0.57132,8.78712,0.11025,0.1122,"negative"
1.5151365,14.853,0,2.42144,73.7188,0,8.389,0.5607,0,"negative"
1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
1.51720948,13.3767,3.5022,1.15028,72.8508,0.50301,8.43204,0,0,"negative"
1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
1.51568322,13.23705,3.48873,1.47128,73.2484,0.37881,8.03392,0,0,"negative"
1.52613924,13.70255,0,1.35893,71.238,0.19251,13.43544,0,0.051,"negative"
1.52171992,11.56125,1.88131,1.56116,72.862,0.47196,11.41256,0,0,"negative"
1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
1.51666276,12.858,0,1.8308,73.8812,0.96876,10.17516,0,0,"negative"
1.51652608,11.94695,0,1.1888,75.1804,2.70135,8.927,0,0,"negative"
1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
1.52365622,15.79065,1.83192,1.31078,70.4316,0.3105,8.61496,1.67895,0,"negative"
1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799,10.17516,0,0.0153,"negative"
1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
1.51768786,12.55875,3.52016,1.42955,73.1476,0.57132,8.53964,0,0,"negative"
1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0,0,"negative"
1.53393,12.2994,0,0.99941,70.1628,0.11799,16.19,0,0.1224,"negative"
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
1.5163894,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0,0.459,"negative"
1.51215232,12.991,3.47077,1.12139,72.9796,0.621,8.34596,0,0.1581,"negative"
1.52058092,12.85135,1.61191,2.17106,72.1788,0.75762,9.70172,0.2394,0.2601,"negative"
1.51645774,13.40995,3.55159,1.24979,72.8116,0.6831,8.09848,0,0,"negative"
1.51618438,13.52965,3.55159,1.53869,72.9908,0.39123,7.77568,0,0,"negative"
1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
1.5171867,14.75325,0,2.00093,73.0188,0,8.52888,1.59075,0.0408,"negative"
1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0,0,"negative"
1.52408904,13.8289,2.90054,1.16954,71.1484,0.08073,10.78848,0,0,"negative"
1.51682222,14.5604,0,1.97846,73.2876,0,8.51812,1.5687,0.0357,"negative"
1.5167311,12.7915,3.52016,1.53869,73.3604,0.65826,7.9048,0,0,"negative"
1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
1.515706,12.71835,3.46179,1.56116,73.198,0.67068,8.08772,0,0.1224,"negative"
1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
1.51734616,13.0176,3.53812,1.68956,72.7276,0.54027,8.4428,0,0.0357,"negative"
1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
1.5132002,12.99765,0,3.0185,70.7004,6.21,6.92564,0,0,"negative"
1.5162755,12.99765,3.57853,1.53869,72.8284,0.60858,8.04468,0,0,"negative"
1.523679,13.4432,0,1.58042,72.218,0.32292,12.24108,0,0,"negative"
1.51784732,13.7745,3.48873,1.27868,72.862,0.60237,8.48584,0,0,"negative"
1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
1.51591102,13.0176,3.57853,1.5098,73.1196,0.68931,7.9586,0,0,"negative"
1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
