"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
163,1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
39,1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
153,1.51545542,14.14145,0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,"negative"
1,1.51588824,12.87795,3.43036,1.40066,73.282,0.68931,8.04468,0,0.1224,"negative"
91,1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0,0,"negative"
98,1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
13,1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
135,1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
114,1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
41,1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
185,1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
92,1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
154,1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
24,1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
72,1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
36,1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
123,1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
73,1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0,0,"negative"
19,1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
55,1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
63,1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
87,1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
190,1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
95,1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
139,1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
86,1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
9,1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
103,1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
181,1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
166,1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
57,1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
168,1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
37,1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
7,1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
116,1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0,0,"negative"
108,1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
25,1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
49,1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
31,1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
10,1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
140,1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
106,1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0,0.051,"negative"
162,1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
120,1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
8,1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
111,1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
14,1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
46,1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
117,1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0,0.0612,"negative"
189,1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
81,1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0,0,"negative"
99,1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
164,1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
177,1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
145,1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
184,1.51796122,13.50305,3.35852,1.62857,71.938,0.57132,8.80864,0,0.459,"positive"
105,1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
69,1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0,0,"negative"
67,1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0,0,"negative"
4,1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
89,1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
23,1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
104,1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
74,1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0,0.0714,"negative"
88,1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0,0.051,"negative"
85,1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
138,1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
107,1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
167,1.51602492,14.853,0,2.37971,73.282,0,8.75484,0.63945,0.459,"negative"
30,1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
127,1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
17,1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
70,1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
174,1.51509094,15.15225,0,2.25131,73.5004,0,8.3352,0.63,0,"negative"
0,1.51932977965064,13.6427,3.53962114785112,0.747699227415016,72.6539180842929,0.160131233403236,8.89515168866489,0.149177963874489,0.120763113612682,"positive"
0,1.51771532193609,13.5325230992943,3.46823837407506,0.985936694627511,72.6688807222951,0.376587364699901,8.60840565534538,0.0752886425759643,0.0609479487519711,"positive"
0,1.51710434333693,12.9126676381508,3.57571475945244,1.27164460337555,72.6127309435651,0.577430523295552,8.79461616141841,0.0105336394652724,0.00852723194807768,"positive"
0,1.51749003712213,13.3570522518974,3.56025215511615,1.19432783426019,72.6846903155537,0.441326488366574,8.57649017053487,0.0447290533388034,0.072122052965546,"positive"
0,1.51848986206179,13.5105364738292,3.54836010754973,0.955060442609682,72.6656206624405,0.290948652388304,8.74748139344977,0.101938012678362,0.0991373948758934,"positive"
0,1.51885143494877,13.538246320936,3.51409470447175,0.837127353147937,72.7110626763225,0.223629918409106,8.84085942656345,0.125101683426462,0.101272791345231,"positive"
0,1.51614726813089,13.3353318983987,3.52928888321107,1.32987753009044,72.6712286209434,0.552310674453378,8.34447651829168,0.00250680863186717,0.00202932127341628,"positive"
0,1.51727715399187,13.3243723293276,3.56278421469058,1.24527274399878,72.6887506338023,0.473344997983575,8.54008265023969,0.0325480985932052,0.0663699354467913,"positive"
0,1.5192317998175,13.634683340174,3.53303529331886,0.766267736487014,72.6506320030311,0.177113035173502,8.87388727835248,0.145676559737138,0.117928643596731,"positive"
0,1.51887910992247,13.6092592855482,3.49960327794096,0.976917893973477,72.4686408482848,0.28453543619619,8.86289142083133,0.106474338565953,0.0861935121724382,"positive"
0,1.51844084105987,13.3469901004198,3.5533482872971,0.960722412500561,72.6344276945794,0.329954724481087,8.85417152899856,0.0942211076634005,0.0762742300132289,"positive"
0,1.52018267673602,14.0531515825215,3.72390258911685,1.09101795660659,71.6442358686406,0.18708620071373,9.26453933462889,0,0.150305548777571,"positive"
0,1.51978782714482,14.0357343385987,3.74153769722313,0.969994986261725,71.8571519278645,0.163334591529965,9.22372677866101,0,0,"positive"
0,1.51874227690539,13.8831469895554,3.65654403297983,1.02028194480679,72.0802243319407,0.287731978292135,8.91974726106666,0,0,"positive"
0,1.51962687342614,13.9155174457048,3.63248471492996,1.22551222791443,71.7177349712282,0.283220603851005,9.15047438119002,0,0.227540182678029,"positive"
0,1.51785494630982,13.5519248629683,3.42181226173003,1.50000370736388,72.0236676738083,0.561273727035953,8.80680666097182,0,0,"positive"
0,1.51978635323479,14.0333652622585,3.79518626646364,0.753052341948394,72.137617830462,0.026333653565892,9.24925420542371,0,0,"positive"
0,1.51661443692049,13.4226197826751,3.39706833045393,1.27243028776228,72.6221907590747,0.514385661122203,8.65891169222713,0,0,"positive"
0,1.52210182066518,14.1888456820003,3.78135084232251,0.909019729469758,71.3620901915792,0.228309004863133,9.14438936260402,0,0.187500148921413,"positive"
0,1.52094076314924,14.2480131255919,3.85625718863948,0.892933113505698,71.5507832990229,0.0532660764224385,9.42201375123396,0,0,"positive"
0,1.52178268787382,14.2392035839662,3.82725225927991,0.878634604411346,71.4150985094382,0.141310996331403,9.2747595340696,0,0.116052509064437,"positive"
0,1.52169045200852,14.2537580415104,3.84051870204737,0.869852685479652,71.4304189910635,0.116166803023797,9.31243916430712,0,0.0954026884736493,"positive"
0,1.51634734320731,13.1261751688437,3.43836910880086,1.2837268004091,72.9058294711843,0.532925624713311,8.50772115931159,0,0,"positive"
0,1.51857382247553,13.4801772908511,3.5007382997828,0.886103395889471,72.7454540509939,0.258192098457003,8.8109166683255,0.11059282223694,0.0895275227632373,"positive"
0,1.51715934913509,13.3588987088651,3.5324504814625,0.935548930782783,73.0046262699006,0.277613583951336,8.76552191925377,0,0,"positive"
0,1.51764625831643,13.4879834854478,3.40714965596286,1.4974147379624,72.1208290983502,0.572797747412478,8.7698098958849,0,0,"positive"
0,1.51627511231176,13.1841612312819,3.46417350111149,1.29963035991242,72.8392426052265,0.540309632527563,8.45867676173051,0,0,"positive"
0,1.51663446745675,13.1184941285839,3.43256230883438,1.17784051718864,73.0068509508055,0.460172488061758,8.62873582476079,0,0,"positive"
0,1.51680583398133,12.9069001518707,3.52961623071024,1.29679218713406,72.7182857164232,0.584902031725771,8.7314410969176,0,0,"positive"
0,1.51680782949738,12.906151176356,3.53036541479511,1.29700643042248,72.7166271663556,0.585264693553937,8.73229389866767,0,0,"positive"
0,1.51659039883708,13.1431667211985,3.48925744346314,1.3239970809614,72.8445426058689,0.541365709432871,8.50862653152254,0,0.0269997633139137,"positive"
0,1.51672330503055,12.9378756799281,3.49863207677474,1.28793168520685,72.7868786986323,0.569903354982161,8.69617160676965,0,0,"positive"
0,1.51668924114424,13.1252860204248,3.40053103528432,1.30577692475237,72.8348736098608,0.531604572610322,8.61912940462434,0,0,"positive"
0,1.52124746893981,14.2127774317112,3.84866776277602,0.736673142009042,71.6089047569573,0.0413435361699387,9.54621624922015,0,0,"positive"
0,1.5212257124427,14.0730506746126,3.78005552607089,0.617107914933395,71.7479629649788,0.0947224046199583,9.62329040710021,0,0,"positive"
0,1.51944291739568,13.6617205783387,3.54896966927742,0.740640134838563,72.6069473904055,0.159010058771409,8.93186363392461,0.143743657130376,0.116363912915066,"positive"
0,1.51771226430894,13.0701119914776,3.61107896930056,1.17814113779682,72.4618260729391,0.518544766433649,8.94312307780579,0,0,"positive"
0,1.52020470966996,13.914695282752,3.72636225218916,0.599718841410554,72.1489912003711,0.097134289984759,9.43539211626031,0,0,"positive"
0,1.52124509873195,14.1975552451188,3.84119297203921,0.723647403529906,71.624054110121,0.0471587652105885,9.55461290306843,0,0,"positive"
0,1.52010770658231,13.8492181901114,3.62183449595587,0.93691231633344,71.8420599819545,0.268515907330751,9.36166567544816,0,0.156551728826249,"positive"
0,1.52024651925778,13.8883576411149,3.65979288736091,0.842988300355317,71.8615858390562,0.242556398297225,9.40621882199839,0,0,"positive"
0,1.52021099195156,13.8203141007927,3.63943417763908,0.670685465470951,72.2546452643009,0.13858245650148,9.24156713693811,0.0815726937001571,0.06603503775727,"positive"
0,1.52094280959312,13.9714212253301,3.72562831419467,0.604033002163814,71.9189735393755,0.119119137997404,9.53665110427447,0.0223365069486201,0.018081934196502,"positive"
0,1.52123469648749,14.1307489078159,3.80838800093979,0.66648072296286,71.690540799877,0.0726803386341222,9.59146369883295,0,0,"positive"
0,1.51708905759277,13.3813032685513,3.5982904145552,1.12113602320393,72.8071365177121,0.382232863758691,8.61498644800331,0,0.0328638809414115,"positive"
0,1.51776702012738,13.5833469008196,3.52307453403549,1.10623697928394,72.4963042447537,0.332709180986909,8.85356071195613,0,0,"positive"
0,1.51636486453429,13.3805083022046,3.54867267309634,1.22847248834912,72.7248343082655,0.478855192656442,8.43055128217777,0,0,"positive"
0,1.51694714266947,13.488468717429,3.59054770473177,0.990082212978362,72.8389604358936,0.307251499540173,8.63496969116773,0,0,"positive"
0,1.51709464976383,13.3834220216463,3.59871254601122,1.11731333612112,72.8087159850754,0.379638024519011,8.61751547610285,0,0.0325975025170483,"positive"
0,1.51920856112458,13.6427,3.5482778512587,0.740025030924247,72.6811259681431,0.152468604890294,8.89764111749337,0.137517442224361,0.111323643705435,"positive"
0,1.51777251905583,13.6106363591366,3.58160263720717,0.896246951114032,72.7288138091147,0.20828807970101,8.88732673963763,0,0,"positive"
0,1.51776212616858,13.5590597171832,3.47098545358909,1.29312476271679,72.2893744324714,0.443441981178643,8.82350948464919,0,0,"positive"
0,1.51662270659436,13.1131074570664,3.43032414526112,1.18326947027219,73.0069007985465,0.464263029298056,8.62567090079665,0,0,"positive"
0,1.51841362483321,13.6427,3.60504745509808,0.689698587467174,72.8595519479608,0.102218022819199,8.9139664877556,0.0610491651596501,0.0494207527482882,"positive"
0,1.51865287096945,13.6427,3.58796192444384,0.704844967470765,72.8058523914814,0.117341571378708,8.90905316098928,0.0840632607936859,0.0680512111186981,"positive"
0,1.51882363193851,13.6053261448941,3.49507312097886,1.00372100374691,72.4474043241341,0.299010994196492,8.85914789200004,0.101213915152475,0.0819350741710514,"positive"
0,1.51735058454089,13.4163898143532,3.47047793030743,1.46600107510311,72.2945837685421,0.570318662820915,8.65383993464827,0,0.0197411806834862,"positive"
0,1.51643818929472,13.3715305635174,3.50399430719188,1.37695606565362,72.5403437564218,0.562764260142005,8.428937865989,0,0,"positive"
0,1.51765666187281,13.5018559243273,3.42326418452404,1.50631852951093,72.1015693957776,0.575760336193498,8.75441304123163,0,0.00484449029155075,"positive"
0,1.51717268730422,13.4717984671385,3.39922985354894,1.40307447338012,72.328395977365,0.550518118866936,8.71951538499028,0,0,"positive"
0,1.51742627642465,13.4900696463597,3.43196176076094,1.48376601819362,72.1643461041782,0.573833849682617,8.69746008312229,0,0,"positive"
0,1.51695609056942,13.3062350866628,3.53133032328034,1.41403710701321,72.5433542540438,0.563305051826821,8.52421424825609,0,0.0389410819555633,"positive"
0,1.51771678605191,13.5271281747527,3.40769716174135,1.51235443147496,72.0541964067727,0.577824370954614,8.77615385239285,0,0,"positive"
0,1.51727864515762,13.3963021482595,3.48157488979952,1.45652499666526,72.339949215414,0.569039670273664,8.6302015710482,0,0.0232424485262018,"positive"
0,1.5172428524525,13.4680645935951,3.44533355297478,1.46393830749199,72.2341445873335,0.571778941747751,8.64761284780696,0,0,"positive"
0,1.51694214990681,13.4489421661217,3.39580045366371,1.3571040935155,72.4428111450281,0.53984611666285,8.69280578276614,0,0,"positive"
0,1.51673360871251,13.1466332312367,3.47991517121728,1.29399382965359,72.6246421423582,0.563116147977677,8.7139720402475,0,0,"positive"
0,1.51714981453181,12.9274444394737,3.57495379278816,1.26106620635357,72.6134691245411,0.569010740693919,8.79664239287291,0.0133809089440852,0.0108321643833071,"positive"
0,1.51688334257998,12.945819495423,3.57644948537423,1.32714146357149,72.6307588096291,0.597069981446732,8.70734686013967,0,0.011815840302268,"positive"
0,1.51681459059112,13.0602200282507,3.57373924454903,1.34845518373582,72.6578008561701,0.582076132427137,8.60342813843221,0,0.0272080766146537,"positive"
0,1.51773522915477,13.5124747631917,3.41227304459797,1.51409446339604,72.0534065588698,0.578324001493184,8.78712,0,0,"positive"
0,1.51648575960403,13.0270334234218,3.40944950517092,1.26242825047649,72.9843118304234,0.526732237079954,8.59465443005091,0,0,"positive"
0,1.51680944407741,13.0687836192105,3.57353636617726,1.3500506481695,72.6598251214385,0.580953749630973,8.59564917618632,0,0.0283602811759338,"positive"
0,1.51659508304172,12.9860011410586,3.45049321395645,1.27416547142986,72.8934489205508,0.546600500119007,8.64137478541902,0,0,"positive"
0,1.51691230895619,12.8713383768802,3.57713471791992,1.31159615102842,72.6117402181845,0.607176525334306,8.77435312659178,0,0,"positive"
0,1.517277585527,13.1376621319989,3.50748711611457,1.39765784387935,72.3721633145273,0.595651377654187,8.78712,0,0,"positive"
0,1.51782370457488,13.4165176373299,3.38803396808162,1.58593901087834,72.0281476594284,0.576318365759379,8.80575312852545,0,0.397425929051125,"positive"
0,1.51644025290822,13.4131204879733,3.39209067533833,1.26490625600791,72.6500144807408,0.537923912289713,8.57029011144606,0,0,"positive"
0,1.51622740468989,13.2812954156837,3.39893,1.23507705622988,72.8058796559859,0.564808911966174,8.41948369160965,0,0,"positive"
0,1.51641458896556,13.443809612455,3.40066520037449,1.27858478483272,72.5628781555377,0.587550090350644,8.41384339746893,0,0,"positive"
0,1.51668300343175,13.4609835929967,3.40211465850668,1.32677039020036,72.458026484862,0.5855453832235,8.48852438729074,0,0,"positive"
0,1.51716091135783,13.5622387350657,3.55817961287277,0.859016275042784,72.8870186708435,0.255636015928688,8.70607158897795,0,0,"positive"
0,1.51609326,13.3509151060955,3.50009784678088,1.31317943446867,72.6753470868142,0.565825419379876,8.33280008011184,0,0,"positive"
0,1.51653458669091,13.2896450999117,3.52135571457067,1.33606426672484,72.6964363849677,0.567670557745756,8.40936736828381,0,0.0365942529779859,"positive"
0,1.51630678269681,13.4170167869458,3.39472140953181,1.24797932708821,72.6647794031629,0.557935655358334,8.47572429878978,0,0,"positive"
0,1.51612993445112,13.4280243446713,3.40440031772222,1.20846908152989,72.6952226679832,0.578466118319775,8.33754926919624,0,0,"positive"
0,1.51627800489213,13.4178568765027,3.39528862789433,1.24432967486251,72.6679629004315,0.562250431120489,8.45533475676045,0,0,"positive"
0,1.51645493134381,13.4126919910609,3.39180135937798,1.26676780124058,72.6483907029677,0.535723113486604,8.58069002146866,0,0,"positive"
0,1.51649695142099,13.1978038759353,3.39506566110124,1.26770810325057,72.8485510404251,0.52164,8.61046192865301,0,0,"positive"
0,1.5175333780584,13.5075586368304,3.40459537274415,1.4749981229484,72.1493860051062,0.567215160505031,8.76130429506967,0,0,"positive"
0,1.51628503541619,13.4176516395186,3.39515005435165,1.2452212983922,72.667185160281,0.561196315452217,8.4603159972482,0,0,"positive"
0,1.51624065665274,13.3559670607738,3.48410896379564,1.31993838926572,72.6607296586215,0.546845567864254,8.43615182511106,0,0,"positive"
0,1.51662836064528,13.323748685755,3.4794916774922,1.32989225563474,72.6687113994071,0.540216408147882,8.54531405040921,0,0.0254266456130426,"positive"
