"Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
91.5562006586697,103.449981203303,9482.24351513945,1.13278175516124,0.453543836934725,0.609006181861972,5.03652687927708,4297.79766920954,5778.53932572738,972.104339785641,"positive"
78.9973741015419,76.9949357672594,6460.39773143223,0.943467270051362,0.452500281346263,0.548988371021114,125.062655876768,2920.2288759842,3744.59429868823,516.904154706281,"positive"
74.5070142401382,68.3349560345523,5430.50162322028,0.887498141778866,0.452981391331414,0.529102491634898,163.804839280979,2456.59922029427,3050.83370010136,353.006019765045,"positive"
86.9620576761663,92.3553969468921,8287.15479986928,1.04274136174936,0.451646922391839,0.584260541137308,56.3445038068481,3742.58245506417,4975.13791096769,807.61510518007,"positive"
83.4487475454807,93.2548409886658,8367.0601334013,1.11576142520597,0.454730957990047,0.627266976836603,4.69771495880559,3780.38883388229,5125.99120528623,883.686544944998,"positive"
69.7315985856112,79.1268812466878,5660.20665269159,1.13645424939762,0.412486783865839,0.477808460869361,58.9146961504244,2372.94106505718,2834.16393729229,224.036613199394,"positive"
72.2760469829664,64.0323763242923,4918.8133473075,0.859690728466259,0.453220423537539,0.519222493781708,183.05330606625,2226.25185099128,2706.1492588683,271.575714878272,"positive"
73.7531406981871,66.8810570607893,5257.59534156276,0.878101646559546,0.453062163496623,0.525763908806257,170.309152504713,2378.76177708781,2934.3602378699,325.489635483827,"positive"
87.6276801363565,101.953401956707,8965.923675064,1.17300232241349,0.460465515950229,0.603581082093064,7.17663520190865,4112.2218426317,5426.28198555997,820.014473850373,"positive"
86.2804563743994,91.0408801506273,8130.82467272831,1.03424568838091,0.451719951102743,0.581242021086626,62.2252624668786,3672.20712065673,4869.8305098447,782.736657665577,"positive"
81.3437146008946,99.5595103241503,8140.03106183186,1.23733816003846,0.471537264750805,0.594903224925045,10.599900236465,3815.37928019464,4862.81974254688,576.735236691777,"positive"
83.9598076939583,93.8297836557031,8436.88372618705,1.11588120492827,0.454531325119548,0.626396577521227,4.67375901434571,3811.72320923582,5167.83425494283,891.408344375901,"positive"
79.3064882573672,98.7834240980446,7872.2813138254,1.25819547736505,0.475126663546544,0.592089912355412,11.7097035397962,3719.14458815753,4680.14844707726,497.865473963786,"positive"
86.5911175608635,96.7900072559714,8796.38643675297,1.11649791817833,0.453503469702788,0.621915127904154,4.55041636433452,3973.05539545044,5383.2727502957,931.165791896172,"positive"
84.1347561683506,86.9027440389618,7638.69300404098,1.00750106795551,0.451949847553391,0.571739634459838,80.7380573160667,3450.6635743822,4538.31982801016,704.418600144796,"positive"
87.4972905102186,101.903729718179,8948.78675277159,1.17433726382395,0.460695250053424,0.603401020228397,7.24766650300473,4106.06248505414,5414.59038241627,814.966532609891,"positive"
73.143929543905,65.7061498346739,5117.86841181992,0.870508264672244,0.453127436120296,0.523065973694436,175.565339313694,2315.86072540819,2840.23711453332,303.253428352531,"positive"
28,31.5945425936952,884.647192623466,1.12840353337303,0.496109148126096,0.752730977751315,7.22029211064801,438.621829625219,666,60.7836277810857,"positive"
28,31.2614685830195,875.321120324545,1.1164128689887,0.502770628339611,0.760724754007533,7.36018319513183,439.954125667922,666,59.7844057490584,"positive"
28,32,896,1.143,0.481063264483586,0.742009037783369,7.42656564231962,431.054226700217,665.009037783369,58.0361511334777,"positive"
28,32,896,1.143,0.468321308702696,0.727105672413716,7.02729381773388,419.591926929308,651.619417898124,59.729381773388,"positive"
28,32,896,1.143,0.47891463221889,0.735661818330642,7.03951688332949,428.962943885941,659.360692775343,60.9516883329488,"positive"
28.3416156668682,31.6583843331318,897.024847000604,1.11772044065176,0.479459608328296,0.737192533663241,7.00900611997582,429.826070995769,661.558996330714,61.3167686662637,"positive"
28,32,896,1.143,0.484023706750944,0.742431958107278,7.26585591923445,433.591748643667,665.431958107278,59.727832429111,"positive"
28,32,896,1.143,0.48393124687369,0.742418749553384,7.27087516971398,433.512497320306,665.418749553384,59.674998213537,"positive"
28,32,896,1.143,0.484720941930544,0.740351530020824,7.04621647145832,434.099294784712,663.603765256936,61.621647145832,"positive"
28,31.4752089569811,881.30585079547,1.12410752245132,0.498495820860378,0.755594985032454,7.27041223806795,439.099164172076,666,60.4256268709432,"positive"
28,32,896,1.143,0.467735582229681,0.72663258564705,7.02661797949579,419.073784280103,651.191387013998,59.6617979495786,"positive"
28,32,896,1.143,0.484630259325728,0.742518608475104,7.23292877946049,434.111650850624,665.518608475104,60.0744339004159,"positive"
28.879538994981,31.120461005019,898.638616984943,1.07791411437141,0.466011525125476,0.728047837085323,6.94445532060228,418.5296811054,654.565993065247,60.240922010038,"positive"
28,31.2119198818691,873.933756692335,1.11462911574729,0.503761602362618,0.761913922835141,7.38099364961497,440.152320472524,666,59.6357596456073,"positive"
28,32,896,1.143,0.471237714037299,0.729461230568588,7.03065890081227,422.171823956072,653.750637181103,60.0658900812268,"positive"
28,32,896,1.143,0.465533414894715,0.724853912030347,7.02407701718621,417.125713176094,649.582110884599,59.407701718621,"positive"
28,32,896,1.143,0.487193070602836,0.742884724371834,7.09380473870318,436.308346231002,665.884724371834,61.5388974873349,"positive"
28.0461874601897,31.9538125398103,896.138562380569,1.13958212794596,0.486845313495258,0.742214813176775,7.04445750477724,436.030063336017,665.399563017534,61.9076250796206,"positive"
131.333637089236,321.797703605378,41716.8207215876,2.4872462785705,0.424068950911053,0.576867565784138,17.5877449833322,17248.8236426807,23873.2824829165,1215.45386031782,"positive"
108.66469729878,118.098227568902,13458.1573371151,1.09580834549339,0.486506647210568,0.61883234864939,15.3980429109652,6928.2223215038,8409.91323690349,838.457162684761,"positive"
116.779825307429,125.401842776686,15419.5837768055,1.08431191414781,0.504900937363505,0.622889912653714,21.1733090104535,8255.58675945178,9706.03443201818,740.264113780111,"positive"
156.248850692762,155.184329399606,24214.2857485902,0.996179692148697,0.632700499744853,0.710741994871292,39.6097633348196,15317.0977424667,17216.3563079028,558.875794774387,"positive"
156.395289957989,155.902909143595,24318.2998232145,1.00304155919421,0.618156778438017,0.675951514273416,45.1864464512328,15063.2746964239,16480.5272998151,350.332951166667,"positive"
164.794677204452,147.777946422808,24320.2539973352,0.899326991682872,0.752911792675965,0.894192403988913,20.3018926360738,18308.1370215584,21754.7599073779,1234.56581096537,"positive"
176.179955864325,143.68296843674,25159.1481242338,0.828470977667719,0.799710183225572,0.879617192720994,34.9100582187064,20210.1973417634,22246.5936076352,631.973489362746,"positive"
166.044774883892,146.69452843396,24335.7552085603,0.885159217982553,0.77049650003342,0.921027834174223,17.4775052789925,18745.6712093623,22418.6451150058,1333.40686748642,"positive"
161.16191490856,150.926340412581,24275.2077448661,0.940498297702987,0.701810936380411,0.816209106703754,28.5095135832601,17036.670217996,19825.5209441059,947.33540543681,"positive"
142.449498290196,237.761792926118,32716.5302243941,1.74114967476204,0.507660227142274,0.60977051493898,32.6519600828737,15674.3730621766,19572.7781014889,746.809152085334,"positive"
121.756092432886,129.880483189598,16622.3475410286,1.07726220238674,0.516180476181209,0.625378046216443,24.7147524480708,9069.53818560578,10500.8272297392,680.051281562075,"positive"
155.901448456105,155.485411338042,24209.9779608557,1.00011691749748,0.627813708282541,0.703284426857717,40.3946607881738,15195.5069596367,17031.8625600887,531.407857929356,"positive"
162.958437475143,149.369354188209,24297.4846246918,0.920137708615046,0.727082020483678,0.854774457799736,24.4505702644936,17665.4531163001,20779.5941951326,1089.38045636797,"positive"
98.3918387135491,108.852654842194,10975.2074170648,1.11036156182247,0.463221501084045,0.613695919356774,8.08719188447576,5247.92508557951,6769.16650653235,962.758751566056,"positive"
145.624847771367,213.756150848465,30145.5132564795,1.52802021758584,0.53153885524068,0.619169549403247,36.9551936997566,15224.6165616636,18344.2988942135,612.936417959165,"positive"
144.019037255319,225.89607834979,31445.7059151134,1.635802219423,0.519463160159998,0.614416350275744,34.7789992884081,15452.0635631566,18965.5548666622,680.637389315758,"positive"
117.567805202678,126.11102468241,15610.0385174872,1.08319560929621,0.50668702512607,0.623283902601339,21.7340880359057,8384.47400431801,9831.8879542877,730.729557047598,"positive"
128.312760751694,135.781484676525,18207.0942736845,1.0679735889351,0.531042257703841,0.628656380375847,29.3809147349559,10141.9905669522,11548.0364380581,600.715594904497,"positive"
138.212357551791,269.794576908462,36147.258337466,2.0255465611238,0.475796928789467,0.597228578353301,26.9097869541869,16274.5216763644,21212.0431103632,925.447005616501,"positive"
163.958741655108,443.932260113768,73759.896614118,2.70787315289956,0.352097293493338,0.462250622135121,15.2353416170576,25615.5072168463,33242.7729075477,1668.68471004441,"positive"
131.59066481702,356.679183419794,47346.1386065502,2.71068776827678,0.394316524151713,0.556540237272158,13.2862204683293,18509.3070431976,25969.8067727983,1387.22317232192,"positive"
155.592271948233,207.659026661422,30581.2348451559,1.43623703599162,0.674232912683627,0.840163492287509,13.0631019320129,18899.8798189883,23986.1896014079,1447.05449742917,"positive"
154.422260431573,213.567584820557,31167.8786196094,1.49029156806134,0.662562047804939,0.828580378272571,13.0633944348921,18849.8910769389,24036.0905925934,1443.19345942419,"positive"
131.676355944481,319.206749059726,41439.3281188728,2.46424298900645,0.426646196702495,0.577882013595663,18.0521975759603,17200.2809440237,23740.6914121993,1201.00483338069,"positive"
149.557397994911,184.026071158471,26961.4059914802,1.26406744658155,0.561111632921733,0.630809898064937,42.2845857627038,14667.6101480008,16822.8738637287,447.14010053454,"positive"
163.857267836109,165.920797427651,26437.165906975,1.05439422597177,0.756676246665185,0.921986951577477,13.061035683041,19253.0017682977,23633.68752679,1474.32898385916,"positive"
144.733616089914,220.49386236025,30867.1257243184,1.58783968804497,0.524836792996153,0.616531503626145,35.7473965250514,15350.8506170246,18689.0986071341,650.510745649226,"positive"
128.158105255105,345.804724271409,44287.9853370469,2.70038797527738,0.400188951518387,0.56746799155511,13.2842642417178,17698.605971667,25101.8322389051,1349.33428244479,"positive"
150.13733055396,179.641781012062,26491.8461970696,1.2251423732182,0.56547272576578,0.632526498439722,43.0705103667267,14585.4685003371,16598.5095552839,422.690143845044,"positive"
144.099800815806,390.399463068694,57554.1374570373,2.70960001732036,0.378000259805471,0.520100580232218,14.0394880056474,21255.6062704092,28780.5552441776,1495.99826796353,"positive"
142.897986425785,234.371222621063,32353.3983507701,1.71104715110129,0.511032857921906,0.611098039820325,33.2597512042243,15610.8492026518,19399.2670115922,727.90089228889,"positive"
134.862821022514,295.117073069792,38859.3110744907,2.25036745296884,0.450608414089307,0.587313950226642,22.3704950497113,16748.9500303711,22507.9118028097,1066.6634656908,"positive"
137.778794884915,273.072310670046,36498.3053575824,2.05464728732454,0.472536537534557,0.595945232859347,26.3222228280362,16335.9314925007,21379.7798349243,943.726007652003,"positive"
166.480014652014,152.67592600733,25122.1206534803,0.933223323076963,0.782838146153838,0.947952145054936,13.060379996337,19365.0586260073,23521.8273750916,1482.98404835165,"positive"
140.947039688006,281.617449575569,37924.3543004338,2.11284676641412,0.52814672088786,0.69517569291126,13.066763240078,18274.1622706701,24610.8087573065,1398.72523097042,"positive"
155.229725159705,209.489887943491,30763.0158049241,1.45298669762164,0.670616508468054,0.836574279081076,13.0631925687101,18884.3900074484,24001.6522219386,1445.85809302703,"positive"
80.7789356012363,99.3443564195186,8065.80296473391,1.24312042122544,0.472532351559727,0.594123292020755,10.9075703200884,3788.70019602031,4812.17789224419,554.870221133577,"positive"
67.6135890411679,67.1750136991031,4617.28043839382,0.979580602745526,0.466694575342815,0.522470136987278,159.902659723661,2184.02936988254,2494.14257536759,84.0343013720121,"positive"
71.6300562415272,93.5689410157502,6718.46656521037,1.30319310288876,0.486203130315989,0.576979334706441,27.8526937964186,3273.63954323716,3895.88962829299,203.954536354169,"positive"
67.1108727585524,81.9437591808382,5543.04437239468,1.21566094620526,0.43605302305962,0.49827369599021,50.3355779147078,2462.17776947003,2834.49751670752,99.4943689208012,"positive"
58.3357291382272,75.6624805778265,5010.44193402678,1.25991203957656,0.484186715108342,0.625852776254062,13.0079896262009,2442.28739147168,2958.23355155881,166.062843890395,"positive"
56.1312739921268,72.3814310580492,4703.6638039276,1.24812076786486,0.483571518323384,0.632927539281081,12.5753012207802,2291.97431034688,2786.13225096674,158.167818483431,"positive"
47.3223398583941,59.2704593241215,3477.78794680536,1.20100321319606,0.481113211123273,0.661198072082363,10.8462918233685,1691.32791778632,2098.42081173556,126.619542748667,"positive"
67.4282273612916,82.8561536637135,5631.90366116166,1.223277456671,0.439424915713724,0.503708393562119,48.0867238610471,2521.36440288089,2911.77336247452,106.991871410515,"positive"
73.5271064720582,96.5817548464984,7112.70542204194,1.31736533850036,0.485309383834945,0.584108861318557,14.8580905695073,3446.1376009658,4161.93054699455,274.120836275397,"positive"
73.2928020015825,96.4924960006028,7081.91112020798,1.3197641699838,0.485722205997212,0.583785298002185,14.9857307191379,3435.06950407475,4140.92124614189,265.049906061264,"positive"
65.5792212260421,53.8063109139912,3553.01544710947,0.815668681641109,0.456813360240776,0.494860859496286,226.786861005523,1632.13444403629,1784.14820788871,23.2938908918295,"positive"
68.7917590567376,91.2249437123537,6465.53223710507,1.31583964146627,0.487104676946066,0.592296215120237,15.0602894520666,3155.2427338222,3774.53337566205,203.510020807851,"positive"
67.6587584684603,67.4718413641676,4640.91050164308,0.983219968030229,0.46691396970395,0.52308315064339,158.417618009793,2196.28319022944,2509.90670549264,85.3829314154573,"positive"
38.9940329189412,46.8748396933079,2318.79751132429,1.15645645514783,0.478789032442495,0.687926126911305,9.21161948455498,1123.45359344967,1448.23182578804,96.7925830120221,"positive"
84.2448533065617,100.664706021547,8521.32357743382,1.20763602567092,0.466425734650344,0.598909559328109,9.01947038918734,3952.42354667187,5122.9551798217,689.050749439746,"positive"
68.6346933159512,73.8851275048219,5151.46384614473,1.06185243288521,0.471654224677477,0.53632798071648,126.331668609572,2461.04037242732,2850.50796726695,114.521557576256,"positive"
65.6228411570191,77.66566832643,5126.39552396536,1.17994818776846,0.420242687293328,0.472791154813953,60.8801418510731,2184.65987578407,2472.16182173416,64.3396223345771,"positive"
88.8340499438345,102.412971407175,9124.4751354754,1.16065139343217,0.458340007241815,0.60524702135101,6.51945088773966,4169.20845448971,5534.45314496383,866.718219254166,"positive"
45.143048318103,51.5240272511728,2694.11529025435,1.14204760842677,0.447523358137812,0.601093655589037,38.1598707394907,1125.10291165719,1337.91225491231,44.856951681897,"positive"
71.7386580593884,95.2486419207416,6838.82425662875,1.32672779342532,0.485223241881002,0.577524519267026,17.541934326659,3325.25972807594,3961.36323746108,208.825796653051,"positive"
64.8504910541233,53.4387057551648,3462.60172103671,0.824617327866145,0.446375043760287,0.480720624273177,219.897673337681,1535.85014097183,1656.00692820898,8.99017891753465,"positive"
45.5804340131581,51.4227941296995,2701.63271272182,1.12100161407143,0.441417951915413,0.589725161325186,38.1038190650567,1124.16642796993,1335.48090070114,44.4195659868419,"positive"
64.1734015706461,69.0117638751399,4425.42296654126,1.07649461571965,0.411843480102951,0.452282865967136,102.456502428565,1811.42556074704,1991.16622253018,22.5319685870782,"positive"
60.5558229770977,68.9653926303145,4303.57146360725,1.13726060780371,0.410183569219196,0.472061390894232,65.9708785856678,1740.29671677202,1938.34727356373,29.4441770229023,"positive"
44.3161705275998,50.5823053230997,2607.38499756157,1.1420935460818,0.449475708476501,0.607938366188202,36.6593172380025,1091.91295589949,1305.50323929009,45.6838294724002,"positive"
44.2691824559588,49.886756591266,2561.36626043171,1.11957796952361,0.444152848020429,0.600027852131752,35.6637672387599,1070.21779247373,1282.69365944131,45.7308175440412,"positive"
47.908394320868,54.6734490876552,2984.16935987771,1.14189397809329,0.440994068964617,0.578202735899482,43.1782055828418,1236.10082760151,1446.29845518735,42.091605679132,"positive"
67.7521943300962,83.7875586990267,5722.61441242695,1.23105266392231,0.442867064757273,0.509256327902898,45.7910129283555,2581.78424256295,2990.65931937844,114.645591048524,"positive"
71.776505196467,95.3574524398427,6849.42145501077,1.32763612471521,0.485625367712462,0.578172651489498,17.2737400515354,3332.3182191411,3970.57901533972,209.719935266534,"positive"
64.8161280080676,54.229055814445,3511.46597252786,0.83740038099885,0.444622528411448,0.47927737633884,213.937402999327,1549.83590071648,1673.01663600653,9.67743983864784,"positive"
64.4111512575764,63.5435210757423,4087.34291172633,0.988051732181571,0.423968714136397,0.46226835281821,143.69418562663,1714.6614381664,1873.48012749967,17.7769748484716,"positive"
64.4795939330943,61.9693395388313,3990.01742713992,0.962591056888923,0.427459290587809,0.46514294518996,155.565567695205,1686.80526923062,1839.60100311833,16.4081213381141,"positive"
45.5859989179298,52.0284987676423,2740.57588650286,1.14202300006012,0.446477502554888,0.597427008957136,38.9637030363432,1142.88245656691,1355.27345758886,44.4140010820702,"positive"
65.9976245965809,78.74317071517,5231.33488704264,1.18894299031794,0.424224761338672,0.479209321216447,58.2243327024789,2254.55698726233,2563.42158926744,73.1938810942229,"positive"
55.3496933900751,62.8667836855166,3746.66434435546,1.1316082385378,0.421042068072129,0.512966694792267,56.2830151570169,1526.10167090595,1728.76337104617,34.6503066099249,"positive"
64.5964215432759,59.2823045046534,3823.88856546162,0.919131185901351,0.433417498707073,0.470049704817589,175.829316681211,1639.25643188669,1781.77133607841,14.0715691344813,"positive"
28,31.7301115375012,888.443123050034,1.13328401535004,0.470096653874964,0.728207434637472,7.14684757737443,417.508550012484,647,58.4602230750024,"positive"
28,31.8289660180453,891.211048505269,1.13684277664963,0.46713101945864,0.725933781584958,7.1003859715187,416.223441765411,647,58.6579320360906,"positive"
28.2587486123666,31.7412513876334,896.7762458371,1.12385260268487,0.462258748612367,0.723034994449466,6.996712624887,414.517497224733,648.5524916742,59.2587486123666,"positive"
28,32,896,1.143,0.464499732207274,0.724631297060289,7.07394158973591,416.236602501245,649.36816735426,58.8684351469856,"positive"
28,32,896,1.143,0.469223138259957,0.729603303431533,7.17586772034643,420.462807916803,653.84297308838,58.6198348284233,"positive"
28,32,896,1.143,0.479304356692825,0.735976595790358,7.0399665654148,429.307700151345,659.645491429372,60.9966565414798,"positive"
28,32,896,1.143,0.465489163741469,0.725672803938389,7.09529248073697,417.121883347631,650.30552354455,58.8163598030806,"positive"
28.3056671549566,31.6943328450434,896.91700146487,1.12038063053321,0.462305667154957,0.723222668619826,6.9924899560539,414.611334309913,648.83400292974,59.3056671549566,"positive"
28,31.3620892628096,878.138499358669,1.12003521346115,0.481137322115712,0.736671946955379,7.31981804647949,422.292839583475,647,57.7241785256192,"positive"
28.7832453923766,31.2167546076234,898.34973617713,1.08503984096413,0.462783245392377,0.725132981569506,6.94950791468611,415.566490784753,651.699472354259,59.7832453923766,"positive"
28,32,896,1.143,0.464783284177538,0.724929772818461,7.08006034277845,416.490306895692,649.636795536615,58.8535113590769,"positive"
28.5782401973847,31.4217598026153,897.734720592154,1.10021022539353,0.462578240197385,0.724312960789539,6.96795838223537,415.156480394769,650.469441184308,59.5782401973847,"positive"
28.4321348168887,31.5678651831113,897.296404450666,1.11102202355023,0.462432134816889,0.723728539267555,6.98110786648001,414.864269633777,649.592808901332,59.4321348168887,"positive"
28,32,896,1.143,0.469925099485321,0.730342209984548,7.19101530468324,421.090878486866,654.507988986094,58.5828895007726,"positive"
28,32,896,1.143,0.484200362582691,0.73993106208602,7.04561580298003,433.638782284688,663.223341887351,61.5615802980028,"positive"
28,31.6662032974418,886.653692328371,1.13098331870791,0.472013901076745,0.729677324158838,7.17688445020234,418.339357133256,647,58.3324065948837,"positive"
28,31.0010109432042,868.028306409717,1.10703639395535,0.491969671703875,0.744976748306304,7.48952485669404,426.986857738346,647,57.0020218864083,"positive"
28,31.4537586378865,880.705241860822,1.12333531096391,0.478387240863405,0.734563551328611,7.27673344019335,421.101137707476,647,57.907517275773,"positive"
156.122262266465,156.071543894242,24306.6961463247,1.00545062706061,0.615651347856969,0.673140935095958,45.3282602463011,14992.2473454964,16400.9557881881,346.446321675554,"positive"
160.27005537739,232.140480860136,34134.9791367999,1.62913271972071,0.672475045571104,0.798906838644296,21.9415304783266,20622.0232834183,25292.6271716007,1044.23844804894,"positive"
135.683681874769,319.65130180167,41968.0310474571,2.45340130935097,0.464115948091261,0.622218323981389,15.1823613560805,18411.7499773521,25193.8649593953,1281.76781917596,"positive"
178.430945806671,142.292651119409,25254.8151967835,0.808609301705845,0.820366326225922,0.902789148009848,33.7408675604174,20795.785754706,22902.6247646559,664.016993247904,"positive"
177.521215318237,140.991067234427,24990.9057939821,0.797854842559435,0.848612776165362,0.977031264679506,21.1931223481568,21231.5141615295,24430.6695454386,1136.21614982095,"positive"
96.2439049081877,105.138817680534,10222.3250167114,1.1047137937271,0.466460312753916,0.624113658139482,5.11412105213851,5009.91512427526,6580.66164330207,1019.64867034275,"positive"
