"idx","Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
311,93,4,372,0.043,0.419,0.565,2.89,156,210,54,"positive"
323,48,402,19296,8.375,0.055,0.094,4.13,1058,1814,256,"positive"
329,11,85,935,7.727,0.25,0.664,1.73,234,621,135,"negative"
337,9,93,837,10.333,0.323,0.888,2.06,270,743,131,"negative"
345,1,51,51,51,0.471,1,2.4,24,51,10,"positive"
354,10,122,1220,12.2,0.273,0.54,2.03,333,659,164,"negative"
366,10,24,240,2.4,0.267,0.821,2.06,64,197,31,"negative"
388,10,34,340,3.4,0.356,0.803,1.83,121,273,66,"negative"
391,11,8,88,0.727,0.25,1,2.44,22,88,9,"negative"
409,9,47,423,5.222,0.333,0.757,2.39,141,320,59,"negative"
417,9,39,351,4.333,0.293,0.937,2.06,103,329,50,"negative"
423,1,46,46,46,0.783,1,12,36,46,3,"positive"
432,4,115,460,28.75,0.426,0.487,17.82,196,224,11,"positive"
445,10,22,220,2.2,0.336,0.836,2.74,74,184,27,"negative"
447,37,101,3737,2.73,0.282,0.695,2.44,1053,2596,432,"negative"
452,12,101,1212,8.417,0.292,0.792,1.99,354,960,178,"negative"
460,12,43,516,3.583,0.357,0.849,2.71,184,438,68,"negative"
477,9,41,369,4.556,0.444,0.976,2.88,164,360,57,"negative"
478,9,45,405,5,0.425,0.938,2.77,172,380,62,"negative"
480,1,29,29,29,0.586,1,2.13,17,29,8,"positive"
490,11,9,99,0.818,0.465,0.768,3.83,46,76,12,"negative"
491,11,8,88,0.727,0.602,1,4.08,53,88,13,"negative"
498,9,21,189,2.333,0.487,0.857,3.29,92,162,28,"negative"
500,3,286,858,95.333,0.406,0.427,87,348,366,4,"positive"
505,10,66,660,6.6,0.324,0.78,2.25,214,515,95,"negative"
512,10,53,530,5.3,0.343,0.811,2,182,430,91,"negative"
513,12,85,1020,7.083,0.305,0.828,1.94,311,845,160,"negative"
514,9,82,738,9.111,0.408,0.924,2.39,301,682,126,"negative"
530,10,65,650,6.5,0.475,0.971,2.76,309,631,112,"negative"
536,9,32,288,3.556,0.382,0.792,2.16,110,228,51,"negative"
554,10,130,1300,13,0.486,0.856,3.18,632,1113,199,"negative"
582,9,78,702,8.667,0.329,0.896,2.1,231,629,110,"negative"
587,9,22,198,2.444,0.318,0.909,2.42,63,180,26,"negative"
597,9,82,738,9.111,0.309,0.778,1.93,228,574,118,"negative"
611,9,81,729,9,0.287,0.826,2.22,209,602,94,"negative"
626,8,8,64,1,0.25,0.672,1.6,16,43,10,"negative"
635,8,71,568,8.875,0.329,0.776,1.83,187,441,102,"negative"
649,7,31,217,4.429,0.221,0.853,1.78,48,185,27,"negative"
673,1,15,15,15,0.867,1,6.5,13,15,2,"positive"
676,9,21,189,2.333,0.317,0.778,2.61,60,147,23,"negative"
680,9,92,828,10.222,0.35,0.917,2.07,290,759,140,"negative"
683,12,98,1176,8.167,0.245,0.624,2.23,288,734,129,"negative"
699,10,46,460,4.6,0.363,0.843,2.01,167,388,83,"negative"
723,9,47,423,5.222,0.286,0.738,1.95,121,312,62,"negative"
725,8,44,352,5.5,0.486,0.952,2.95,171,335,58,"negative"
732,15,300,4500,20,0.252,0.576,2.36,1136,2594,481,"negative"
733,6,35,210,5.833,0.533,0.943,2.67,112,198,42,"negative"
737,9,130,1170,14.444,0.513,0.925,2.86,600,1082,210,"negative"
742,1,36,36,36,0.583,1,4.2,21,36,5,"positive"
743,1,17,17,17,0.765,1,6.5,13,17,2,"positive"
747,5,23,115,4.6,0.226,1,1.63,26,115,16,"negative"
757,11,67,737,6.091,0.269,0.689,2.96,198,508,67,"negative"
786,9,64,576,7.111,0.307,0.842,1.99,177,485,89,"negative"
795,9,64,576,7.111,0.302,0.92,1.98,174,530,88,"negative"
829,1,35,35,35,0.857,1,10,30,35,3,"positive"
838,1,14,14,14,0.857,1,12,12,14,1,"positive"
863,10,38,380,3.8,0.397,0.887,2.7,151,337,56,"negative"
870,9,36,324,4,0.352,0.806,1.75,114,261,65,"negative"
881,8,84,672,10.5,0.36,0.954,1.94,242,641,125,"negative"
884,8,53,424,6.625,0.33,0.894,1.63,140,379,86,"negative"
892,8,83,664,10.375,0.294,0.955,2.17,195,634,90,"negative"
917,8,43,344,5.375,0.494,0.953,3.4,170,328,50,"negative"
938,9,76,684,8.444,0.358,0.795,2.19,245,544,112,"negative"
943,9,93,837,10.333,0.259,0.895,1.74,217,749,125,"negative"
958,12,168,2016,14,0.255,0.719,2.1,515,1449,245,"negative"
965,11,1,11,0.091,1,1,11,11,11,1,"positive"
966,13,106,1378,8.154,0.306,0.688,2.37,422,948,178,"negative"
970,9,34,306,3.778,0.366,0.846,2.38,112,259,47,"negative"
985,3,54,162,18,0.364,0.519,8.43,59,84,7,"positive"
992,11,71,781,6.455,0.37,0.726,2.41,289,567,120,"negative"
993,10,108,1080,10.8,0.297,0.831,1.84,321,897,174,"negative"
1007,13,409,5317,31.462,0.267,0.582,2.23,1421,3095,637,"negative"
1012,13,151,1963,11.615,0.302,0.726,2.59,593,1425,229,"negative"
1029,7,1,7,0.143,1,1,7,7,7,1,"positive"
1047,9,84,756,9.333,0.407,0.878,2.75,308,664,112,"negative"
1050,6,51,306,8.5,0.294,0.775,1.48,90,237,61,"negative"
1057,12,89,1068,7.417,0.429,0.879,3.5,458,939,131,"negative"
1082,9,71,639,7.889,0.39,0.768,2.44,249,491,102,"negative"
1103,10,124,1240,12.4,0.473,0.814,3.43,587,1009,171,"negative"
1114,10,119,1190,11.9,0.39,0.81,2.75,464,964,169,"negative"
1141,6,29,174,4.833,0.356,0.684,1.88,62,119,33,"negative"
1150,12,176,2112,14.667,0.302,0.599,2.61,637,1265,244,"negative"
1163,12,497,5964,41.417,0.278,0.751,2.27,1657,4478,731,"negative"
1174,6,184,1104,30.667,0.323,0.752,1.99,357,830,179,"negative"
1179,8,27,216,3.375,0.218,0.852,2.24,47,184,21,"negative"
1191,11,34,374,3.091,0.364,0.642,2.78,136,240,49,"negative"
1203,12,67,804,5.583,0.35,0.693,2.84,281,557,99,"negative"
1205,25,115,2875,4.6,0.296,0.65,2.56,851,1868,333,"negative"
1229,7,100,700,14.286,0.294,0.633,1.67,206,443,123,"negative"
1236,10,249,2490,24.9,0.462,0.842,3.53,1151,2097,326,"negative"
1241,12,116,1392,9.667,0.331,0.756,2.62,461,1053,176,"negative"
1243,43,62,2666,1.442,0.08,0.17,6.63,212,454,32,"positive"
1247,9,108,972,12,0.364,0.794,2.15,354,772,165,"negative"
1263,11,23,253,2.091,0.415,0.858,3.5,105,217,30,"negative"
1266,9,71,639,7.889,0.294,0.762,2.16,188,487,87,"negative"
1268,8,132,1056,16.5,0.36,0.921,2.1,380,973,181,"negative"
1319,85,69,5865,0.812,0.165,0.441,1.44,969,2588,674,"positive"
1323,8,67,536,8.375,0.392,0.724,2.31,210,388,91,"negative"
1363,11,271,2981,24.636,0.177,0.588,1.49,527,1752,353,"negative"
1387,10,271,2710,27.1,0.188,0.665,1.31,509,1803,388,"negative"
1390,10,272,2720,27.2,0.187,0.649,1.38,508,1765,368,"negative"
1396,8,1,8,0.125,0.875,1,7,7,8,1,"positive"
1403,8,10,80,1.25,0.313,0.675,1.92,25,54,13,"negative"
1420,8,271,2168,33.875,0.217,0.786,1.29,470,1704,364,"negative"
1432,11,271,2981,24.636,0.162,0.542,1.36,483,1616,355,"negative"
1434,8,71,568,8.875,0.238,0.701,1.47,135,398,92,"negative"
1459,7,17,119,2.429,0.328,0.731,1.44,39,87,27,"negative"
1460,7,14,98,2,0.357,0.959,1.84,35,94,19,"negative"
1470,8,71,568,8.875,0.136,0.384,1.31,77,218,59,"negative"
1474,6,17,102,2.833,0.245,0.598,1.56,25,61,16,"negative"
1481,2,7,14,3.5,0.5,0.929,3.5,7,13,2,"negative"
1482,7,7,49,1,0.286,0.633,1.56,14,31,9,"negative"
1491,8,126,1008,15.75,0.188,0.685,1.27,189,690,149,"negative"
1495,6,69,414,11.5,0.28,0.744,1.4,116,308,83,"negative"
1502,5,12,60,2.4,0.317,0.75,1.46,19,45,13,"negative"
1508,5,15,75,3,0.4,0.947,1.67,30,71,18,"negative"
1510,5,34,170,6.8,0.224,0.606,1.31,38,103,29,"negative"
1525,6,50,300,8.333,0.213,0.577,1.31,64,173,49,"negative"
1527,5,43,215,8.6,0.233,0.8,1.35,50,172,37,"negative"
1530,9,16,144,1.778,0.222,0.479,1.33,32,69,24,"negative"
1539,6,19,114,3.167,0.254,0.956,1.16,29,109,25,"negative"
1547,9,16,144,1.778,0.16,0.5,1.92,23,72,12,"negative"
1552,6,13,78,2.167,0.295,0.897,1.64,23,70,14,"negative"
1572,7,54,378,7.714,0.267,0.619,1.42,101,234,71,"negative"
1605,10,53,530,5.3,0.215,0.781,1.44,114,414,79,"negative"
1611,5,17,85,3.4,0.4,0.965,1.31,34,82,26,"negative"
1619,7,18,126,2.571,0.27,0.714,1.36,34,90,25,"negative"
1622,5,16,80,3.2,0.425,1,1.36,34,80,25,"negative"
1630,7,49,343,7,0.318,0.735,1.54,109,252,71,"negative"
1644,7,33,231,4.714,0.299,0.848,1.44,69,196,48,"negative"
1648,7,8,56,1.143,0.286,0.732,1.78,16,41,9,"negative"
1659,9,49,441,5.444,0.265,0.744,1.6,117,328,73,"negative"
1671,8,81,648,10.125,0.221,0.591,1.29,143,383,111,"negative"
1683,7,41,287,5.857,0.345,0.777,1.55,99,223,64,"negative"
1699,9,56,504,6.222,0.196,0.617,1.24,99,311,80,"negative"
1700,7,11,77,1.571,0.312,0.987,1.2,24,76,20,"negative"
1703,7,23,161,3.286,0.329,1,1.39,53,161,38,"negative"
1717,7,9,63,1.286,0.286,0.968,1.2,18,61,15,"negative"
1761,9,49,441,5.444,0.265,0.653,1.36,117,288,86,"negative"
1774,6,10,60,1.667,0.333,0.75,1.54,20,45,13,"negative"
1791,5,6,30,1.2,0.3,1,1.8,9,30,5,"negative"
1801,5,7,35,1.4,0.457,1,2,16,35,8,"negative"
1810,5,13,65,2.6,0.4,1,1.18,26,65,22,"negative"
1819,7,15,105,2.143,0.229,0.886,1.6,24,93,15,"negative"
1824,7,40,280,5.714,0.336,0.782,1.47,94,219,64,"negative"
1844,6,6,36,1,0.361,1,1.44,13,36,9,"negative"
1855,7,23,161,3.286,0.286,0.677,1.59,46,109,29,"negative"
1860,7,32,224,4.571,0.268,0.83,1.28,60,186,47,"negative"
1872,8,20,160,2.5,0.206,0.813,1.38,33,130,24,"negative"
1877,7,39,273,5.571,0.33,0.853,1.43,90,233,63,"negative"
1888,6,13,78,2.167,0.269,0.667,1.5,21,52,14,"negative"
1894,7,21,147,3,0.327,0.912,1.71,48,134,28,"negative"
1915,7,21,147,3,0.333,0.789,1.4,49,116,35,"negative"
1922,7,11,77,1.571,0.312,0.844,1.33,24,65,18,"negative"
1940,7,4,28,0.571,0.25,0.857,1.75,7,24,4,"negative"
1957,9,28,252,3.111,0.25,0.77,1.47,63,194,43,"negative"
1959,7,14,98,2,0.265,0.827,1.18,26,81,22,"negative"
1960,6,11,66,1.833,0.364,0.833,1.6,24,55,15,"negative"
1969,7,20,140,2.857,0.329,1,1.48,46,140,31,"negative"
1986,7,40,280,5.714,0.311,0.939,1.43,87,263,61,"negative"
1988,10,31,310,3.1,0.197,0.652,1.3,61,202,47,"negative"
1994,6,14,84,2.333,0.286,1,1.2,24,84,20,"negative"
2006,4,20,80,5,0.388,0.925,1.41,31,74,22,"negative"
2011,7,6,42,0.857,0.452,0.976,1.73,19,41,11,"negative"
2023,7,16,112,2.286,0.259,1,2.07,29,112,14,"negative"
2041,7,22,154,3.143,0.247,0.883,1.19,38,136,32,"negative"
2044,7,34,238,4.857,0.298,0.937,1.31,71,223,54,"negative"
2061,6,25,150,4.167,0.313,1,1.38,47,150,34,"negative"
2070,7,21,147,3,0.259,0.837,1.46,38,123,26,"negative"
2079,7,19,133,2.714,0.331,0.729,1.69,44,97,26,"negative"
2080,7,25,175,3.571,0.303,0.709,1.51,53,124,35,"negative"
2086,6,11,66,1.833,0.318,0.712,1.31,21,47,16,"negative"
2087,8,30,240,3.75,0.242,0.667,1.35,58,160,43,"negative"
2129,5,13,65,2.6,0.431,0.923,1.87,28,60,15,"negative"
2135,7,23,161,3.286,0.329,0.938,1.39,53,151,38,"negative"
2141,7,11,77,1.571,0.364,0.948,1.47,28,73,19,"negative"
2144,7,44,308,6.286,0.169,0.455,1.58,52,140,33,"negative"
2150,5,7,35,1.4,0.4,0.943,1.75,14,33,8,"negative"
2162,7,17,119,2.429,0.361,0.782,1.65,43,93,26,"negative"
2170,9,20,180,2.222,0.261,0.617,1.68,47,111,28,"negative"
2171,6,14,84,2.333,0.298,0.619,1.79,25,52,14,"negative"
2193,7,10,70,1.429,0.329,0.814,1.28,23,57,18,"negative"
2201,9,107,963,11.889,0.217,0.842,1.34,209,811,156,"negative"
2202,8,17,136,2.125,0.228,0.882,1.24,31,120,25,"negative"
2205,9,16,144,1.778,0.208,0.715,1.5,30,103,20,"negative"
2238,7,40,280,5.714,0.339,0.936,1.44,95,262,66,"negative"
2239,8,8,64,1,0.234,0.953,2.5,15,61,6,"negative"
2240,7,11,77,1.571,0.234,0.675,1.29,18,52,14,"negative"
2260,6,5,30,0.833,0.333,0.833,1.67,10,25,6,"negative"
2284,7,13,91,1.857,0.275,0.824,1.32,25,75,19,"negative"
2289,6,20,120,3.333,0.367,0.967,1.38,44,116,32,"negative"
2292,5,4,20,0.8,0.45,0.75,2.25,9,15,4,"negative"
2295,5,43,215,8.6,0.33,0.819,1.16,71,176,61,"negative"
2296,8,398,3184,49.75,0.279,0.664,1.7,887,2113,521,"negative"
2301,8,20,160,2.5,0.375,0.725,1.88,60,116,32,"negative"
2305,8,48,384,6,0.341,0.737,1.96,131,283,67,"negative"
2307,6,7,42,1.167,0.524,1,2,22,42,11,"negative"
2313,8,8,64,1,0.516,1,2.54,33,64,13,"negative"
2319,7,34,238,4.857,0.462,0.941,2.34,110,224,47,"negative"
2330,10,33,330,3.3,0.321,0.852,2.47,106,281,43,"negative"
2346,8,10,80,1.25,0.45,0.988,1.71,36,79,21,"negative"
2358,8,25,200,3.125,0.385,0.615,2.75,77,123,28,"negative"
2361,8,19,152,2.375,0.388,1,1.74,59,152,34,"negative"
2372,8,36,288,4.5,0.458,0.958,2.06,132,276,64,"negative"
2387,10,29,290,2.9,0.383,0.834,2.47,111,242,45,"negative"
2421,9,91,819,10.111,0.32,0.773,2.2,262,633,119,"negative"
2423,8,14,112,1.75,0.455,1,1.96,51,112,26,"negative"
2429,10,19,190,1.9,0.379,0.816,2.12,72,155,34,"negative"
2439,17,9,153,0.529,0.209,0.497,1.88,32,76,17,"positive"
2447,10,27,270,2.7,0.367,0.744,2.02,99,201,49,"negative"
2453,6,5,30,0.833,0.367,1,2.2,11,30,5,"positive"
2457,10,33,330,3.3,0.318,0.758,2.33,105,250,45,"negative"
2465,4,11,44,2.75,0.159,0.932,1.75,7,41,4,"positive"
2468,11,30,330,2.727,0.297,0.6,2.39,98,198,41,"negative"
2474,10,59,590,5.9,0.269,0.69,1.81,159,407,88,"negative"
2481,9,4,36,0.444,0.472,0.861,5.67,17,31,3,"negative"
2495,6,6,36,1,0.528,0.917,3.17,19,33,6,"negative"
2503,10,36,360,3.6,0.367,0.844,2.24,132,304,59,"negative"
2546,6,31,186,5.167,0.5,1,1.94,93,186,48,"negative"
2548,10,271,2710,27.1,0.239,0.615,1.94,647,1668,333,"negative"
2560,9,27,243,3,0.358,0.856,1.85,87,208,47,"negative"
2583,7,38,266,5.429,0.414,0.846,2.44,110,225,45,"negative"
2593,8,16,128,2,0.453,0.68,2.9,58,87,20,"negative"
2607,12,272,3264,22.667,0.249,0.602,2.01,812,1965,404,"negative"
2608,11,185,2035,16.818,0.295,0.826,1.94,600,1681,310,"negative"
2610,11,13,143,1.182,0.35,0.783,2.08,50,112,24,"negative"
2611,8,12,96,1.5,0.479,0.938,2.3,46,90,20,"negative"
2621,7,26,182,3.714,0.445,0.978,2.25,81,178,36,"negative"
2642,8,12,96,1.5,0.469,0.948,2.14,45,91,21,"negative"
2654,8,15,120,1.875,0.5,1,2.14,60,120,28,"negative"
2689,8,16,128,2,0.438,0.891,2.67,56,114,21,"negative"
2709,11,61,671,5.545,0.294,0.735,2.21,197,493,89,"negative"
2715,8,8,64,1,0.344,0.922,1.83,22,59,12,"negative"
2728,8,22,176,2.75,0.403,1,2.03,71,176,35,"negative"
2732,9,24,216,2.667,0.352,0.722,2.17,76,156,35,"negative"
2737,9,12,108,1.333,0.491,0.889,2.41,53,96,22,"negative"
2740,10,52,520,5.2,0.319,0.802,1.87,166,417,89,"negative"
2743,8,7,56,0.875,0.429,1,2.18,24,56,11,"negative"
2758,10,54,540,5.4,0.319,0.824,1.83,172,445,94,"negative"
2766,8,45,360,5.625,0.367,0.783,1.89,132,282,70,"negative"
2770,8,10,80,1.25,0.375,0.85,1.88,30,68,16,"negative"
2779,11,40,440,3.636,0.27,0.618,1.8,119,272,66,"negative"
2784,8,15,120,1.875,0.375,0.85,1.88,45,102,24,"negative"
2786,10,25,250,2.5,0.328,0.828,2.05,82,207,40,"negative"
2791,10,6,60,0.6,0.333,0.817,2.5,20,49,8,"negative"
2795,11,32,352,2.909,0.256,0.534,2,90,188,45,"negative"
2813,11,29,319,2.636,0.32,0.618,2.22,102,197,46,"negative"
2835,10,7,70,0.7,0.357,0.871,2.08,25,61,12,"negative"
2850,7,35,245,5,0.339,0.833,1.93,83,204,43,"negative"
2853,8,51,408,6.375,0.306,0.637,1.95,125,260,64,"negative"
2863,1,25,25,25,1,1,25,25,25,1,"negative"
2867,6,146,876,24.333,0.325,0.691,1.83,285,605,156,"negative"
2885,20,39,780,1.95,0.14,0.405,3.21,109,316,34,"positive"
2909,8,43,344,5.375,0.387,0.762,1.93,133,262,69,"negative"
2921,10,10,100,1,0.35,0.89,1.94,35,89,18,"negative"
2930,5,15,75,3,0.507,0.787,3.17,38,59,12,"negative"
2938,8,39,312,4.875,0.378,0.962,1.64,118,300,72,"negative"
2943,4,10,40,2.5,0.5,0.9,4,20,36,5,"negative"
2947,7,20,140,2.857,0.421,0.829,2.46,59,116,24,"negative"
2961,8,32,256,4,0.375,0.801,2.04,96,205,47,"negative"
2969,8,32,256,4,0.395,0.773,2.1,101,198,48,"negative"
2989,6,8,48,1.333,0.604,0.896,3.22,29,43,9,"negative"
2997,8,12,96,1.5,0.531,0.813,2.83,51,78,18,"negative"
3014,8,10,80,1.25,0.35,0.763,1.75,28,61,16,"negative"
3028,5,23,115,4.6,0.504,0.783,2.42,58,90,24,"negative"
3032,10,41,410,4.1,0.356,0.956,2.15,146,392,68,"negative"
3043,10,16,160,1.6,0.3,1,1.85,48,160,26,"negative"
3048,10,51,510,5.1,0.337,0.773,2.12,172,394,81,"negative"
3052,7,20,140,2.857,0.464,0.9,2.71,65,126,24,"negative"
3057,10,33,330,3.3,0.342,0.927,1.66,113,306,68,"negative"
3069,6,12,72,2,0.375,0.958,1.93,27,69,14,"negative"
3075,8,8,64,1,0.469,0.844,2.73,30,54,11,"negative"
3079,8,33,264,4.125,0.371,0.795,1.92,98,210,51,"negative"
3081,8,92,736,11.5,0.359,0.913,1.75,264,672,151,"negative"
3084,10,18,180,1.8,0.311,0.706,1.93,56,127,29,"negative"
3086,10,18,180,1.8,0.294,0.883,1.96,53,159,27,"negative"
3094,8,15,120,1.875,0.458,0.908,2.5,55,109,22,"negative"
3095,10,25,250,2.5,0.34,0.816,1.89,85,204,45,"negative"
3109,8,19,152,2.375,0.395,0.704,1.94,60,107,31,"negative"
3112,8,39,312,4.875,0.423,0.955,1.83,132,298,72,"negative"
3118,8,20,160,2.5,0.425,1,2.27,68,160,30,"negative"
3133,9,14,126,1.556,0.333,0.897,2.47,42,113,17,"negative"
3136,10,41,410,4.1,0.278,0.632,1.93,114,259,59,"negative"
3139,8,9,72,1.125,0.361,0.903,1.63,26,65,16,"negative"
3142,8,16,128,2,0.359,0.781,2,46,100,23,"negative"
3150,6,10,60,1.667,0.483,0.933,2.07,29,56,14,"negative"
3156,8,11,88,1.375,0.477,0.966,2,42,85,21,"negative"
3180,8,18,144,2.25,0.389,0.931,2.24,56,134,25,"negative"
3205,8,9,72,1.125,0.431,1,2.38,31,72,13,"negative"
3210,7,25,175,3.571,0.434,1,1.81,76,175,42,"negative"
3235,5,8,40,1.6,0.675,0.975,3,27,39,9,"negative"
3240,8,9,72,1.125,0.375,0.986,2.08,27,71,13,"negative"
3256,6,23,138,3.833,0.377,0.862,2.36,52,119,22,"negative"
3279,9,42,378,4.667,0.325,0.823,1.71,123,311,72,"negative"
3284,7,20,140,2.857,0.407,0.929,1.97,57,130,29,"negative"
3314,8,15,120,1.875,0.458,0.95,2.2,55,114,25,"negative"
3317,5,16,80,3.2,0.563,0.925,2.65,45,74,17,"negative"
3320,8,24,192,3,0.385,0.969,1.8,74,186,41,"negative"
3327,8,12,96,1.5,0.396,0.844,2.11,38,81,18,"negative"
3330,10,36,360,3.6,0.264,0.711,1.86,95,256,51,"negative"
3332,6,7,42,1.167,0.452,0.833,2.11,19,35,9,"negative"
3339,10,212,2120,21.2,0.24,0.61,1.85,508,1293,274,"negative"
3359,8,9,72,1.125,0.278,0.5,2.86,20,36,7,"negative"
3380,7,31,217,4.429,0.461,0.922,2.13,100,200,47,"negative"
3395,8,46,368,5.75,0.356,0.957,1.79,131,352,73,"negative"
3401,7,8,56,1.143,0.411,0.714,2.3,23,40,10,"negative"
3408,7,6,42,0.857,0.357,1,1.67,15,42,9,"negative"
3417,10,25,250,2.5,0.332,0.772,1.89,83,193,44,"negative"
3421,8,18,144,2.25,0.354,0.757,1.65,51,109,31,"negative"
3428,7,12,84,1.714,0.405,0.988,1.62,34,83,21,"negative"
3429,8,25,200,3.125,0.355,0.88,1.73,71,176,41,"negative"
3446,25,185,4625,7.4,0.479,0.95,7.24,2214,4395,306,"negative"
3450,9,111,999,12.333,0.188,0.769,1.49,188,768,126,"negative"
3456,9,179,1611,19.889,0.341,0.745,2.4,550,1200,229,"negative"
3471,1,13,13,13,0.769,1,5,10,13,2,"negative"
3472,9,304,2736,33.778,0.202,0.749,1.32,554,2049,419,"negative"
3473,7,51,357,7.286,0.207,0.969,1.14,74,346,65,"negative"
3483,9,347,3123,38.556,0.111,0.433,1.26,347,1351,275,"negative"
3514,9,532,4788,59.111,0.154,0.642,1.29,736,3073,572,"negative"
3522,9,283,2547,31.444,0.186,0.727,1.22,474,1852,389,"negative"
3529,30,60,1800,2,0.154,0.457,1.85,278,823,150,"positive"
3540,7,63,441,9,0.288,0.991,1.61,127,437,79,"negative"
3544,6,4,24,0.667,0.417,0.583,5,10,14,2,"negative"
3551,8,123,984,15.375,0.402,0.75,2.71,396,738,146,"negative"
3555,5,4,20,0.8,0.45,0.45,9,9,9,1,"negative"
3559,9,240,2160,26.667,0.179,0.605,1.26,386,1307,306,"negative"
3563,9,508,4572,56.444,0.188,0.597,1.49,861,2731,579,"negative"
3577,9,534,4806,59.333,0.131,0.516,1.31,629,2482,479,"negative"
3614,9,534,4806,59.333,0.163,0.633,1.34,784,3043,585,"negative"
3616,8,508,4064,63.5,0.092,0.393,1.28,372,1599,290,"negative"
3682,25,494,12350,19.76,0.462,0.93,7.35,5707,11482,776,"negative"
3713,7,86,602,12.286,0.244,0.831,1.27,147,500,116,"negative"
3719,10,336,3360,33.6,0.163,0.623,1.32,549,2094,415,"negative"
3733,24,178,4272,7.417,0.483,0.933,8,2063,3987,258,"negative"
3736,24,186,4464,7.75,0.505,0.989,7.4,2256,4413,305,"negative"
3737,7,101,707,14.429,0.501,0.973,3.19,354,688,111,"negative"
3748,8,186,1488,23.25,0.399,0.812,2.53,593,1208,234,"negative"
3755,10,251,2510,25.1,0.151,0.567,1.29,378,1423,293,"negative"
3757,9,207,1863,23,0.177,0.632,1.29,330,1178,255,"negative"
3765,7,175,1225,25,0.186,0.906,1.21,228,1110,188,"negative"
3777,7,80,560,11.429,0.155,0.698,1.18,87,391,74,"negative"
3780,1,278,278,278,0.946,1,29.22,263,278,9,"positive"
3787,8,199,1592,24.875,0.115,0.575,1.18,183,915,155,"negative"
3808,13,38,494,2.923,0.285,0.907,3.62,141,448,39,"negative"
3813,25,294,7350,11.76,0.471,0.907,7.72,3459,6663,448,"negative"
3823,9,105,945,11.667,0.334,0.869,2.19,316,821,144,"negative"
3824,9,249,2241,27.667,0.301,0.739,1.96,674,1655,344,"negative"
3839,8,14,112,1.75,0.25,0.786,3.11,28,88,9,"negative"
3845,10,83,830,8.3,0.208,0.667,1.44,173,554,120,"negative"
3848,7,14,98,2,0.316,0.776,2.21,31,76,14,"negative"
3851,8,38,304,4.75,0.128,0.444,1.86,39,135,21,"negative"
3853,8,15,120,1.875,0.317,0.742,2,38,89,19,"negative"
3855,10,510,5100,51,0.162,0.537,1.47,827,2741,564,"negative"
3869,10,510,5100,51,0.163,0.542,1.36,832,2763,612,"negative"
3875,8,114,912,14.25,0.116,0.408,1.45,106,372,73,"negative"
3880,13,38,494,2.923,0.324,0.935,3.81,160,462,42,"negative"
3888,9,111,999,12.333,0.218,0.81,1.7,218,809,128,"negative"
3908,9,535,4815,59.444,0.192,0.658,1.42,926,3167,654,"negative"
3921,8,148,1184,18.5,0.196,0.718,1.28,232,850,181,"negative"
3934,1,65,65,65,0.2,1,1.08,13,65,12,"negative"
3935,9,180,1620,20,0.16,0.523,1.39,259,847,186,"negative"
3994,6,13,78,2.167,0.346,0.846,2.7,27,66,10,"negative"
