"idx","Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
3369,7,18,126,2.571,0.413,0.952,1.86,52,120,28,"negative"
5254,1,17,17,17,1,1,17,17,17,1,"positive"
3187,8,20,160,2.5,0.413,0.981,2.06,66,157,32,"negative"
2769,8,16,128,2,0.344,0.742,1.52,44,95,29,"negative"
4123,11,155,1705,14.091,0.257,0.584,2.09,438,995,210,"negative"
2879,7,7,49,1,0.286,0.571,3.5,14,28,4,"negative"
2478,9,56,504,6.222,0.339,0.931,2.22,171,469,77,"negative"
1372,10,60,600,6,0.203,0.595,1.44,122,357,85,"negative"
4502,8,215,1720,26.875,0.366,0.792,2.86,629,1362,220,"negative"
4905,7,61,427,8.714,0.241,0.794,1.47,103,339,70,"negative"
1112,13,277,3601,21.308,0.293,0.636,2.59,1054,2292,407,"negative"
1361,8,272,2176,34,0.189,0.688,1.32,411,1497,311,"negative"
3802,1,187,187,187,0.963,1,25.71,180,187,7,"positive"
4775,7,110,770,15.714,0.21,0.627,1.38,162,483,117,"negative"
5064,1,22,22,22,0.318,1,1.17,7,22,6,"negative"
1484,7,18,126,2.571,0.31,0.96,1.39,39,121,28,"negative"
44,4,194,776,48.5,0.263,0.273,34,204,212,6,"positive"
3643,8,62,496,7.75,0.296,0.869,1.81,147,431,81,"negative"
4788,5,51,255,10.2,0.314,0.831,1.63,80,212,49,"negative"
2700,6,8,48,1.333,0.563,0.958,3.38,27,46,8,"negative"
1368,8,7,56,0.875,0.393,0.946,2,22,53,11,"negative"
5392,7,1,7,0.143,1,1,7,7,7,1,"positive"
4986,65,50,3250,0.769,0.454,0.487,245.83,1475,1582,6,"positive"
1009,25,410,10250,16.4,0.272,0.67,2.29,2792,6872,1218,"negative"
2238,7,40,280,5.714,0.339,0.936,1.44,95,262,66,"negative"
1134,9,106,954,11.778,0.309,0.791,1.97,295,755,150,"negative"
4147,1,7,7,7,1,1,7,7,7,1,"positive"
2179,7,11,77,1.571,0.377,1,1.53,29,77,19,"negative"
2869,8,16,128,2,0.398,0.695,2.55,51,89,20,"positive"
497,9,98,882,10.889,0.491,0.974,2.78,433,859,156,"negative"
2829,11,25,275,2.273,0.298,0.811,2.05,82,223,40,"negative"
2261,5,32,160,6.4,0.419,0.981,1.31,67,157,51,"negative"
3014,8,10,80,1.25,0.35,0.763,1.75,28,61,16,"negative"
2799,8,14,112,1.75,0.375,0.839,2.1,42,94,20,"negative"
5403,14,102,1428,7.286,0.356,0.709,2.96,509,1013,172,"negative"
4005,6,13,78,2.167,0.359,1,1.87,28,78,15,"negative"
5178,5,7,35,1.4,0.314,0.857,1.83,11,30,6,"negative"
4718,10,177,1770,17.7,0.26,0.693,1.77,461,1226,261,"negative"
4639,9,155,1395,17.222,0.346,0.731,2.44,483,1020,198,"negative"
4970,5,96,480,19.2,0.329,0.717,2.14,158,344,74,"negative"
4350,11,246,2706,22.364,0.349,0.765,2.85,944,2071,331,"negative"
4804,8,192,1536,24,0.207,0.579,1.57,318,889,203,"negative"
5163,7,17,119,2.429,0.319,0.933,1.41,38,111,27,"negative"
749,3,56,168,18.667,0.065,0.5,1.38,11,84,8,"negative"
1401,7,10,70,1.429,0.286,0.886,1.82,20,62,11,"negative"
3208,7,14,98,2,0.5,1,2.72,49,98,18,"negative"
1121,5,39,195,7.8,0.492,0.872,2.46,96,170,39,"negative"
1759,9,21,189,2.333,0.206,0.778,1.22,39,147,32,"negative"
2083,6,26,156,4.333,0.288,0.679,1.41,45,106,32,"negative"
566,6,11,66,1.833,0.197,0.848,1.3,13,56,10,"negative"
891,9,97,873,10.778,0.317,0.863,1.76,277,753,157,"negative"
2334,8,6,48,0.75,0.458,0.833,2.75,22,40,8,"negative"
4137,10,162,1620,16.2,0.454,0.573,5.93,735,928,124,"negative"
220,1,45,45,45,0.756,1,5.67,34,45,6,"positive"
5423,60,57,3420,0.95,0.46,0.831,3.91,1574,2843,403,"negative"
2470,53,48,2544,0.906,0.157,0.269,7.84,400,685,51,"positive"
4790,7,231,1617,33,0.26,0.64,1.71,420,1035,246,"negative"
4983,91,285,25935,3.132,0.158,0.165,113.89,4100,4287,36,"positive"
3191,8,31,248,3.875,0.375,0.722,2.02,93,179,46,"negative"
5236,3,544,1632,181.33,0.326,0.406,16.12,532,662,33,"positive"
946,9,133,1197,14.778,0.236,0.718,1.89,283,859,150,"negative"
4861,4,44,176,11,0.267,0.614,1.81,47,108,26,"negative"
2329,10,12,120,1.2,0.333,0.867,1.82,40,104,22,"negative"
703,11,14,154,1.273,0.442,0.981,2.43,68,151,28,"negative"
2273,7,54,378,7.714,0.304,0.876,1.26,115,331,91,"negative"
4235,10,10,100,1,0.5,0.53,50,50,53,1,"negative"
4078,6,81,486,13.5,0.282,0.932,1.34,137,453,102,"negative"
3892,7,215,1505,30.714,0.538,0.993,3.2,810,1495,253,"negative"
5271,6,96,576,16,0.238,0.778,1.38,137,448,99,"negative"
1653,10,151,1510,15.1,0.193,0.77,1.48,291,1162,197,"negative"
4995,11,252,2772,22.909,0.092,0.095,63.75,255,262,4,"positive"
3814,8,86,688,10.75,0.494,0.945,2.64,340,650,129,"negative"
700,9,33,297,3.667,0.424,0.97,1.85,126,288,68,"negative"
3448,9,73,657,8.111,0.376,0.846,2.63,247,556,94,"negative"
4111,1,22,22,22,0.955,1,21,21,22,1,"positive"
2725,10,61,610,6.1,0.305,0.952,1.98,186,581,94,"negative"
5248,13,218,2834,16.769,0.216,0.737,1.78,612,2090,344,"negative"
4097,7,40,280,5.714,0.232,0.707,1.38,65,198,47,"negative"
1833,7,13,91,1.857,0.308,0.934,1.65,28,85,17,"negative"
3963,8,82,656,10.25,0.434,0.75,2.91,285,492,98,"negative"
2404,11,22,242,2,0.277,0.731,1.86,67,177,36,"negative"
1377,100,49,4900,0.49,0.093,0.4,1.77,458,1958,259,"positive"
2126,7,59,413,8.429,0.228,0.659,1.24,94,272,76,"negative"
1971,7,51,357,7.286,0.325,0.871,1.66,116,311,70,"negative"
248,1,52,52,52,0.788,1,10.25,41,52,4,"positive"
3531,5,4,20,0.8,0.4,0.7,2.67,8,14,3,"negative"
5070,7,8,56,1.143,0.214,0.625,1.71,12,35,7,"negative"
1196,5,28,140,5.6,0.329,0.871,1.77,46,122,26,"negative"
2090,7,20,140,2.857,0.357,0.7,1.85,50,98,27,"negative"
608,12,26,312,2.167,0.224,0.907,1.63,70,283,43,"negative"
117,3,116,348,38.667,0.356,0.371,62,124,129,2,"positive"
2695,10,19,190,1.9,0.337,0.911,2,64,173,32,"negative"
3110,8,8,64,1,0.438,0.813,4.67,28,52,6,"negative"
1767,7,15,105,2.143,0.333,0.838,1.46,35,88,24,"negative"
4372,8,121,968,15.125,0.431,0.98,3.11,417,949,134,"negative"
1376,6,17,102,2.833,0.343,0.873,1.3,35,89,27,"negative"
3049,10,79,790,7.9,0.244,0.742,1.79,193,586,108,"negative"
1285,10,121,1210,12.1,0.402,0.849,2.7,486,1027,180,"negative"
3923,8,218,1744,27.25,0.144,0.574,1.29,252,1001,195,"negative"
3741,28,32,896,1.143,0.462,0.722,7.02,414,647,59,"positive"
295,11,115,1265,10.455,0.266,0.723,1.79,337,915,188,"negative"
265,8,53,424,6.625,0.37,0.901,1.76,157,382,89,"negative"
4571,47,1,47,0.021,1,1,47,47,47,1,"positive"
3175,9,89,801,9.889,0.3,0.559,2.18,240,448,110,"negative"
4587,11,20,220,1.818,0.564,0.918,8.86,124,202,14,"negative"
679,9,32,288,3.556,0.354,0.806,1.7,102,232,60,"negative"
3896,9,102,918,11.333,0.404,0.893,2.81,371,820,132,"negative"
4120,39,1,39,0.026,1,1,39,39,39,1,"positive"
5114,6,104,624,17.333,0.099,0.258,2,62,161,31,"negative"
302,8,41,328,5.125,0.424,0.966,2.53,139,317,55,"negative"
5210,10,227,2270,22.7,0.225,0.97,1.64,510,2202,311,"negative"
1536,6,49,294,8.167,0.241,0.633,1.42,71,186,50,"negative"
4559,12,23,276,1.917,0.576,0.79,9.94,159,218,16,"negative"
243,9,36,324,4,0.549,0.914,3.3,178,296,54,"negative"
4359,54,357,19278,6.611,0.324,0.644,6.22,6238,12422,1003,"positive"
1245,11,101,1111,9.182,0.33,0.734,2.68,367,815,137,"negative"
3578,10,534,5340,53.4,0.132,0.519,1.28,703,2771,548,"negative"
4229,12,71,852,5.917,0.631,0.904,6.64,538,770,81,"negative"
2449,6,27,162,4.5,0.475,0.809,2.33,77,131,33,"negative"
3302,8,25,200,3.125,0.38,0.795,1.81,76,159,42,"negative"
890,12,72,864,6,0.228,0.78,1.79,197,674,110,"negative"
3342,8,38,304,4.75,0.339,0.766,1.75,103,233,59,"negative"
2133,5,6,30,1.2,0.433,1,1.63,13,30,8,"negative"
801,9,27,243,3,0.346,0.951,1.95,84,231,43,"negative"
909,9,99,891,11,0.484,0.951,2.52,431,847,171,"negative"
4635,10,256,2560,25.6,0.371,0.779,2.95,951,1995,322,"negative"
4721,8,48,384,6,0.354,0.901,1.68,136,346,81,"negative"
1072,4,114,456,28.5,0.393,0.978,1.83,179,446,98,"negative"
2942,5,20,100,4,0.47,0.73,2.35,47,73,20,"negative"
4180,14,340,4760,24.286,0.383,0.521,5.07,1824,2480,360,"negative"
4102,2,45,90,22.5,0.078,0.944,1.17,7,85,6,"negative"
1021,11,79,869,7.182,0.342,0.841,2.2,297,731,135,"negative"
2016,5,20,100,4,0.49,0.99,1.58,49,99,31,"negative"
3922,9,510,4590,56.667,0.161,0.595,1.31,740,2732,566,"negative"
3060,10,76,760,7.6,0.322,0.689,1.99,245,524,123,"negative"
604,9,82,738,9.111,0.32,0.947,2.13,236,699,111,"negative"
2312,11,25,275,2.273,0.276,0.629,1.9,76,173,40,"negative"
2802,8,28,224,3.5,0.46,0.79,2.58,103,177,40,"negative"
4385,10,280,2800,28,0.356,0.77,2.63,998,2157,380,"negative"
4363,10,155,1550,15.5,0.329,0.601,2.88,510,931,177,"negative"
1003,13,407,5291,31.308,0.266,0.649,2.31,1406,3435,609,"negative"
2094,7,11,77,1.571,0.416,0.974,1.52,32,75,21,"negative"
3709,9,299,2691,33.222,0.133,0.574,1.31,358,1545,274,"negative"
863,10,38,380,3.8,0.397,0.887,2.7,151,337,56,"negative"
910,9,83,747,9.222,0.289,0.751,1.93,216,561,112,"negative"
355,11,49,539,4.455,0.343,0.666,4.3,185,359,43,"negative"
2106,5,40,200,8,0.44,0.935,1.4,88,187,63,"negative"
576,9,20,180,2.222,0.461,1,2.59,83,180,32,"negative"
5024,9,93,837,10.333,0.229,0.734,1.57,192,614,122,"negative"
1363,11,271,2981,24.636,0.177,0.588,1.49,527,1752,353,"negative"
3323,8,43,344,5.375,0.34,0.892,1.83,117,307,64,"negative"
5458,11,168,1848,15.273,0.234,0.723,1.55,432,1337,279,"negative"
4450,9,19,171,2.111,0.62,0.836,7.57,106,143,14,"negative"
998,14,44,616,3.143,0.398,0.766,2.5,245,472,98,"negative"
3218,8,50,400,6.25,0.378,0.915,1.7,151,366,89,"negative"
4612,15,356,5340,23.733,0.406,0.626,5.29,2167,3342,410,"negative"
1501,5,52,260,10.4,0.208,0.542,1.35,54,141,40,"negative"
1229,7,100,700,14.286,0.294,0.633,1.67,206,443,123,"negative"
3493,7,11,77,1.571,0.234,0.935,1.64,18,72,11,"negative"
1178,7,46,322,6.571,0.298,0.994,2.18,96,320,44,"negative"
3585,7,197,1379,28.143,0.072,0.326,1.5,99,450,66,"negative"
2648,9,19,171,2.111,0.386,0.912,2.2,66,156,30,"negative"
1684,7,46,322,6.571,0.354,1,1.46,114,322,78,"negative"
569,11,9,99,0.818,0.515,0.768,8.5,51,76,6,"negative"
3690,9,181,1629,20.111,0.361,0.74,2.76,588,1205,213,"negative"
4438,14,390,5460,27.857,0.358,0.59,4.44,1956,3224,441,"negative"
4608,9,82,738,9.111,0.337,0.821,2.49,249,606,100,"negative"
3944,9,363,3267,40.333,0.128,0.532,1.28,417,1738,326,"negative"
1951,7,43,301,6.143,0.292,0.85,1.33,88,256,66,"negative"
4835,6,104,624,17.333,0.234,0.862,1.32,146,538,111,"negative"
3955,24,186,4464,7.75,0.514,0.988,7.55,2296,4410,304,"negative"
2668,11,73,803,6.636,0.27,0.844,2.03,217,678,107,"negative"
178,9,80,720,8.889,0.293,0.868,1.85,211,625,114,"negative"
1884,7,11,77,1.571,0.299,0.779,1.64,23,60,14,"negative"
2724,10,19,190,1.9,0.311,1,1.69,59,190,35,"negative"
1318,4,8,32,2,0.344,0.531,5.5,11,17,2,"positive"
1335,10,271,2710,27.1,0.249,0.704,1.89,675,1908,358,"negative"
1712,8,11,88,1.375,0.25,0.83,1.29,22,73,17,"negative"
2520,11,29,319,2.636,0.298,0.752,2.21,95,240,43,"negative"
2647,9,29,261,3.222,0.414,0.966,2.4,108,252,45,"negative"
2343,13,5,65,0.385,0.123,0.538,8,8,35,1,"positive"
372,10,79,790,7.9,0.385,0.88,2.13,304,695,143,"negative"
2975,7,34,238,4.857,0.403,0.849,1.81,96,202,53,"negative"
1997,5,6,30,1.2,0.433,0.967,1.63,13,29,8,"negative"
2465,4,11,44,2.75,0.159,0.932,1.75,7,41,4,"positive"
2704,11,96,1056,8.727,0.277,0.68,1.83,292,718,160,"negative"
1317,9,17,153,1.889,0.144,0.458,3.14,22,70,7,"positive"
3689,9,83,747,9.222,0.376,0.687,2.49,281,513,113,"negative"
979,6,89,534,14.833,0.303,0.79,1.82,162,422,89,"negative"
3280,7,13,91,1.857,0.429,0.945,2.05,39,86,19,"negative"
5278,118,105,12390,0.89,0.052,0.105,3.33,642,1296,193,"positive"
3327,8,12,96,1.5,0.396,0.844,2.11,38,81,18,"negative"
2747,8,26,208,3.25,0.399,0.976,1.93,83,203,43,"negative"
2403,1,13,13,13,0.846,1,5.5,11,13,2,"positive"
4504,3,3,9,1,0.889,1,8,8,9,1,"negative"
4792,5,70,350,14,0.18,0.417,1.4,63,146,45,"negative"
1095,9,42,378,4.667,0.378,0.841,2.65,143,318,54,"negative"
1191,11,34,374,3.091,0.364,0.642,2.78,136,240,49,"negative"
894,9,46,414,5.111,0.338,0.872,1.67,140,361,84,"negative"
1836,5,32,160,6.4,0.35,0.863,1.33,56,138,42,"negative"
5372,17,342,5814,20.118,0.916,0.996,30.27,5328,5790,176,"positive"
1382,6,5,30,0.833,0.233,0.633,1.75,7,19,4,"positive"
1230,6,50,300,8.333,0.327,0.777,2,98,233,49,"negative"
1362,8,272,2176,34,0.186,0.539,1.35,404,1172,299,"negative"
1852,7,11,77,1.571,0.39,0.792,1.58,30,61,19,"negative"
4447,10,20,200,2,0.605,0.795,8.07,121,159,15,"negative"
2630,10,48,480,4.8,0.36,0.863,2.16,173,414,80,"negative"
339,3,213,639,71,0.318,0.379,11.94,203,242,17,"positive"
1959,7,14,98,2,0.265,0.827,1.18,26,81,22,"negative"
3718,8,61,488,7.625,0.207,0.803,1.31,101,392,77,"negative"
4668,9,155,1395,17.222,0.376,0.722,2.53,524,1007,207,"negative"
3534,5,4,20,0.8,0.4,0.4,8,8,8,1,"negative"
693,9,9,81,1,0.16,0.864,1.63,13,70,8,"negative"
4550,11,20,220,1.818,0.564,0.909,8.27,124,200,15,"negative"
4422,10,154,1540,15.4,0.315,0.639,2.53,485,984,192,"negative"
2001,6,11,66,1.833,0.394,0.955,1.53,26,63,17,"negative"
3489,9,510,4590,56.667,0.149,0.541,1.22,686,2484,561,"negative"
630,9,100,900,11.111,0.463,0.908,2.92,417,817,143,"negative"
4557,26,184,4784,7.077,0.773,0.886,16.88,3696,4241,219,"negative"
4991,9,18,162,2,0.395,0.759,2.78,64,123,23,"negative"
4302,13,350,4550,26.923,0.381,0.589,4.49,1732,2682,386,"negative"
4528,13,133,1729,10.231,0.36,0.721,4.9,622,1247,127,"negative"
389,9,81,729,9,0.348,0.927,2.21,254,676,115,"negative"
3900,2,537,1074,268.5,0.621,0.747,16.68,667,802,40,"positive"
3541,8,110,880,13.75,0.23,0.872,1.66,202,767,122,"negative"
3873,2,69,138,34.5,0.087,0.507,1.2,12,70,10,"negative"
3360,8,31,248,3.875,0.347,0.734,1.79,86,182,48,"negative"
1179,8,27,216,3.375,0.218,0.852,2.24,47,184,21,"negative"
2588,9,16,144,1.778,0.382,0.743,2.29,55,107,24,"negative"
5056,1,91,91,91,0.352,1,1.03,32,91,31,"negative"
1274,9,42,378,4.667,0.452,0.942,2.85,171,356,60,"negative"
4049,8,82,656,10.25,0.393,0.764,2.41,258,501,107,"negative"
4339,3,4,12,1.333,0.667,0.667,8,8,8,1,"negative"
814,8,7,56,0.875,0.321,0.429,6,18,24,3,"negative"
2104,4,4,16,1,0.563,0.938,4.5,9,15,2,"negative"
5082,1,45,45,45,0.356,1,1.07,16,45,15,"negative"
5407,10,10,100,1,0.57,0.91,3.17,57,91,18,"negative"
130,2,116,232,58,0.616,0.802,17.88,143,186,8,"positive"
2761,11,44,484,4,0.314,0.75,1.92,152,363,79,"negative"
4702,11,22,242,2,0.603,0.888,8.59,146,215,17,"negative"
1448,10,173,1730,17.3,0.09,0.375,1.52,155,649,102,"negative"
824,8,46,368,5.75,0.315,0.938,1.78,116,345,65,"negative"
4683,5,2,10,0.4,0.9,0.9,9,9,9,1,"positive"
4532,9,250,2250,27.778,0.366,0.768,2.6,823,1727,317,"negative"
4014,7,71,497,10.143,0.193,0.672,1.43,96,334,67,"negative"
4921,5,63,315,12.6,0.368,0.927,2,116,292,58,"negative"
3705,9,510,4590,56.667,0.148,0.537,1.33,681,2465,513,"negative"
1008,12,307,3684,25.583,0.29,0.771,2.41,1068,2842,444,"negative"
2871,10,46,460,4.6,0.278,0.583,1.66,128,268,77,"negative"
3033,8,15,120,1.875,0.475,1,2.38,57,120,24,"negative"
3920,6,80,480,13.333,0.352,0.96,1.51,169,461,112,"negative"
505,10,66,660,6.6,0.324,0.78,2.25,214,515,95,"negative"
4930,10,319,3190,31.9,0.239,0.674,1.67,764,2149,458,"negative"
2003,8,16,128,2,0.211,0.672,1.42,27,86,19,"negative"
2013,7,46,322,6.571,0.354,0.994,1.46,114,320,78,"negative"
3470,3,9,27,3,0.296,0.667,2,8,18,4,"negative"
4951,6,97,582,16.167,0.266,0.72,1.82,155,419,85,"negative"
4435,14,203,2842,14.5,0.362,0.67,4.36,1028,1904,236,"negative"
2800,8,37,296,4.625,0.375,0.922,1.61,111,273,69,"negative"
5232,13,423,5499,32.538,0.188,0.762,1.64,1034,4191,632,"negative"
1987,7,11,77,1.571,0.299,1,1.77,23,77,13,"negative"
3810,24,187,4488,7.792,0.485,0.918,8.16,2178,4122,267,"negative"
2246,7,45,315,6.429,0.238,0.67,1.15,75,211,65,"negative"
4377,9,14,126,1.556,0.587,0.944,6.17,74,119,12,"negative"
4348,9,18,162,2,0.623,0.864,7.77,101,140,13,"negative"
4345,11,251,2761,22.818,0.355,0.743,2.93,979,2052,334,"negative"
1877,7,39,273,5.571,0.33,0.853,1.43,90,233,63,"negative"
3274,8,22,176,2.75,0.375,0.909,1.78,66,160,37,"negative"
2431,8,35,280,4.375,0.382,1,2.02,107,280,53,"negative"
4561,11,205,2255,18.636,0.371,0.717,3.01,837,1616,278,"negative"
1674,9,135,1215,15,0.249,0.626,1.56,302,761,193,"negative"
4738,10,88,880,8.8,0.257,0.668,1.82,226,588,124,"negative"
4205,11,179,1969,16.273,0.33,0.733,2.88,650,1444,226,"negative"
56,9,80,720,8.889,0.333,0.878,2.02,240,632,119,"negative"
4103,7,69,483,9.857,0.188,0.754,1.28,91,364,71,"negative"
4820,5,118,590,23.6,0.154,0.497,1.44,91,293,63,"negative"
4408,10,151,1510,15.1,0.381,0.785,3.48,575,1186,165,"negative"
5041,1,76,76,76,0.961,1,36.5,73,76,2,"positive"
2285,9,53,477,5.889,0.218,0.591,1.24,104,282,84,"negative"
4245,14,314,4396,22.429,0.379,0.721,4.66,1664,3168,357,"negative"
1763,9,22,198,2.444,0.227,0.934,1.61,45,185,28,"negative"
2612,8,38,304,4.75,0.461,0.803,2.3,140,244,61,"negative"
2071,7,11,77,1.571,0.416,0.818,2,32,63,16,"negative"
2635,8,13,104,1.625,0.394,0.913,2.28,41,95,18,"negative"
5141,7,27,189,3.857,0.259,0.688,1.44,49,130,34,"negative"
2270,8,54,432,6.75,0.183,0.734,1.34,79,317,59,"negative"
3855,10,510,5100,51,0.162,0.537,1.47,827,2741,564,"negative"
3962,8,216,1728,27,0.408,0.747,3.18,705,1290,222,"negative"
5446,8,26,208,3.25,0.293,0.596,2.03,61,124,30,"negative"
558,7,18,126,2.571,0.119,0.452,2.14,15,57,7,"negative"
300,9,45,405,5,0.442,0.956,3.31,179,387,54,"negative"
4033,2,535,1070,267.5,0.55,0.586,117.8,589,627,5,"positive"
2923,7,15,105,2.143,0.438,0.895,2.3,46,94,20,"negative"
2344,8,26,208,3.25,0.423,0.851,2.44,88,177,36,"negative"
4157,13,80,1040,6.154,0.434,0.536,5.57,451,557,81,"negative"
1796,7,48,336,6.857,0.33,0.821,1.44,111,276,77,"negative"
2927,7,10,70,1.429,0.386,0.914,2.08,27,64,13,"negative"
1983,7,33,231,4.714,0.351,0.987,1.53,81,228,53,"negative"
1077,7,27,189,3.857,0.344,1,1.97,65,189,33,"negative"
4168,10,18,180,1.8,0.55,0.656,7.62,99,118,13,"negative"
985,3,54,162,18,0.364,0.519,8.43,59,84,7,"positive"
380,10,63,630,6.3,0.294,0.895,2.2,185,564,84,"negative"
3634,1,277,277,277,1,1,277,277,277,1,"positive"
1162,8,13,104,1.625,0.587,0.837,4.69,61,87,13,"negative"
98,11,65,715,5.909,0.39,0.877,2.61,279,627,107,"negative"
596,8,17,136,2.125,0.309,0.676,2.33,42,92,18,"negative"
1998,5,12,60,2.4,0.483,1,1.38,29,60,21,"negative"
487,8,28,224,3.5,0.259,0.844,1.93,58,189,30,"negative"
4152,10,37,370,3.7,0.592,0.722,8.11,219,267,27,"negative"
1957,9,28,252,3.111,0.25,0.77,1.47,63,194,43,"negative"
1098,13,409,5317,31.462,0.312,0.602,3.03,1657,3200,547,"negative"
2961,8,32,256,4,0.375,0.801,2.04,96,205,47,"negative"
2402,1,127,127,127,0.646,1,13.67,82,127,6,"positive"
1647,7,30,210,4.286,0.352,0.79,1.54,74,166,48,"negative"
4419,1,159,159,159,0.975,1,77.5,155,159,2,"positive"
2557,8,23,184,2.875,0.38,0.989,1.75,70,182,40,"negative"
185,9,82,738,9.111,0.252,0.74,2,186,546,93,"negative"
1051,6,43,258,7.167,0.337,0.969,1.67,87,250,52,"negative"
3988,9,511,4599,56.778,0.225,0.798,1.38,1035,3670,751,"negative"
2636,9,34,306,3.778,0.386,0.706,2.41,118,216,49,"negative"
4606,7,80,560,11.429,0.5,0.848,3.54,280,475,79,"negative"
4858,9,100,900,11.111,0.247,0.637,1.83,222,573,121,"negative"
1312,10,26,260,2.6,0.312,0.577,2.03,81,150,40,"negative"
543,9,40,360,4.444,0.483,0.992,2.85,174,357,61,"negative"
3848,7,14,98,2,0.316,0.776,2.21,31,76,14,"negative"
5261,5,5,25,1,0.72,0.72,18,18,18,1,"negative"
3197,10,26,260,2.6,0.354,0.769,2.09,92,200,44,"negative"
5125,7,26,182,3.714,0.302,0.863,1.9,55,157,29,"negative"
1732,7,4,28,0.571,0.25,0.857,2.33,7,24,3,"negative"
2297,6,10,60,1.667,0.45,0.85,1.93,27,51,14,"negative"
2395,12,271,3252,22.583,0.238,0.571,1.98,773,1857,391,"negative"
3294,5,7,35,1.4,0.686,1,3,24,35,8,"negative"
1845,6,21,126,3.5,0.349,1,1.33,44,126,33,"negative"
2052,8,47,376,5.875,0.266,0.604,1.56,100,227,64,"negative"
467,9,121,1089,13.444,0.399,0.843,2.4,434,918,181,"negative"
781,10,67,670,6.7,0.3,0.745,2.14,201,499,94,"negative"
