"idx","Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
3184,10,27,270,2.7,0.367,0.83,1.87,99,224,53,"negative"
11,5,2,10,0.4,0.8,1,8,8,10,1,"negative"
4814,5,69,345,13.8,0.249,0.632,1.51,86,218,57,"negative"
1962,7,32,224,4.571,0.272,0.862,1.53,61,193,40,"negative"
2772,12,261,3132,21.75,0.223,0.578,1.92,698,1810,364,"negative"
5176,5,25,125,5,0.4,0.928,1.52,50,116,33,"negative"
5143,7,22,154,3.143,0.097,0.403,1.36,15,62,11,"negative"
3475,1,88,88,88,0.193,1,1,17,88,17,"negative"
1642,7,4,28,0.571,0.321,1,3,9,28,3,"negative"
4030,7,50,350,7.143,0.214,0.96,1.23,75,336,61,"negative"
2134,5,3,15,0.6,0.533,1,2.67,8,15,3,"negative"
5211,10,17,170,1.7,0.224,0.729,2.38,38,124,16,"negative"
331,8,2,16,0.25,0.563,0.563,9,9,9,1,"negative"
3037,6,26,156,4.333,0.423,0.769,2.36,66,120,28,"negative"
3680,13,228,2964,17.538,0.264,0.942,3.29,783,2791,238,"negative"
292,12,116,1392,9.667,0.246,0.707,1.99,343,984,172,"negative"
5112,9,138,1242,15.333,0.271,0.609,1.87,336,756,180,"negative"
1755,7,31,217,4.429,0.313,0.853,1.58,68,185,43,"negative"
4081,6,131,786,21.833,0.106,0.471,1.38,83,370,60,"negative"
4970,5,96,480,19.2,0.329,0.717,2.14,158,344,74,"negative"
3017,10,16,160,1.6,0.288,0.744,2.19,46,119,21,"negative"
1638,7,4,28,0.571,0.286,0.964,8,8,27,1,"negative"
1880,7,27,189,3.857,0.37,0.841,1.79,70,159,39,"negative"
4495,7,153,1071,21.857,0.467,0.97,2.75,500,1039,182,"negative"
317,9,174,1566,19.333,0.178,0.737,1.71,279,1154,163,"negative"
2949,10,145,1450,14.5,0.268,0.747,1.83,389,1083,213,"negative"
691,11,101,1111,9.182,0.264,0.852,1.65,293,947,178,"negative"
2533,8,34,272,4.25,0.426,0.985,1.84,116,268,63,"negative"
1375,7,7,49,1,0.367,1,1.38,18,49,13,"negative"
1590,9,21,189,2.333,0.175,0.513,1.65,33,97,20,"negative"
351,4,16,64,4,0.391,0.938,1.67,25,60,15,"negative"
339,3,213,639,71,0.318,0.379,11.94,203,242,17,"positive"
2199,9,53,477,5.889,0.252,0.677,1.54,120,323,78,"negative"
1038,9,76,684,8.444,0.352,0.813,2.27,241,556,106,"negative"
433,7,16,112,2.286,0.42,0.768,2.14,47,86,22,"negative"
4716,8,13,104,1.625,0.635,0.788,8.25,66,82,8,"negative"
5403,14,102,1428,7.286,0.356,0.709,2.96,509,1013,172,"negative"
4550,11,20,220,1.818,0.564,0.909,8.27,124,200,15,"negative"
918,9,47,423,5.222,0.307,0.872,2.03,130,369,64,"negative"
5159,8,69,552,8.625,0.216,0.643,1.43,119,355,83,"negative"
3135,8,5,40,0.625,0.4,1,2.67,16,40,6,"negative"
1326,8,35,280,4.375,0.321,0.775,1.76,90,217,51,"negative"
2707,8,16,128,2,0.43,0.859,2.2,55,110,25,"negative"
2561,8,14,112,1.75,0.464,0.768,2.6,52,86,20,"negative"
5147,5,15,75,3,0.093,0.347,1.4,7,26,5,"negative"
2782,9,20,180,2.222,0.361,0.872,1.86,65,157,35,"negative"
2895,7,7,49,1,0.592,0.959,2.42,29,47,12,"negative"
1893,7,11,77,1.571,0.351,0.727,1.5,27,56,18,"negative"
1979,7,21,147,3,0.388,0.912,1.84,57,134,31,"negative"
5033,7,36,252,5.143,0.456,0.98,2.05,115,247,56,"negative"
1621,5,11,55,2.2,0.345,0.873,1.46,19,48,13,"negative"
1575,6,17,102,2.833,0.255,0.745,1.18,26,76,22,"negative"
384,22,47,1034,2.136,0.319,0.753,2.13,330,779,155,"negative"
4084,8,190,1520,23.75,0.118,0.62,1.21,179,943,148,"negative"
1337,7,24,168,3.429,0.101,0.298,1.89,17,50,9,"positive"
980,7,46,322,6.571,0.304,0.963,2.58,98,310,38,"negative"
515,10,80,800,8,0.308,0.838,2.02,246,670,122,"negative"
3684,8,96,768,12,0.276,0.883,1.77,212,678,120,"negative"
4069,9,326,2934,36.222,0.171,0.641,1.3,501,1882,385,"negative"
17,6,7,42,1.167,0.405,0.952,4.25,17,40,4,"negative"
1795,7,40,280,5.714,0.336,0.971,1.57,94,272,60,"negative"
3068,5,14,70,2.8,0.557,0.871,2.79,39,61,14,"negative"
4914,10,293,2930,29.3,0.207,0.596,1.53,606,1746,397,"negative"
1513,6,2,12,0.333,0.583,1,7,7,12,1,"negative"
1197,9,42,378,4.667,0.384,0.817,2.38,145,309,61,"negative"
3759,9,280,2520,31.111,0.165,0.684,1.24,415,1724,336,"negative"
792,8,54,432,6.75,0.35,0.887,1.74,151,383,87,"negative"
621,1,11,11,11,0.727,1,4,8,11,2,"positive"
2754,9,18,162,2,0.352,0.901,1.84,57,146,31,"negative"
129,10,152,1520,15.2,0.297,0.778,2.17,452,1182,208,"negative"
3734,24,282,6768,11.75,0.443,0.878,7.8,2995,5944,384,"negative"
4467,9,1,9,0.111,1,1,9,9,9,1,"positive"
1053,10,35,350,3.5,0.337,0.714,1.87,118,250,63,"negative"
2814,8,50,400,6.25,0.405,0.993,1.93,162,397,84,"negative"
2799,8,14,112,1.75,0.375,0.839,2.1,42,94,20,"negative"
4794,18,22,396,1.222,0.366,0.513,14.5,145,203,10,"negative"
3494,2,19,38,9.5,0.184,0.789,1.4,7,30,5,"negative"
277,12,43,516,3.583,0.293,0.791,2.29,151,408,66,"negative"
1210,6,39,234,6.5,0.303,0.739,1.58,71,173,45,"negative"
1129,7,189,1323,27,0.339,0.704,1.89,449,932,237,"negative"
2064,5,33,165,6.6,0.376,0.903,1.44,62,149,43,"negative"
1953,9,19,171,2.111,0.292,0.684,1.52,50,117,33,"negative"
2216,6,31,186,5.167,0.263,0.812,1.4,49,151,35,"negative"
293,10,126,1260,12.6,0.463,0.848,3.16,584,1068,185,"negative"
651,8,18,144,2.25,0.215,0.813,2.38,31,117,13,"negative"
4912,5,95,475,19,0.255,0.787,1.73,121,374,70,"negative"
2418,8,9,72,1.125,0.319,0.667,2.3,23,48,10,"negative"
2524,8,29,232,3.625,0.453,0.996,2.1,105,231,50,"negative"
2302,8,19,152,2.375,0.382,0.724,1.93,58,110,30,"negative"
3492,8,135,1080,16.875,0.131,0.671,1.22,142,725,116,"negative"
1348,4,7,28,1.75,0.286,1,2,8,28,4,"positive"
2268,7,4,28,0.571,0.321,0.679,9,9,19,1,"negative"
946,9,133,1197,14.778,0.236,0.718,1.89,283,859,150,"negative"
4103,7,69,483,9.857,0.188,0.754,1.28,91,364,71,"negative"
3306,8,22,176,2.75,0.426,1,2.42,75,176,31,"negative"
595,11,75,825,6.818,0.27,0.679,2.08,223,560,107,"negative"
1218,8,74,592,9.25,0.412,0.845,2.14,244,500,114,"negative"
2788,8,4,32,0.5,0.438,0.656,4.67,14,21,3,"negative"
617,8,75,600,9.375,0.373,0.955,1.95,224,573,115,"negative"
2806,6,14,84,2.333,0.56,0.929,2.24,47,78,21,"negative"
549,1,117,117,117,0.393,1,5.75,46,117,8,"positive"
4677,11,236,2596,21.455,0.354,0.803,2.91,920,2084,316,"negative"
4754,7,5,35,0.714,0.829,0.829,29,29,29,1,"negative"
1006,10,86,860,8.6,0.423,0.914,2.44,364,786,149,"negative"
31,11,8,88,0.727,0.58,1,5.1,51,88,10,"negative"
3312,6,7,42,1.167,0.5,1,1.75,21,42,12,"negative"
3810,24,187,4488,7.792,0.485,0.918,8.16,2178,4122,267,"negative"
1720,8,27,216,3.375,0.236,0.685,1.31,51,148,39,"negative"
5003,9,127,1143,14.111,0.213,0.679,1.58,243,776,154,"negative"
3948,13,104,1352,8,0.198,0.639,3.44,268,864,78,"negative"
1822,7,18,126,2.571,0.365,0.952,1.53,46,120,30,"negative"
4572,7,79,553,11.286,0.566,0.967,3.56,313,535,88,"negative"
3712,9,535,4815,59.444,0.136,0.498,1.39,655,2399,470,"negative"
1726,7,9,63,1.286,0.302,0.905,1.46,19,57,13,"negative"
2890,10,12,120,1.2,0.35,0.867,2.33,42,104,18,"negative"
4562,16,367,5872,22.938,0.385,0.575,5.29,2258,3377,427,"negative"
1202,9,60,540,6.667,0.413,0.822,2.75,223,444,81,"negative"
3485,6,12,72,2,0.278,1,2.22,20,72,9,"negative"
911,9,32,288,3.556,0.302,0.674,2.17,87,194,40,"negative"
3978,8,216,1728,27,0.156,0.511,1.33,270,883,203,"negative"
3610,9,245,2205,27.222,0.16,0.607,1.39,353,1338,254,"negative"
4938,136,1,136,0.007,0.993,1,135,135,136,1,"positive"
4606,7,80,560,11.429,0.5,0.848,3.54,280,475,79,"negative"
394,11,86,946,7.818,0.283,0.764,1.91,268,723,140,"negative"
2934,6,17,102,2.833,0.451,0.745,2.56,46,76,18,"negative"
1701,7,33,231,4.714,0.342,0.848,1.98,79,196,40,"negative"
312,44,3,132,0.068,0.598,0.841,2.47,79,111,32,"positive"
3769,1,109,109,109,0.183,1,1.05,20,109,19,"negative"
4085,7,71,497,10.143,0.231,0.757,1.37,115,376,84,"negative"
4324,14,399,5586,28.5,0.383,0.593,5.04,2142,3315,425,"negative"
4163,11,288,3168,26.182,0.248,0.5,2.04,787,1584,386,"negative"
4553,16,427,6832,26.688,0.4,0.632,5.56,2736,4316,492,"negative"
1449,10,197,1970,19.7,0.144,0.589,1.25,284,1160,228,"negative"
1964,6,14,84,2.333,0.274,1,1.28,23,84,18,"negative"
4568,16,181,2896,11.313,0.4,0.759,5.1,1157,2198,227,"negative"
1382,6,5,30,0.833,0.233,0.633,1.75,7,19,4,"positive"
1242,11,104,1144,9.455,0.377,0.779,2.57,431,891,168,"negative"
3568,9,101,909,11.222,0.211,0.816,1.37,192,742,140,"negative"
1553,7,41,287,5.857,0.209,0.652,1.36,60,187,44,"negative"
3152,11,261,2871,23.727,0.243,0.524,1.93,698,1505,361,"negative"
246,9,49,441,5.444,0.594,0.998,3.05,262,440,86,"negative"
2959,9,42,378,4.667,0.312,0.889,1.97,118,336,60,"negative"
4875,9,153,1377,17,0.304,0.848,2.06,419,1168,203,"negative"
2517,9,240,2160,26.667,0.259,0.714,1.66,559,1542,336,"negative"
4987,63,79,4977,1.254,0.338,0.345,186.78,1681,1718,9,"positive"
80,12,44,528,3.667,0.294,0.742,2.31,155,392,67,"negative"
975,8,185,1480,23.125,0.235,0.659,1.82,348,975,191,"negative"
3872,7,13,91,1.857,0.374,1,1.89,34,91,18,"negative"
140,7,17,119,2.429,0.227,0.58,2.7,27,69,10,"negative"
681,9,12,108,1.333,0.444,1,1.78,48,108,27,"negative"
3466,2,536,1072,268,0.538,0.737,30.37,577,790,19,"positive"
4396,10,18,180,1.8,0.522,0.694,9.4,94,125,10,"negative"
3031,10,28,280,2.8,0.311,0.957,1.78,87,268,49,"negative"
3547,5,4,20,0.8,0.35,0.6,2.33,7,12,3,"negative"
3528,13,38,494,2.923,0.33,0.98,3.88,163,484,42,"negative"
574,1,14,14,14,0.571,1,2,8,14,4,"positive"
916,10,116,1160,11.6,0.273,0.797,1.7,317,925,186,"negative"
2993,11,221,2431,20.091,0.25,0.544,1.95,607,1323,312,"negative"
4647,11,20,220,1.818,0.577,0.882,8.47,127,194,15,"negative"
1066,10,128,1280,12.8,0.355,0.751,2.25,455,961,202,"negative"
1584,6,13,78,2.167,0.282,0.936,1.57,22,73,14,"negative"
2628,9,17,153,1.889,0.451,0.941,2.46,69,144,28,"negative"
1943,7,21,147,3,0.32,0.714,1.68,47,105,28,"negative"
1854,7,31,217,4.429,0.318,0.839,1.35,69,182,51,"negative"
1471,8,25,200,3.125,0.24,0.91,1.45,48,182,33,"negative"
3833,9,510,4590,56.667,0.075,0.288,1.44,346,1323,241,"negative"
3913,9,352,3168,39.111,0.205,0.692,1.34,651,2193,486,"negative"
4386,17,106,1802,6.235,0.927,1,14.53,1671,1802,115,"negative"
2946,5,14,70,2.8,0.329,0.5,2.56,23,35,9,"negative"
1453,10,271,2710,27.1,0.193,0.693,1.37,522,1878,380,"negative"
3621,7,150,1050,21.429,0.178,0.774,1.36,187,813,138,"negative"
898,11,43,473,3.909,0.281,0.774,2.18,133,366,61,"negative"
2026,7,33,231,4.714,0.264,0.844,1.2,61,195,51,"negative"
3798,1,13,13,13,1,1,13,13,13,1,"positive"
1632,5,3,15,0.6,0.6,0.867,4.5,9,13,2,"negative"
2440,9,15,135,1.667,0.407,0.844,2.29,55,114,24,"negative"
2592,10,25,250,2.5,0.408,0.68,2.43,102,170,42,"negative"
853,8,59,472,7.375,0.206,0.691,3.13,97,326,31,"negative"
4578,11,72,792,6.545,0.665,0.938,6.35,527,743,83,"negative"
5383,12,115,1380,9.583,0.256,0.572,1.74,353,790,203,"negative"
4908,10,288,2880,28.8,0.191,0.564,1.5,549,1624,365,"negative"
4941,5,94,470,18.8,0.313,0.751,1.91,147,353,77,"negative"
229,5,8,40,1.6,0.35,0.675,4.67,14,27,3,"negative"
3185,10,38,380,3.8,0.308,0.632,2.13,117,240,55,"negative"
3887,8,57,456,7.125,0.434,0.958,2.91,198,437,68,"negative"
2659,9,26,234,2.889,0.316,0.88,1.85,74,206,40,"negative"
4487,9,18,162,2,0.543,0.815,8.8,88,132,10,"negative"
503,10,21,210,2.1,0.348,0.757,3.17,73,159,23,"negative"
3425,8,53,424,6.625,0.38,0.915,1.87,161,388,86,"negative"
4774,7,219,1533,31.286,0.195,0.617,1.44,299,946,207,"negative"
5068,9,44,396,4.889,0.412,0.795,2.47,163,315,66,"negative"
3469,10,509,5090,50.9,0.097,0.388,1.23,492,1974,401,"negative"
2398,2,46,92,23,0.511,0.554,47,47,51,1,"positive"
5324,8,346,2768,43.25,0.144,0.581,1.31,398,1607,304,"negative"
130,2,116,232,58,0.616,0.802,17.88,143,186,8,"positive"
900,8,18,144,2.25,0.472,1,2.52,68,144,27,"negative"
752,2,14,28,7,0.286,0.821,8,8,23,1,"positive"
562,7,23,161,3.286,0.093,0.54,1.36,15,87,11,"negative"
1725,7,37,259,5.286,0.305,1,1.46,79,259,54,"negative"
4884,9,197,1773,21.889,0.274,0.699,1.74,485,1240,278,"negative"
4958,6,97,582,16.167,0.299,0.701,1.85,174,408,94,"negative"
3071,11,19,209,1.727,0.306,0.789,2.46,64,165,26,"negative"
4477,9,17,153,1.889,0.536,0.915,6.31,82,140,13,"negative"
1331,9,271,2439,30.111,0.284,0.677,1.93,692,1651,358,"negative"
382,9,82,738,9.111,0.385,0.935,2.29,284,690,124,"negative"
4596,16,359,5744,22.438,0.376,0.652,5.41,2158,3747,399,"negative"
2834,10,19,190,1.9,0.3,0.905,1.68,57,172,34,"negative"
3165,10,262,2620,26.2,0.273,0.703,1.83,716,1841,391,"negative"
3260,8,7,56,0.875,0.429,1,2.67,24,56,9,"negative"
2584,8,25,200,3.125,0.515,0.815,2.64,103,163,39,"negative"
1901,9,29,261,3.222,0.287,0.747,1.53,75,195,49,"negative"
4390,17,266,4522,15.647,0.921,1,12.82,4167,4522,325,"negative"
2987,7,20,140,2.857,0.493,0.979,1.82,69,137,38,"negative"
326,9,97,873,10.778,0.466,0.973,2.42,407,849,168,"negative"
454,10,98,980,9.8,0.376,0.861,2.1,368,844,175,"negative"
2230,7,7,49,1,0.388,0.939,1.9,19,46,10,"negative"
1273,9,35,315,3.889,0.397,0.832,1.92,125,262,65,"negative"
1465,7,14,98,2,0.357,0.867,1.75,35,85,20,"negative"
5298,8,112,896,14,0.17,0.786,1.27,152,704,120,"negative"
3407,7,4,28,0.571,0.393,1,2.2,11,28,5,"negative"
5468,1,16,16,16,1,1,16,16,16,1,"positive"
4293,8,155,1240,19.375,0.452,0.882,2.78,561,1094,202,"negative"
4526,14,320,4480,22.857,0.354,0.585,4.46,1584,2621,355,"negative"
1754,9,48,432,5.333,0.273,0.685,1.42,118,296,83,"negative"
2931,5,12,60,2.4,0.467,0.6,4.67,28,36,6,"negative"
2147,6,19,114,3.167,0.289,0.789,1.38,33,90,24,"negative"
2803,10,44,440,4.4,0.314,0.623,1.92,138,274,72,"negative"
2395,12,271,3252,22.583,0.238,0.571,1.98,773,1857,391,"negative"
1529,4,18,72,4.5,0.333,0.667,1.71,24,48,14,"negative"
2712,10,27,270,2.7,0.344,0.804,2.38,93,217,39,"negative"
1338,10,271,2710,27.1,0.267,0.698,1.96,724,1892,369,"negative"
492,11,61,671,5.545,0.361,0.614,5.04,242,412,48,"negative"
4169,12,40,480,3.333,0.46,0.592,7.62,221,284,29,"negative"
607,12,90,1080,7.5,0.183,0.716,1.92,198,773,103,"negative"
2624,11,271,2981,24.636,0.278,0.728,1.99,829,2171,417,"negative"
5125,7,26,182,3.714,0.302,0.863,1.9,55,157,29,"negative"
120,1,17,17,17,0.765,1,3.25,13,17,4,"positive"
2113,9,24,216,2.667,0.287,0.912,1.72,62,197,36,"negative"
3029,8,34,272,4.25,0.36,0.717,1.88,98,195,52,"negative"
3353,7,9,63,1.286,0.397,0.841,2.78,25,53,9,"negative"
1512,6,25,150,4.167,0.34,0.887,1.42,51,133,36,"negative"
4174,11,185,2035,16.818,0.356,0.772,2.94,724,1572,246,"negative"
4347,3,3,9,1,0.889,0.889,8,8,8,1,"negative"
1694,6,17,102,2.833,0.275,0.824,1.33,28,84,21,"negative"
2404,11,22,242,2,0.277,0.731,1.86,67,177,36,"negative"
1829,7,20,140,2.857,0.257,0.879,1.13,36,123,32,"negative"
1168,12,50,600,4.167,0.345,0.627,2.72,207,376,76,"negative"
3659,9,535,4815,59.444,0.191,0.788,1.36,921,3793,676,"negative"
4187,34,1,34,0.029,1,1,34,34,34,1,"positive"
4469,10,155,1550,15.5,0.35,0.678,2.78,542,1051,195,"negative"
3259,11,261,2871,23.727,0.246,0.638,1.93,707,1833,366,"negative"
1885,7,23,161,3.286,0.342,0.783,1.45,55,126,38,"negative"
1052,6,29,174,4.833,0.333,0.799,1.53,58,139,38,"negative"
3670,9,535,4815,59.444,0.118,0.482,1.31,566,2323,432,"negative"
5461,11,119,1309,10.818,0.268,0.678,1.72,351,887,204,"negative"
3607,6,29,174,4.833,0.368,0.954,1.73,64,166,37,"negative"
4705,9,1,9,0.111,1,1,9,9,9,1,"positive"
1797,8,25,200,3.125,0.285,0.88,1.36,57,176,42,"negative"
4094,9,508,4572,56.444,0.128,0.53,1.27,587,2425,461,"negative"
3468,6,32,192,5.333,0.286,0.891,1.41,55,171,39,"negative"
947,6,100,600,16.667,0.342,0.822,1.71,205,493,120,"negative"
3246,7,21,147,3,0.313,0.667,2.09,46,98,22,"negative"
2638,8,26,208,3.25,0.394,1,2.16,82,208,38,"negative"
3384,10,93,930,9.3,0.268,0.784,1.78,249,729,140,"negative"
4491,14,395,5530,28.214,0.359,0.658,4.7,1988,3636,423,"negative"
3756,7,262,1834,37.429,0.152,0.684,1.28,279,1254,218,"negative"
4417,8,50,400,6.25,0.528,0.955,3.01,211,382,70,"negative"
1404,4,9,36,2.25,0.417,1,1.67,15,36,9,"negative"
3814,8,86,688,10.75,0.494,0.945,2.64,340,650,129,"negative"
4530,27,320,8640,11.852,0.321,0.561,4.53,2774,4845,613,"negative"
3829,7,14,98,2,0.296,0.786,2.9,29,77,10,"negative"
2419,19,13,247,0.684,0.215,0.551,1.51,53,136,35,"negative"
1291,10,50,500,5,0.472,0.812,2.74,236,406,86,"negative"
43,9,50,450,5.556,0.496,0.958,2.69,223,431,83,"negative"
2977,10,103,1030,10.3,0.25,0.61,1.77,258,628,146,"negative"
761,12,9,108,0.75,0.509,0.657,9.17,55,71,6,"negative"
3433,7,16,112,2.286,0.42,0.768,1.96,47,86,24,"negative"
2522,8,15,120,1.875,0.475,0.992,2.59,57,119,22,"negative"
4175,37,1,37,0.027,1,1,37,37,37,1,"positive"
1563,1,12,12,12,0.583,1,1.75,7,12,4,"negative"
1346,7,13,91,1.857,0.154,0.484,2,14,44,7,"positive"
4669,12,72,864,6,0.638,0.918,6.12,551,793,90,"negative"
4383,18,1,18,0.056,1,1,18,18,18,1,"positive"
304,1,9,9,9,0.778,1,7,7,9,1,"positive"
1068,12,84,1008,7,0.331,0.792,2.35,334,798,142,"negative"
3250,8,5,40,0.625,0.425,1,1.55,17,40,11,"negative"
3282,7,19,133,2.714,0.451,0.97,2.73,60,129,22,"negative"
16,5,8,40,1.6,0.375,0.475,15,15,19,1,"negative"
3134,8,60,480,7.5,0.335,0.915,1.85,161,439,87,"negative"
4099,6,71,426,11.833,0.131,0.784,1.3,56,334,43,"negative"
1422,10,272,2720,27.2,0.191,0.578,1.49,520,1571,348,"negative"
3122,10,46,460,4.6,0.317,0.683,1.85,146,314,79,"negative"
182,8,84,672,10.5,0.269,0.966,1.79,181,649,101,"negative"
3705,9,510,4590,56.667,0.148,0.537,1.33,681,2465,513,"negative"
4882,10,325,3250,32.5,0.215,0.692,1.51,700,2248,463,"negative"
2046,9,45,405,5,0.259,0.805,1.4,105,326,75,"negative"
3391,8,36,288,4.5,0.323,0.781,1.86,93,225,50,"negative"
358,10,38,380,3.8,0.434,0.892,2.89,165,339,57,"negative"
465,9,7,63,0.778,0.349,0.683,2.2,22,43,10,"negative"
852,7,14,98,2,0.327,0.99,2.67,32,97,12,"negative"
4603,15,222,3330,14.8,0.414,0.728,5.34,1378,2425,258,"negative"
3414,11,112,1232,10.182,0.217,0.469,1.73,267,578,154,"negative"
2246,7,45,315,6.429,0.238,0.67,1.15,75,211,65,"negative"
4570,1,42,42,42,0.19,1,1.6,8,42,5,"positive"
1169,10,61,610,6.1,0.487,0.834,3.13,297,509,95,"negative"
2749,11,122,1342,11.091,0.256,0.656,1.94,344,881,177,"negative"
2,6,7,42,1.167,0.429,0.881,3.6,18,37,5,"negative"
5194,14,18,252,1.286,0.298,0.655,5,75,165,15,"negative"
1896,7,52,364,7.429,0.272,0.788,1.22,99,287,81,"negative"
5148,5,11,55,2.2,0.309,0.836,1.7,17,46,10,"negative"
2804,10,12,120,1.2,0.4,0.933,2.29,48,112,21,"negative"
4271,10,154,1540,15.4,0.342,0.664,2.55,527,1022,207,"negative"
4178,14,12,168,0.857,0.429,0.732,6.55,72,123,11,"negative"
2940,8,16,128,2,0.328,0.961,1.91,42,123,22,"negative"
2536,9,272,2448,30.222,0.269,0.763,1.87,659,1868,353,"negative"
2573,8,6,48,0.75,0.396,0.813,1.58,19,39,12,"negative"
138,7,46,322,6.571,0.155,0.587,4.17,50,189,12,"negative"
295,11,115,1265,10.455,0.266,0.723,1.79,337,915,188,"negative"
1156,9,12,108,1.333,0.62,0.944,4.79,67,102,14,"negative"
3958,8,60,480,7.5,0.433,0.842,3.01,208,404,69,"negative"
2680,8,18,144,2.25,0.396,0.882,1.84,57,127,31,"negative"
3542,28,31,868,1.107,0.492,0.745,7.49,427,647,57,"positive"
5216,1,69,69,69,0.667,1,4.18,46,69,11,"positive"
2257,9,184,1656,20.444,0.206,0.659,1.36,341,1091,251,"negative"
3103,8,20,160,2.5,0.394,0.944,2.25,63,151,28,"negative"
2089,4,11,44,2.75,0.432,1,1.36,19,44,14,"negative"
190,11,26,286,2.364,0.297,0.941,2.02,85,269,42,"negative"
3377,8,29,232,3.625,0.341,0.78,1.93,79,181,41,"negative"
3105,6,18,108,3,0.491,0.88,2.04,53,95,26,"negative"
603,10,63,630,6.3,0.251,0.898,1.84,158,566,86,"negative"
1199,8,40,320,5,0.463,0.969,2.47,148,310,60,"negative"
2409,11,19,209,1.727,0.378,0.9,1.93,79,188,41,"negative"
330,9,76,684,8.444,0.363,0.874,2.18,248,598,114,"negative"
213,8,48,384,6,0.31,0.807,1.92,119,310,62,"negative"
1867,7,11,77,1.571,0.286,0.909,1.29,22,70,17,"negative"
3802,1,187,187,187,0.963,1,25.71,180,187,7,"positive"
807,12,61,732,5.083,0.251,0.746,1.77,184,546,104,"negative"
519,23,47,1081,2.043,0.315,0.747,2.2,341,808,155,"negative"
1610,6,7,42,1.167,0.262,0.786,1.83,11,33,6,"negative"
1524,4,11,44,2.75,0.364,0.955,1.33,16,42,12,"negative"
2262,5,11,55,2.2,0.4,0.927,1.57,22,51,14,"negative"
46,2,22,44,11,0.75,0.75,33,33,33,1,"positive"
4846,18,185,3330,10.278,0.163,0.358,2.39,544,1193,228,"negative"
5463,11,147,1617,13.364,0.257,0.761,1.58,416,1230,264,"negative"
2405,9,16,144,1.778,0.375,1,2.08,54,144,26,"negative"
5103,7,70,490,10,0.265,0.976,1.4,130,478,93,"negative"
2911,3,3,9,1,0.778,0.778,7,7,7,1,"negative"
4950,6,97,582,16.167,0.282,0.794,1.84,164,462,89,"negative"
