"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
1.51566044,13.29025,3.44832,1.21127,72.7388,0.5589,8.57192,0,0,"negative"
1.51613882,13.8821,1.77804,1.78907,73.0972,0,8.66876,0.75915,0,"negative"
1.52121876,14.0284,3.75813,0.5789,71.7924,0.11178,9.64792,0,0,"positive"
1.51800678,13.7092,3.92875,1.53869,71.8092,0.54027,8.20608,0,0.0765,"negative"
1.51736894,12.7782,3.61894,1.29152,72.7892,0.58995,8.70104,0,0,"negative"
1.51743728,13.2969,3.60098,1.14065,73.0916,0.57753,8.1738,0,0,"negative"
1.51663998,12.93115,3.53812,1.61894,72.9572,0.63963,8.03392,0,0.1071,"negative"
1.51768786,12.65185,3.56057,1.30115,73.0804,0.60858,8.69028,0,0.0714,"negative"
1.5163894,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0,0.459,"negative"
1.51777898,13.6427,3.65037,0.64952,73.002,0.0621,8.927,0,0,"positive"
1.52176548,13.7491,1.01025,1.35893,72.19,0.32913,11.14356,0,0,"negative"
1.51755118,12.7117,3.42138,1.19843,73.198,0.58995,8.63648,0,0,"negative"
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.07628,0,0,"negative"
1.51645774,14.93945,0,1.86932,73.1084,0,8.66876,1.3797,0,"negative"
1.51654886,12.7516,2.85115,1.43918,73.2708,0.57132,8.78712,0.11025,0.1122,"negative"
1.52320062,13.7225,3.72221,0.51149,71.7476,0.08694,10.568,0,0.0816,"negative"
1.51782454,12.69175,3.53812,1.33967,72.9516,0.57132,8.75484,0,0,"negative"
1.51215232,12.991,3.47077,1.12139,72.9796,0.621,8.34596,0,0.1581,"negative"
1.51595658,12.7915,3.60996,1.61894,72.9684,0.63963,8.0662,0,0.1326,"negative"
1.5163894,14.36755,0,2.73923,72.8508,0,9.45424,0.53865,0,"negative"
1.51625272,13.35675,3.57853,1.49054,72.722,0.44712,8.20608,0,0,"negative"
1.5176423,12.9777,3.53812,1.21127,73.002,0.65205,8.52888,0,0,"negative"
1.5177562,13.52965,3.40791,1.51943,72.0388,0.57753,8.78712,0,0,"positive"
1.51568322,13.23705,3.48873,1.47128,73.2484,0.37881,8.03392,0,0,"negative"
1.51750562,12.81145,3.56955,1.3493,73.0188,0.621,8.59344,0,0,"negative"
1.5171867,14.75325,0,2.00093,73.0188,0,8.52888,1.59075,0.0408,"negative"
1.5266404,11.22875,0,0.7715,73.2092,0,14.6836,0,0,"negative"
1.51761952,12.61195,3.592,1.31078,73.2876,0.57753,8.4966,0,0,"negative"
1.5160477,12.8979,3.43934,1.44881,73.58,0.44091,8.27064,0,0,"negative"
1.51711836,12.89125,3.61894,1.57079,72.9572,0.60858,8.10924,0,0,"negative"
1.51976084,13.80895,3.57853,1.32041,71.7196,0.11799,8.66876,0.68985,0,"negative"
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0,0,"negative"
1.51618438,13.01095,3.5022,1.48091,72.89,0.60237,8.12,0,0,"negative"
1.51777898,13.21045,2.81074,1.29152,72.9796,0.50922,9.02384,0,0.459,"negative"
1.51837126,14.321,3.25974,2.21921,71.2492,1.45935,5.78508,1.62855,0,"negative"
1.52101374,13.6427,4.49,1.09892,71.7812,0.0621,8.75484,0,0,"negative"
1.52613924,13.70255,0,1.35893,71.238,0.19251,13.43544,0,0.051,"negative"
1.51768786,12.55875,3.52016,1.42955,73.1476,0.57132,8.53964,0,0,"negative"
1.51812068,12.95775,2.95891,1.42955,72.918,0.60237,8.78712,0.1386,0,"negative"
1.51693612,12.858,3.57853,1.31078,72.61,0.60858,8.78712,0,0,"positive"
1.51711836,14.2279,0,2.08118,73.3604,0,8.61496,1.6695,0,"negative"
1.51652608,11.94695,0,1.1888,75.1804,2.70135,8.927,0,0,"negative"
1.52171992,13.4831,3.74017,0.8999,72.0108,0.18009,9.60488,0,0.0357,"negative"
1.51755118,13.39,3.65935,1.1888,72.7892,0.57132,8.27064,0,0.0561,"negative"
1.515706,12.71835,3.46179,1.56116,73.198,0.67068,8.08772,0,0.1224,"negative"
1.51622994,14.2013,0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,"negative"
1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0,0,"negative"
1.51545542,14.14145,0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,"negative"
1.51588824,12.87795,3.43036,1.40066,73.282,0.68931,8.04468,0,0.1224,"negative"
1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0,0,"negative"
1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0,0.0714,"negative"
1.51761952,13.88875,3.60098,1.35893,72.7276,0.47817,7.82948,0,0,"negative"
1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0,0,"negative"
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0,0,"negative"
1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0,0.459,"negative"
1.5165033,14.38085,0,1.93994,73.6124,0,8.47508,1.5687,0,"negative"
1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0,0,"negative"
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0,0.0816,"negative"
1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0,0.51,"negative"
1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0,0,"negative"
1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0,0,"negative"
1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0,0,"negative"
1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0,0,"negative"
1.52474966,11.4482,0,1.87895,72.19,0.8073,13.24176,0,0.1734,"negative"
1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0,0,"negative"
1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0,0.1632,"negative"
1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0,0.1224,"negative"
1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.43204,0,0,"negative"
1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0,0,"negative"
1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
1.51830292,14.3875,0,1.82117,72.862,1.40967,6.47372,2.8791,0,"negative"
1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0,0,"negative"
1.51727782,14.70005,0,2.34119,73.282,0,8.94852,0.6615,0,"negative"
1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0,0.0561,"negative"
1.51755118,13.1506,3.60996,1.05077,73.2372,0.57132,8.23836,0,0,"negative"
1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0,0,"negative"
1.52739214,11.0226,0,0.74903,73.0804,0,14.96336,0,0,"negative"
1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0,0.0867,"negative"
1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0,0.0561,"negative"
1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0,0.0867,"negative"
1.51898632,13.58285,3.34954,1.23053,72.078,0.58995,8.90548,0,0,"negative"
1.51818902,13.7225,0,0.55964,74.4524,0,10.99292,0,0,"negative"
1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0,0.051,"negative"
1.516845,14.9195,0,1.9913,73.58,0,8.39976,1.59075,0,"negative"
1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0,0.1122,"negative"
1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0,0,"negative"
1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,"negative"
1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.70104,0,0,"negative"
1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0,0.0969,"negative"
1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0,0.0612,"negative"
1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0,0,"negative"
1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0,0,"negative"
1.51531874,14.38085,0,2.65898,73.0972,0.03726,9.07764,0.63945,0,"negative"
1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,"negative"
1.51796122,13.50305,3.35852,1.62857,71.938,0.57132,8.80864,0,0.459,"positive"
1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0,0,"negative"
1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0,0,"negative"
1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0,0,"negative"
1.52222108,13.21045,3.7716,0.79076,71.9884,0.13041,10.2452,0,0,"negative"
1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0,0.1428,"negative"
1.51793844,12.7915,3.5022,1.12139,73.03,0.63963,8.7656,0,0,"negative"
1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0,0,"negative"
1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0,0.0714,"negative"
1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0,0.051,"negative"
1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0,0,"negative"
1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0,0.1224,"negative"
1.52222108,14.4274,0,0.99941,72.6716,0.09936,11.52016,0,0.0408,"negative"
1.51602492,14.853,0,2.37971,73.282,0,8.75484,0.63945,0.459,"negative"
1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0,0,"negative"
1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0,0,"negative"
1.52210718,13.72915,3.83895,0.72014,71.7588,0.16767,9.74476,0,0,"negative"
1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0,0,"negative"
1.51509094,15.15225,0,2.25131,73.5004,0,8.3352,0.63,0,"negative"
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0,0,"negative"
1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0,0.0306,"negative"
1.51765190261217,13.4264279905185,3.40337178502105,1.59468342791425,71.988336548577,0.513112778741101,8.85032089422307,-0.000156340013845418,0.00483026169766705,"positive"
1.52091429941142,14.3527392541047,3.87417904585663,0.797714813177407,71.3948239777,-0.017275807380077,9.57106270670329,-0.0058455176904672,0.00505595416205462,"positive"
1.5217798950937,14.2152551234404,3.79975202902587,0.944850525616023,71.2420567713211,0.216450560392174,9.19835970352048,-0.00377019747124705,0.183361305618321,"positive"
1.5164609738254,13.3581910682765,3.57645358054521,1.37653587315603,72.7926556960317,0.564934454385768,8.46082536690312,-0.00236315995305655,0.0111168628979031,"positive"
1.52174645843928,14.2548775866488,3.79486885596455,0.884050072570743,71.3039758152222,0.187907751557561,9.13288485656799,0.000560061921095357,0.179617046245171,"positive"
1.51679173917151,12.8632887388728,3.60589198953509,1.38412116321743,72.5455994519886,0.595154031190205,8.7972425868987,-0.000221200655708441,0.0187052534099688,"positive"
1.51624523144996,13.3248151390733,3.53433101661982,1.3279942523578,72.6469484348829,0.586848799739414,8.38852144915005,0.0115062836566921,-0.0468399959317953,"positive"
1.51607744098034,13.0767304419232,3.35610010425141,1.24837221159322,72.9589989188361,0.557013605645714,8.51650010699474,-0.00216724338032107,0.0123952599453606,"positive"
1.51843486820642,13.4456815167526,3.36170127737379,1.66477520155973,71.9004887255812,0.579502862595408,8.73360177128651,-0.0047707630774935,0.429257440943495,"positive"
1.52084184147256,14.3278151092683,3.85877395070253,0.876860975452738,71.4747890742935,0.0120217691599573,9.44284483547481,-0.0104410108918354,-0.00442258219875585,"positive"
1.52207608417347,14.2108120506592,3.76662269518988,0.861523126610707,71.3102485891619,0.206671137675939,9.05477954741627,-0.00651372288071446,0.160365158608582,"positive"
1.5201142131899,13.6782809278509,3.56318538433015,0.808656739211841,72.5567669847342,0.145642534017204,8.79223994463162,0.167734606137106,0.138968409457128,"positive"
1.51699523829659,13.1637196304927,3.52432646637168,1.34834093381719,72.7599897536877,0.600361398710507,8.52747048153737,0.0019313226674136,0.0390329128931791,"positive"
1.51662707835155,13.3315857057703,3.57234440460144,1.33531319538942,72.6904058082405,0.561221585358665,8.38634172718799,0.00578855965795908,0.0595195097638738,"positive"
1.52182827131228,14.23338929048,3.76458248183416,0.788228599798319,71.2392049721852,0.205413625936643,9.11122965783958,0.00132396729641714,0.172545005076525,"positive"
1.52229486202734,14.3500756128651,3.77266369707317,0.901965831797009,71.4293141228681,0.28809751317499,9.07253949245943,0.00113391761431907,0.164811281512782,"positive"
1.51795718362898,13.3808666226018,3.38417734502406,1.64504918021843,71.7909910428764,0.550447496486915,8.84011883126468,-0.00105589363290683,0.428522181978995,"positive"
1.51597249928531,13.3851207493269,3.41091518900359,1.18411814290428,72.6544900731869,0.63027593590148,8.3568529156918,0.00354865123366318,-0.0233383813570521,"positive"
1.5222095879522,14.0771636652456,3.81460068069696,0.974110532057725,71.3369004544364,0.250512303993088,9.2151457927812,0.00920015393593335,0.181535509279976,"positive"
1.51762150963075,13.6154840178347,3.62058626225094,0.681762144282456,72.9227084079641,0.0756364727761316,8.8986358642524,0.00574148458271653,0.0279721275883916,"positive"
1.51694975557082,13.3501995114476,3.5062881392015,1.34486403002084,72.6959066981465,0.547810065137886,8.41138850157513,-0.0014143238455469,0.0115013783315462,"positive"
1.51747742724051,12.9680649930663,3.55868725961416,1.40476376256396,72.482799754356,0.640214098177006,8.79553167114396,0.000676419843164107,-0.012891154955291,"positive"
1.51634440559453,13.394586785788,3.39552281877978,1.14278761964339,72.8167743915003,0.531353997545946,8.24465555582891,-0.00923127962848758,0.0048416289505095,"positive"
1.51800875281779,13.5652150600225,3.62403984630736,0.664370646604439,73.0330445897599,0.0268194548596895,8.99768430656786,0.00725237250858365,-0.0202055403595048,"positive"
1.5159183687692,13.310278942394,3.5075915581718,1.38363889372652,72.8152314298344,0.55019183719058,8.42810963579736,0.0115537416492406,-0.0124225785814402,"positive"
1.51804155646415,13.5697988943129,3.38229602308253,1.46768144346973,72.0932320131216,0.583099467279893,8.83636276462242,-0.00962504868055197,0.00318455746064579,"positive"
1.51598095905709,13.435009314768,3.41481294908961,1.20754597528299,72.5457877075211,0.593592100726261,8.29800959455767,-0.000115210081498607,0.0541909321916284,"positive"
1.5190260518479,13.7279298227999,3.55254367965548,0.746126005430694,72.7039234409771,0.151200994359386,8.81216961326027,0.145593357952047,0.127032926183203,"positive"
1.51706441355117,13.0182266005589,3.42301642497168,1.23628386783643,73.0455212788988,0.511176258523917,8.58497854630223,-0.00762771669976602,0.00202413218025438,"positive"
1.52180790886145,14.0814484619242,3.85053344188055,0.913153496916699,71.4479183400663,0.246525021293672,9.05958694395264,0.00680780497152353,0.142212491418497,"positive"
1.51636296362902,13.0990609137455,3.39419233788157,1.25137851034599,73.0984312686856,0.497993083837035,8.47131935961491,0.00743190681837225,0.0237412053707494,"positive"
1.51651021171459,13.1650906515175,3.58755411262655,1.33818203415004,72.7383252901652,0.480728468448831,8.48602019758429,0.012930475519643,0.0762044642152846,"positive"
1.51904569636778,13.6825846376336,3.62397055066323,0.788623220946188,72.702566501111,0.161597568183525,8.8763633616186,0.154386011632589,0.0896268194021082,"positive"
1.51815418184678,13.5362455002681,3.37325415510513,1.59859700330402,71.8889529604548,0.602117299309945,8.78415230181388,-0.0116105927487794,0.458946372666457,"positive"
1.51726536237247,13.5535341866672,3.40609603151521,1.48686467983709,72.1726577648037,0.612512887815643,8.74762713374812,0.00311586918469429,-0.0169042862265317,"positive"
1.51768977552371,13.641093482632,3.38235146752972,1.544454958606,71.8897498022381,0.567118725012528,8.86788420772555,-0.00441995236870895,0.00239963569928828,"positive"
1.51590824881252,13.3168235038863,3.51477416887226,1.4278083236361,72.5126951256033,0.556722508961321,8.23789976939309,-0.00126800558463214,-0.0101152896721667,"positive"
1.52077091336422,13.9434420663031,3.71374642117956,0.487332619089875,71.6832550172787,0.165736603033812,9.62063263023518,0.00154120454627377,0.0207016124261203,"positive"
1.51652617480483,13.4140533693545,3.34862362783223,1.28897483448095,72.7148634368308,0.498670435454698,8.68199764063891,0.000448132966420518,0.00439752709463786,"positive"
1.51764017071918,13.6277035019024,3.63972579964928,0.670178456218797,72.9083991698984,0.0574265489043513,8.94482291957476,0.00505856956475511,0.00172782491001218,"positive"
1.5177704326164,13.5441043393192,3.36691174411035,1.63008945382627,71.9055431016811,0.588636561255283,8.77085210146528,-0.00417464603535124,0.466829019783966,"positive"
1.51966686985061,13.7483738049075,3.53918255305658,0.882140395540511,72.6561907554879,0.138434283953572,8.89091337708031,0.146884667508625,0.0857016856482729,"positive"
1.516629257454,12.9206482021431,3.38867945294578,1.32477894474049,72.9667139075408,0.50508201019838,8.57085577160766,0.00117089132832595,-0.0237140558026323,"positive"
1.5177270592572,13.5158230515247,3.36009572862421,1.49163901366353,71.8626478907907,0.597774398716598,8.89044781456614,0.00559084596194242,0.027591655447359,"positive"
1.51650815393502,13.0420989149855,3.4162551210561,1.22691399080308,73.1062563290155,0.495822521913196,8.5889769470822,-0.00249844133473218,0.00384796619286066,"positive"
1.51669859257409,12.8935366005607,3.5906101488812,1.35829162930749,72.6035085361969,0.62484992261657,8.74692005162739,-0.00426108203696832,0.00822018191466413,"positive"
1.51639287725748,12.992502893354,3.44141948210078,1.3117850048623,73.0524184412003,0.478887282206828,8.65552314206627,-0.00643436956876804,-0.0283785076811647,"positive"
1.51681280987448,13.0627986669816,3.35014409876508,1.29681648255009,73.0080147731942,0.449613779526296,8.50456998658257,-0.00478265770347775,0.0438574030154136,"positive"
1.51608786449329,13.3548068500202,3.5216014625085,1.30823061984674,72.6267976101003,0.581017116626358,8.36823146287134,-0.00180618228858969,-0.0108933172917604,"positive"
1.51940292074913,13.6419001454556,3.58412337682551,0.777055813795795,72.7772000442778,0.156718491047984,8.97028116962536,0.143774041812774,0.132230217777065,"positive"
1.51720114365023,13.4019057309224,3.39300967681017,1.27468550878366,72.7069030081621,0.506116820904796,8.57567794647478,0.00440298054105249,-0.00528030619029058,"positive"
1.51586656254378,13.4249697007545,3.56552206210712,1.43584860556531,72.5443050565163,0.540279276740268,8.35510302419523,-0.0130997798943932,0.0186416134894512,"positive"
1.52157384247825,14.3645670366378,3.91690213887816,0.784832761352904,71.4034230024064,0.0354134742377996,9.5448931796386,-0.00098206423352518,-0.0183912258774674,"positive"
1.51667007074527,13.5497257742221,3.40251736201588,1.22259683567847,72.798376075523,0.551212695920792,8.39303858071922,-0.00920372044515238,0.019863384474124,"positive"
1.51741337563532,13.512257477542,3.43193816471226,1.46613644410993,71.9622770539276,0.611785161795056,8.88067554860702,0.00774666526557231,0.0202518866634055,"positive"
1.51935648167239,13.5622442730167,3.49078922487892,0.697962186873563,72.6505150505638,0.124379074664135,9.01246784509297,0.147943930535227,0.106434623828857,"positive"
1.52113870963167,14.2954192459452,3.89287698189694,0.829493263597324,71.3805393941014,-0.00491939927474942,9.49880876511537,0.00718859168905228,-0.0334755400422275,"positive"
1.51677799658806,12.8642963393119,3.59446433627903,1.29864395854494,72.668131474477,0.600917337778524,8.73511148205129,-0.002673053177433,0.00809604587450361,"positive"
1.51637143856283,13.2216391511219,3.60479867251545,1.35546245424105,72.7498071771594,0.579375264857005,8.39633635425268,-0.00135511437046049,0.00359400487996116,"positive"
1.51664740254544,12.83137682117,3.59869646564522,1.39135065560753,72.5871594660832,0.545180850696179,8.82979205680443,-0.00650142811093924,0.014748273031176,"positive"
1.52162769731809,13.9264385923252,3.76322165480639,0.583449025590723,71.9237130802416,0.102629694801393,9.55135951211347,-0.0196341094566488,0.015248530692909,"positive"
1.5167401678467,13.3584090011863,3.41992729708982,1.34724018965105,72.5948443485994,0.516695309268913,8.67794905389154,0.0104856412094691,0.0159210801577609,"positive"
1.51634313318864,13.3523822809816,3.39929440601518,1.16988547507519,72.6637404809718,0.60985304629366,8.25354023400364,-0.00898918288118925,-0.00690622842465368,"positive"
1.51695945207275,13.0574810387266,3.36987945528518,1.24664991070442,73.1006670257184,0.561695069033804,8.52588244975896,0.0163394716727961,0.0368233355527427,"positive"
1.51766126458966,13.6649897501032,3.64970865514967,0.576528502619965,73.0407553370561,0.0270484525561664,8.9479893164389,0.00207397419941448,-0.00299094220070549,"positive"
1.51672079638957,13.1370826463815,3.39462820484084,1.33433303765253,73.0795827493945,0.53330683112019,8.54648309191143,-0.0036023755831715,-0.0196158229954297,"positive"
1.52119922630354,14.0070981064994,3.76785620987028,0.527878411002213,71.9162879039143,0.127762345102292,9.59706266307821,0.00445186058972011,-0.00785667872050853,"positive"
1.5211027992989,14.3823099205232,3.89180086125109,0.905927018693265,71.5218054522707,0.0422455634432577,9.44577399925827,0.00560999893802263,-0.0255130977269909,"positive"
1.51964913420263,13.6117178702314,3.55528142275821,0.697496965302192,72.7040735006142,0.158297378316532,8.98167445706983,0.149749241237035,0.0965919410821736,"positive"
1.51610515960058,13.2322180810783,3.58331785407637,1.33475701728128,72.6174281346948,0.599834852042119,8.25100429118814,0.000868211591715527,0.0041265531838117,"positive"
1.51659264004999,12.8860912136085,3.53130912332033,1.16129938263513,72.6492449533653,0.611678227035967,8.79380289470504,0.0117421834373647,0.000940198404581445,"positive"
1.51647204048867,13.3763638449692,3.40530118781671,1.26584525958801,72.6118738252588,0.511111656719543,8.61858206104069,-0.00895209593765856,-0.0183373626270453,"positive"
1.5165749512307,13.2761987953115,3.51014401730231,1.34043657605484,72.7794185375286,0.577184491546733,8.51701965428317,-0.000312650451624045,-0.00441519363146471,"positive"
1.52248479479423,14.1390854853471,3.76404378494426,0.80975529453763,71.3571770463958,0.239881092539473,9.13251108377435,0.00505862333042025,0.185564600250948,"positive"
1.5174916147494,13.5734824364759,3.31078500218618,1.61360636313423,71.9405434255651,0.58504386156711,8.92033342971988,-0.00900707895665049,0.45281671299182,"positive"
1.52213780268128,14.2896520663409,3.77376515401316,0.891508077938759,71.3608974818094,0.26563015079257,9.19522463878804,-0.0114015197833193,0.224421784224995,"positive"
1.52153739810162,14.3861224406384,3.9106050763082,0.733638509051064,71.3292869226159,-0.010205744540274,9.39035698728844,0.00862727074799357,-0.0119734614454803,"positive"
1.52074102553678,14.3033413297159,3.86430002546124,0.875998264495333,71.4173107686977,-0.00847034983648438,9.51816353374122,-0.00476314126441561,0.0139195512810226,"positive"
1.51691151339398,12.9528839832954,3.44988259661162,1.19636282377975,73.1735379836398,0.514371128600144,8.62542049958828,-0.00660838824795001,-0.00686618660462834,"positive"
1.51917627008834,13.6570885882627,3.51815741207009,0.737645897184063,72.7088987952448,0.199735121186698,8.89628058616405,0.150969589910946,0.100968215297879,"positive"
1.5213540927724,14.3929794037683,3.84191736069767,0.858616694427277,71.5045523737191,0.0696028597487574,9.3667011900843,-0.00353111502548855,-0.0189618176161122,"positive"
1.51664583103189,13.2911845006763,3.56655242542753,1.35408230108235,72.6862058267035,0.593320102429726,8.58064123036112,-0.00355988206918378,0.0541680502213976,"positive"
1.5169655046269,13.0578823646073,3.46074340079745,1.29812053407199,72.9938898997246,0.558699299686531,8.57115492704436,-0.0090443415756066,-0.0115445311556402,"positive"
1.51598238739681,13.0519155897561,3.44088579562954,1.26612585112556,73.044678659006,0.584768782810668,8.49665802725472,-0.00578354320536574,0.00319403260668545,"positive"
1.51641115398262,12.9830133347921,3.43250485705839,1.33679641451707,73.0735659011263,0.501238554985332,8.65931598228969,0.00539927244847268,0.00687851577491796,"positive"
1.51765414242039,13.5317403993822,3.37925637079328,1.59411670410445,71.8550921330321,0.518847529400509,8.7934720151603,0.00318149134377404,0.473846937608396,"positive"
