"Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,"negative"
0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,"negative"
0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,"negative"
0.645,0.51,0.19,1.4745,0.605,0.345,0.48,"negative"
0.625,0.49,0.155,1.115,0.484,0.277,0.3095,"negative"
0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,"negative"
0.55,0.435,0.14,0.745,0.347,0.174,0.2265,"negative"
0.565,0.455,0.17,0.9065,0.342,0.156,0.32,"positive"
0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,"negative"
0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,"negative"
0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,"negative"
0.575,0.475,0.145,0.857,0.3665,0.173,0.269,"negative"
0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,"negative"
0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,"negative"
0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,"negative"
0.64,0.49,0.18,1.36,0.653,0.347,0.305,"negative"
0.655,0.52,0.165,1.4095,0.586,0.291,0.405,"negative"
0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,"negative"
0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,"negative"
0.515,0.4,0.115,0.578,0.191,0.1445,0.17,"negative"
0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,"negative"
0.485,0.355,0.12,0.5085,0.21,0.122,0.135,"negative"
0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,"positive"
0.42,0.33,0.1,0.352,0.1635,0.089,0.1,"negative"
0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,"negative"
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,"negative"
0.705,0.54,0.205,1.757,0.8265,0.417,0.461,"negative"
0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,"negative"
0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,"negative"
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,"negative"
0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,"negative"
0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,"negative"
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,"negative"
0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,"negative"
0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,"negative"
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,"negative"
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,"negative"
0.465,0.36,0.105,0.431,0.172,0.107,0.175,"negative"
0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,"negative"
0.55,0.435,0.125,0.741,0.348,0.1585,0.206,"negative"
0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,"negative"
0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,"negative"
0.575,0.47,0.165,0.869,0.435,0.197,0.238,"negative"
0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,"negative"
0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,"negative"
0.48,0.37,0.125,0.5435,0.244,0.101,0.165,"negative"
0.565,0.44,0.135,0.83,0.393,0.1735,0.238,"negative"
0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,"negative"
0.605,0.475,0.14,1.1175,0.555,0.257,0.274,"negative"
0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,"negative"
0.61,0.475,0.175,1.024,0.409,0.261,0.322,"negative"
0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,"negative"
0.575,0.455,0.16,0.9895,0.495,0.195,0.246,"negative"
0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,"negative"
0.6,0.475,0.175,1.11,0.5105,0.256,0.285,"negative"
0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,"negative"
0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,"negative"
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,"negative"
0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,"negative"
0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,"negative"
0.625,0.47,0.175,1.179,0.605,0.258,0.271,"negative"
0.485,0.39,0.125,0.591,0.287,0.141,0.12,"negative"
0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,"positive"
0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,"negative"
0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,"negative"
0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,"negative"
0.615,0.495,0.155,1.0805,0.52,0.19,0.32,"negative"
0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,"negative"
0.57,0.44,0.12,0.803,0.382,0.1525,0.234,"negative"
0.64,0.54,0.175,1.571,0.627,0.271,0.475,"positive"
0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,"negative"
0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,"negative"
0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,"negative"
0.675,0.53,0.195,1.4985,0.62,0.375,0.425,"negative"
0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,"negative"
0.41,0.315,0.095,0.306,0.121,0.0735,0.09,"negative"
0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,"negative"
0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,"negative"
0.545,0.4,0.14,0.778,0.368,0.215,0.18,"negative"
0.62,0.47,0.15,1.309,0.587,0.4405,0.325,"negative"
0.56,0.455,0.16,0.967,0.4525,0.207,0.274,"negative"
0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,"positive"
0.445,0.37,0.125,0.515,0.2495,0.087,0.159,"negative"
0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,"negative"
0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,"negative"
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,"negative"
0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,"negative"
0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,"negative"
0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,"negative"
0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,"negative"
0.55,0.465,0.15,0.936,0.481,0.174,0.2435,"negative"
0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,"negative"
0.625,0.515,0.16,1.264,0.5715,0.326,0.321,"negative"
0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,"negative"
0.585,0.455,0.14,0.97,0.462,0.185,0.295,"negative"
0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,"negative"
0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,"negative"
0.565,0.48,0.175,0.957,0.3885,0.215,0.275,"positive"
0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,"negative"
0.545,0.405,0.175,0.98,0.2585,0.207,0.38,"positive"
0.59,0.46,0.14,1.004,0.496,0.2165,0.26,"negative"
0.655,0.51,0.15,1.043,0.4795,0.223,0.305,"negative"
0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,"negative"
0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,"negative"
0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,"negative"
0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,"negative"
0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,"negative"
0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,"negative"
0.56,0.455,0.145,0.974,0.547,0.1615,0.235,"negative"
0.58,0.45,0.15,0.92,0.393,0.212,0.2895,"negative"
0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,"negative"
0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,"negative"
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,"positive"
0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,"positive"
0.595,0.455,0.15,1.044,0.518,0.2205,0.27,"negative"
0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,"negative"
0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,"negative"
0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,"negative"
0.605,0.475,0.165,1.056,0.433,0.2195,0.357,"negative"
0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,"negative"
0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,"negative"
0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,"negative"
0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,"negative"
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,"negative"
0.585,0.46,0.14,0.7635,0.326,0.153,0.265,"negative"
0.55,0.425,0.145,0.797,0.297,0.15,0.265,"negative"
0.45,0.335,0.105,0.425,0.1865,0.091,0.115,"negative"
0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,"negative"
0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,"negative"
0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,"negative"
0.5,0.365,0.125,0.528,0.229,0.103,0.1645,"negative"
0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,"negative"
0.645,0.52,0.18,1.285,0.5775,0.352,0.317,"negative"
0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,"negative"
0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,"negative"
0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,"negative"
0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,"negative"
0.41,0.31,0.11,0.315,0.124,0.082,0.095,"negative"
0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,"negative"
0.575,0.465,0.15,1.08,0.595,0.2065,0.238,"negative"
0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,"negative"
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,"negative"
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,"negative"
0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,"negative"
0.55,0.47,0.15,0.897,0.377,0.184,0.29,"negative"
0.505,0.4,0.165,0.729,0.2675,0.155,0.25,"negative"
0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,"negative"
0.335,0.24,0.095,0.17,0.062,0.039,0.055,"negative"
0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,"negative"
0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,"negative"
0.54,0.415,0.135,0.709,0.3195,0.174,0.185,"negative"
0.575,0.445,0.14,0.941,0.3845,0.252,0.285,"negative"
0.505,0.395,0.125,0.635,0.29,0.1555,0.175,"negative"
0.455,0.355,0.12,0.4495,0.177,0.104,0.15,"negative"
0.7,0.565,0.18,1.751,0.895,0.3355,0.446,"negative"
0.575,0.445,0.145,0.847,0.415,0.1945,0.22,"negative"
0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,"negative"
0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,"negative"
0.5,0.38,0.11,0.5605,0.28,0.106,0.15,"negative"
0.555,0.43,0.15,0.783,0.345,0.1755,0.247,"negative"
0.575,0.46,0.15,0.927,0.333,0.207,0.2985,"negative"
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,"negative"
0.605,0.485,0.16,1.201,0.417,0.2875,0.38,"negative"
0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,"negative"
0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,"negative"
0.635,0.505,0.17,1.2635,0.512,0.322,0.355,"negative"
0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,"negative"
0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,"positive"
0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,"negative"
0.56,0.445,0.165,0.832,0.3455,0.179,0.279,"negative"
0.53,0.405,0.13,0.738,0.2845,0.17,0.193,"negative"
0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,"negative"
0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,"negative"
0.405,0.325,0.11,0.3555,0.151,0.063,0.117,"negative"
0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,"negative"
0.6,0.47,0.13,1.0105,0.423,0.219,0.298,"negative"
0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,"negative"
0.525,0.39,0.12,0.664,0.3115,0.147,0.178,"negative"
0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,"negative"
0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,"negative"
0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,"negative"
0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,"negative"
0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,"negative"
0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,"negative"
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,"negative"
0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,"negative"
0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,"negative"
0.475,0.36,0.125,0.447,0.1695,0.081,0.14,"negative"
0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,"negative"
0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,"negative"
0.5,0.37,0.15,1.0615,0.494,0.223,0.296,"negative"
0.595,0.435,0.16,1.057,0.4255,0.224,0.31,"negative"
0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,"negative"
0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,"negative"
0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,"negative"
0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,"negative"
0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,"negative"
0.485,0.38,0.14,0.673,0.2175,0.13,0.195,"positive"
0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,"negative"
0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,"negative"
0.7,0.53,0.19,1.3185,0.548,0.233,0.42,"positive"
0.57,0.45,0.135,1.02,0.546,0.204,0.25,"negative"
0.435,0.35,0.125,0.459,0.197,0.1145,0.145,"negative"
0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,"negative"
0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,"negative"
0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,"negative"
0.575,0.455,0.135,0.907,0.4245,0.197,0.26,"negative"
0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,"negative"
0.435,0.335,0.11,0.38,0.1695,0.086,0.11,"negative"
0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,"negative"
0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,"negative"
0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,"negative"
0.595,0.47,0.155,1.1775,0.542,0.269,0.31,"negative"
0.705,0.55,0.17,1.219,0.6395,0.236,0.301,"negative"
0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,"negative"
0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,"negative"
0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,"negative"
0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,"negative"
0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,"negative"
0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,"negative"
0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,"negative"
0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,"negative"
0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,"negative"
0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,"negative"
0.61,0.475,0.15,1.142,0.62,0.237,0.245,"negative"
0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,"negative"
0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,"negative"
0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,"negative"
0.465,0.36,0.105,0.452,0.22,0.159,0.1035,"negative"
0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,"negative"
0.65,0.49,0.155,1.122,0.545,0.228,0.3055,"negative"
0.44,0.305,0.115,0.379,0.162,0.091,0.11,"negative"
0.5,0.38,0.12,0.5765,0.273,0.135,0.145,"negative"
0.565,0.42,0.155,0.743,0.31,0.186,0.231,"negative"
0.545,0.445,0.15,0.8,0.3535,0.163,0.207,"negative"
0.345,0.27,0.09,0.195,0.078,0.0455,0.059,"negative"
0.655,0.52,0.17,1.1445,0.53,0.223,0.348,"negative"
0.295,0.225,0.08,0.124,0.0485,0.032,0.04,"negative"
0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,"negative"
0.66,0.5,0.165,1.3195,0.667,0.269,0.341,"negative"
0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,"negative"
0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,"negative"
0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,"negative"
0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,"negative"
0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,"negative"
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,"negative"
0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,"negative"
0.58,0.455,0.195,1.859,0.945,0.426,0.441,"negative"
0.625,0.485,0.16,1.254,0.591,0.259,0.3485,"negative"
0.635,0.51,0.17,1.2235,0.532,0.271,0.354,"negative"
0.535,0.39,0.125,0.599,0.2595,0.149,0.169,"negative"
0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,"negative"
0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,"negative"
0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,"negative"
0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,"negative"
0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,"negative"
0.575,0.48,0.165,1.078,0.511,0.2095,0.306,"negative"
0.34,0.255,0.095,0.213,0.081,0.034,0.07,"negative"
0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,"negative"
